Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
2641,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2642,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2643,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2644,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2645,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2646,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2647,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2648,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2649,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2650,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2651,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2652,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2653,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2654,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2655,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
2656,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2657,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
2658,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2659,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2660,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2661,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2662,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2663,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2664,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2665,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
2666,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2667,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Water
2668,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2669,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2670,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
2671,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2672,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2673,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2674,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2675,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2676,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2677,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2678,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2679,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2680,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
2681,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2682,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
2683,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2684,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2685,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2686,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2687,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2688,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2689,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2690,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
2691,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
2692,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2693,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2694,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2695,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2696,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2697,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2698,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2699,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2700,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2701,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Grassland
2702,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
2703,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
2704,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2705,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2706,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2707,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2708,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2709,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
2710,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
2711,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2712,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
2713,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2716,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2717,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2718,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2719,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2720,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
2721,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Water
2722,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2723,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2724,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2725,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2726,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2727,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2728,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2729,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2730,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2731,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2732,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2733,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2734,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2735,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
2736,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
2737,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2738,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2739,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2740,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
2741,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2742,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2743,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Grassland
2744,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Water
2745,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Forest
2746,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
2747,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2748,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
2749,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
2750,Forest,Forest,Built-up,Water,Non_Wetland,Water,Forest,Forest
2751,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2752,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2753,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2754,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2755,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2756,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2757,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2758,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2759,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
2760,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
2761,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
2762,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
2763,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2764,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Grassland
2765,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Built-up
2766,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Forest
2767,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Grassland
2768,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
2769,Forest,Forest,Water,NULL,Water,Water,NULL,Water
2770,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2771,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2772,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2773,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2774,Forest,Forest,Water,NULL,Water,Water,Built-up,Grassland
2775,Forest,Forest,Water,NULL,Water,Water,Built-up,Forest
2776,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2777,Forest,Forest,Water,NULL,Water,Water,Water,Water
2778,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2779,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2780,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2781,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
2782,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
2783,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2784,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2785,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
2786,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2787,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2788,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2789,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2790,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2791,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2792,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2793,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2794,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2795,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2796,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2797,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
2798,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Water
2799,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
2800,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
2801,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
2802,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
2803,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
2804,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Water
2805,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
2806,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
2807,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
2808,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
2809,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2810,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2811,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2812,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2813,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2814,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2815,Forest,Forest,Water,Non_Water,Water,Water,Forest,Grassland
2816,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
2817,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2818,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Grassland
2819,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
2820,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2821,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2822,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
2823,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2824,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2825,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2826,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2827,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2828,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2829,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2830,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2831,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2832,Forest,Forest,Water,Water,Water,NULL,Water,Water
2833,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2834,Forest,Forest,Water,Water,Water,NULL,Forest,Water
2835,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2836,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
2837,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2838,Forest,Forest,Water,Water,Water,Bareland,NULL,Grassland
2839,Forest,Forest,Water,Water,Water,Bareland,NULL,Water
2840,Forest,Forest,Water,Water,Water,Bareland,NULL,Forest
2841,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
2842,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
2843,Forest,Forest,Water,Water,Water,Bareland,Water,Water
2844,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
2845,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
2846,Forest,Forest,Water,Water,Water,Built-up,Water,Water
2847,Forest,Forest,Water,Water,Water,Built-up,Water,Forest
2848,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
2849,Forest,Forest,Water,Water,Water,Water,NULL,Wetland
2850,Forest,Forest,Water,Water,Water,Water,NULL,Water
2851,Forest,Forest,Water,Water,Water,Water,NULL,Forest
2852,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2853,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2854,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2855,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2856,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2857,Forest,Forest,Water,Water,Water,Water,Water,Water
2858,Forest,Forest,Water,Water,Water,Water,Water,Forest
2859,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
2860,Forest,Forest,Water,Water,Water,Water,Forest,Water
2861,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2862,Forest,Forest,Water,Water,Water,Forest,NULL,Water
2863,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
2864,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2865,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2866,Forest,Forest,Water,Water,Water,Forest,Water,Water
2867,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2868,Forest,Forest,Water,Water,Water,Forest,Forest,Water
2869,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2870,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2871,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2872,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2876,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2877,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2878,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2879,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2880,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2881,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2882,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2883,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2885,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2886,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2887,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2888,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2889,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2890,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2891,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2892,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2893,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2894,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2895,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2896,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2897,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2898,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2899,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
2900,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2901,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2902,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2903,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2904,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2905,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2906,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2907,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2908,Forest,Forest,Forest,NULL,Non_Wetland,Water,Built-up,Forest
2909,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2910,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2911,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2912,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2913,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2914,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2915,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2916,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
2917,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2918,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2919,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2920,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2921,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2922,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2923,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2924,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2925,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2926,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2927,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2928,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2930,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2931,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2932,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2933,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2934,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2935,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2936,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2937,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2938,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2939,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2940,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2941,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
2942,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2943,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2944,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2945,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2946,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2947,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2948,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2949,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2950,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2951,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2952,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2953,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
2954,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2955,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2956,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2957,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2958,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
2959,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2960,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2961,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2962,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2963,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2964,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2965,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2966,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2967,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2968,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2969,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2970,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2971,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2972,Forest,Forest,Forest,Water,Non_Wetland,Bareland,NULL,Forest
2973,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2974,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2975,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2976,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
2977,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
2978,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
2979,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
2980,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2981,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2982,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2983,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2984,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2985,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2986,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Grassland
2987,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
2988,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
