Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUA_M_R
9583,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9584,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
9585,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
9586,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9587,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
9588,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9589,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9590,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
9591,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9592,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9593,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9594,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9595,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9596,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9597,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
9598,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9599,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9600,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9601,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9602,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9603,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9604,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9605,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9606,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9607,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9608,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9609,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9610,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9611,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9612,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9613,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9614,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
9615,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9616,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9617,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9618,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9619,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9620,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9621,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9622,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9623,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9624,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9625,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9626,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9627,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9628,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9629,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9630,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9631,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9632,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9633,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9634,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9635,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9636,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9637,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9638,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9639,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9640,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9641,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
9642,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9643,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
9644,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9645,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9646,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9647,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
9648,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9649,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
9650,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9651,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
9652,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9653,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9654,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
9655,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9656,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9657,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9658,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9659,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9660,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
9661,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9662,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9663,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
9664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9665,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9666,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9667,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9668,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9669,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9676,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
9677,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9678,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9679,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
9680,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9681,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9682,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9683,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9684,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9685,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9686,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9687,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9688,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9689,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9690,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9691,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9693,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9694,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9695,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9696,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9697,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9698,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9699,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9700,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
9701,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
9705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9706,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9707,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
9712,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
9713,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9714,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9715,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9716,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
9717,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9718,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9719,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9720,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9721,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9722,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9723,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9724,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9725,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9726,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9727,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
9728,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9729,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
9730,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
9731,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
9732,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9733,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9734,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9735,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9736,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9737,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9738,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9739,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9740,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9741,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9742,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9743,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9744,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9745,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9746,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9747,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9748,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9749,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9750,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9751,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9752,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9753,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9754,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9755,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9756,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9757,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9758,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9759,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9760,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9761,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9762,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9763,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9764,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9765,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9766,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9767,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
9768,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9769,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9770,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
9771,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9772,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9773,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9774,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9775,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9776,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9777,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9778,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9779,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9780,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
9781,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
9782,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9783,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
9784,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9785,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9786,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9787,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9788,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9789,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
9790,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9791,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9792,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9793,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9794,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,NULL
9795,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9796,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9797,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
9798,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
9799,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9800,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
9801,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9802,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9803,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9804,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9805,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9806,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9807,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9808,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9809,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9810,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9811,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9812,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9813,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9814,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9815,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9816,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9817,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9818,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9819,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9823,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9824,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9840,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9841,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9842,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9843,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9844,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9845,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9849,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9850,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9851,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9852,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9853,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9854,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9855,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9856,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9857,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9858,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9859,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9860,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9861,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9862,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
9863,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9864,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9865,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9866,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9867,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9868,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9869,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9870,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9871,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9872,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
9873,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9874,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
9875,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9876,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9877,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
9878,Cropland,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
9879,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9880,Cropland,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9881,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,NULL
9882,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9883,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
