Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
10495,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
10496,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
10497,Water,Cropland,Water,Non_Water,Water,Shrubland,NULL,Water
10498,Water,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10499,Water,Cropland,Water,Non_Water,Water,Shrubland,Water,Grassland
10500,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
10501,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
10502,Water,Cropland,Water,Non_Water,Water,Bareland,Wetland,Grassland
10503,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
10504,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
10505,Water,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
10506,Water,Cropland,Water,Non_Water,Water,Water,NULL,Wetland
10507,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
10508,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
10509,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
10510,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
10511,Water,Cropland,Water,Non_Water,Water,Water,Forest,Water
10512,Water,Cropland,Water,Non_Water,Water,Forest,NULL,Grassland
10513,Water,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
10514,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
10515,Water,Cropland,Water,Water,Water,NULL,NULL,Water
10516,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
10517,Water,Cropland,Water,Water,Water,NULL,Grassland,Grassland
10518,Water,Cropland,Water,Water,Water,NULL,Bareland,Grassland
10519,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
10520,Water,Cropland,Water,Water,Water,NULL,Water,Bareland
10521,Water,Cropland,Water,Water,Water,NULL,Water,Water
10522,Water,Cropland,Water,Water,Water,Shrubland,NULL,Water
10523,Water,Cropland,Water,Water,Water,Shrubland,Grassland,Bareland
10524,Water,Cropland,Water,Water,Water,Shrubland,Water,Grassland
10525,Water,Cropland,Water,Water,Water,Shrubland,Water,Wetland
10526,Water,Cropland,Water,Water,Water,Shrubland,Water,Water
10527,Water,Cropland,Water,Water,Water,Shrubland,Forest,Wetland
10528,Water,Cropland,Water,Water,Water,Wetland,NULL,Grassland
10529,Water,Cropland,Water,Water,Water,Wetland,NULL,Forest
10530,Water,Cropland,Water,Water,Water,Bareland,NULL,Grassland
10531,Water,Cropland,Water,Water,Water,Bareland,NULL,Water
10532,Water,Cropland,Water,Water,Water,Bareland,NULL,Forest
10533,Water,Cropland,Water,Water,Water,Bareland,Wetland,Water
10534,Water,Cropland,Water,Water,Water,Bareland,Water,Water
10535,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
10536,Water,Cropland,Water,Water,Water,Water,NULL,Water
10537,Water,Cropland,Water,Water,Water,Water,Shrubland,Water
10538,Water,Cropland,Water,Water,Water,Water,Grassland,Bareland
10539,Water,Cropland,Water,Water,Water,Water,Wetland,Grassland
10540,Water,Cropland,Water,Water,Water,Water,Water,Grassland
10541,Water,Cropland,Water,Water,Water,Water,Water,Water
10542,Water,Cropland,Water,Water,Water,Forest,NULL,Water
10543,Water,Cropland,Water,Water,Water,Forest,NULL,Forest
10544,Water,Cropland,Water,Water,Water,Forest,Forest,Forest
10545,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10546,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10547,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10548,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
10549,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10550,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10551,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10552,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10553,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10554,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10555,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10556,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
10557,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10558,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10559,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10560,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10561,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10562,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10563,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10564,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10565,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10566,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10567,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10568,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10569,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10570,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10571,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
10572,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10573,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10574,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10575,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10576,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10577,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10578,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10579,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10580,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10581,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10582,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10583,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10584,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10585,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10586,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10587,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
10588,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
10589,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10590,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10591,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
10592,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
10593,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
10594,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10595,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10596,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10597,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
10598,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10599,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10600,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10601,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10602,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10603,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
10604,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10605,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10606,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10607,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10608,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10609,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10610,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10611,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
10612,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10613,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10614,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
10615,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
10616,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
10617,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
10618,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
10619,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
10620,Water,Cropland,Forest,Water,Non_Wetland,Cropland,Water,Cropland
10621,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10622,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
10623,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
10624,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
10625,Water,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
10626,Water,Cropland,Forest,Water,Non_Wetland,Forest,Water,Grassland
10627,Water,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
10628,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10629,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10630,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10631,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10632,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10633,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10634,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
10635,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10636,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10637,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Cropland
10638,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
10639,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
10640,Water,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
10641,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
10642,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
10643,Water,Wetland,Water,Water,Water,Water,Water,Water
10644,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10645,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10646,Water,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10647,Water,Bareland,Water,NULL,Water,Water,NULL,Forest
10648,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10649,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10650,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10651,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10652,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10653,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10654,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10655,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10656,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10657,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10658,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Water
10659,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10660,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
10661,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Water
10662,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
10663,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10664,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10665,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10666,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10667,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10668,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10669,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10670,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10671,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10672,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10673,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10674,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10675,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10676,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
10677,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10678,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
10679,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Water
10680,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
10681,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
10682,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10683,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10684,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10685,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
10686,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10687,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10688,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
10689,Water,Built-up,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
10690,Water,Built-up,Shrubland,Water,Non_Wetland,Forest,Built-up,Grassland
10691,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10692,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10693,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10694,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10695,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10696,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Water
10697,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
10698,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10699,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10700,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10701,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10702,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10703,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10704,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10705,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10706,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10707,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10708,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10709,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10710,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
10711,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10712,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10713,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
10714,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10715,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10716,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10717,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
10718,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10719,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
10720,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Water
10721,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
10722,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
10723,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10724,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10725,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10726,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10727,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10728,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10729,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10730,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10731,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10732,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
10733,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
10734,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Water
10735,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Forest
10736,Water,Built-up,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10737,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
10738,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
10739,Water,Built-up,Cropland,Water,Non_Wetland,Forest,Bareland,Water
10740,Water,Built-up,Cropland,Water,Non_Wetland,Forest,Water,Forest
10741,Water,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
10742,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10743,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10744,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
10745,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
10746,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
10747,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10748,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
10749,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
10750,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
10751,Water,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10752,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
10753,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
10754,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Water
10755,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
10756,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
10757,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
10758,Water,Built-up,Wetland,Water,Wetland,Built-up,NULL,Grassland
10759,Water,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
10760,Water,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
10761,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
10762,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10763,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10764,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
10765,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10766,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10767,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10768,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
10769,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10770,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10771,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10772,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10773,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Water
10774,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
10775,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
10776,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10777,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10778,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10779,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10780,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
10781,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10782,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
10783,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
10784,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10785,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
10786,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Built-up
10787,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
10788,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
10789,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
10790,Water,Built-up,Built-up,Water,Non_Wetland,Forest,Bareland,Water
10791,Water,Built-up,Water,NULL,Water,NULL,Grassland,Grassland
10792,Water,Built-up,Water,NULL,Water,Bareland,NULL,Water
10793,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
10794,Water,Built-up,Water,NULL,Water,Built-up,NULL,Water
10795,Water,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
10796,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
10797,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
10798,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
10799,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
10800,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
10801,Water,Built-up,Water,NULL,Water,Forest,Forest,Forest
10802,Water,Built-up,Water,Non_Water,Water,Wetland,Water,Water
10803,Water,Built-up,Water,Non_Water,Water,Forest,Water,Forest
10804,Water,Built-up,Water,Water,Water,NULL,Water,Grassland
10805,Water,Built-up,Water,Water,Water,Built-up,NULL,Water
10806,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
10807,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
10808,Water,Built-up,Water,Water,Water,Built-up,Water,Water
10809,Water,Built-up,Water,Water,Water,Water,Built-up,Water
10810,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10811,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10812,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Water
10813,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10814,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10815,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
10816,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
