Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
11772,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11773,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11774,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11775,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11776,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11777,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11778,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
11779,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11780,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
11781,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
11782,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11783,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11784,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
11785,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11786,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11787,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11788,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11789,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
11790,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11791,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11792,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
11793,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11794,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11795,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11796,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11797,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11798,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11799,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11800,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11801,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11802,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
11803,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11804,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11805,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11806,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11807,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11808,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11809,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11810,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11811,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11812,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11813,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11814,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11815,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11816,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11817,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11818,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11819,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11820,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11821,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11823,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11824,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11825,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11826,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11827,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11828,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11829,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11830,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11831,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11832,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11833,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11834,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11835,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11836,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11837,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11838,Cropland,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
11839,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
11840,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
11841,Cropland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
11842,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
11843,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11844,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11845,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11846,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11847,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11848,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11849,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11850,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11851,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11852,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11853,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11854,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11855,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11856,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11857,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11858,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11859,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11860,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11861,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11862,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11863,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11864,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11865,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11866,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11867,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11868,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11869,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11870,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11871,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11872,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11873,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11874,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11875,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11876,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11877,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11878,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11879,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11880,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11881,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11882,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11883,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11884,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11885,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11886,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11887,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
11888,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11889,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11890,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11891,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
11892,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11893,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
11894,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11895,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11896,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11897,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11898,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11899,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11900,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11901,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11902,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11903,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11904,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11905,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11906,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11907,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
11908,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11909,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
11910,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
11911,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11912,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11913,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11914,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11915,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11916,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11917,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11918,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11919,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11920,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11921,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11922,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11923,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11924,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
11925,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11926,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11927,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11928,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11929,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11930,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11931,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11932,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11933,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11934,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11935,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11936,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11937,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11938,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11939,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11940,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11941,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11942,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11943,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11944,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11945,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11946,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11947,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11948,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11949,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11950,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11951,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11952,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
11953,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11954,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11955,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11956,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11957,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
11958,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11959,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
11960,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
11961,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11962,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
11963,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11964,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11965,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11966,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
11967,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11968,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
11969,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11970,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11971,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11972,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
11973,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11974,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
11975,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11976,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11977,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
11978,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
11979,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11980,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
11981,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11982,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11983,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
11984,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
11985,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
11986,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11987,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11988,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11989,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11990,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11991,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11992,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11993,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
11994,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11995,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
11996,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
11997,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11998,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
11999,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
12000,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
12001,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12002,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12003,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
12004,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12005,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12006,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12007,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12008,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12009,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12010,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12011,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12012,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
12013,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
12014,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12015,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12016,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12017,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12018,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
12019,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12020,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
12021,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12022,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12023,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
12024,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12025,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
12026,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12027,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12028,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12029,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12030,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12031,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12032,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12033,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12034,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12035,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12036,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12037,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12038,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
12039,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12040,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12041,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12042,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12043,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12044,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
12045,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12046,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12047,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12048,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
12049,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12050,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
12051,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
12052,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
12053,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12054,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
12055,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
12056,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12057,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
12058,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
12059,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
12060,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
12061,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12062,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
12063,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
12064,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
12065,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
12066,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
12067,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
12068,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
12069,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
12070,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
12071,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12072,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12073,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
12074,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12075,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
12076,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
12077,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12078,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12079,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12080,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12081,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12082,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12083,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12084,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12085,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12086,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12087,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12088,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
