Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
1313,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1314,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1315,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1316,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1317,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1318,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1319,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1320,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1321,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1322,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1323,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1324,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1325,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1326,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
1327,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1328,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1329,NULL,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Water
1330,NULL,Wetland,Built-up,Water,Non_Wetland,Shrubland,Wetland,Grassland
1331,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1332,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1333,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1334,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1335,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1336,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1338,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1339,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1340,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1341,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1342,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1343,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1344,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1345,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1346,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1348,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1349,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1350,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1351,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1352,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1353,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1354,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1355,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1356,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1357,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1358,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1360,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1361,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1363,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1364,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1365,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1366,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1367,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1368,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1369,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1370,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1371,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1372,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1373,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1374,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1375,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1376,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1377,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1378,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1379,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1380,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1381,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1382,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1383,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1386,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1387,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1388,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1389,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1390,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1391,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1392,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1393,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1394,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1395,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1396,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1397,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1398,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1399,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1400,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1401,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1402,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1403,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1404,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1405,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1406,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1407,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1408,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1409,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1410,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1411,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1412,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1413,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1414,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1415,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1416,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1421,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1422,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1424,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1425,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1426,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1427,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1428,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1429,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1430,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1431,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1432,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1433,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1434,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1435,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
1436,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1437,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1438,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1439,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1440,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1441,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1442,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1443,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1444,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1445,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1446,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1447,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1448,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1449,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1450,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1451,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1452,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1453,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1454,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
1455,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Water
1456,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1457,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1458,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1459,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
1466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1526,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1527,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1528,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1529,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1530,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1531,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1532,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1533,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1534,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1535,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1536,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1537,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1538,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1540,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1541,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1542,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1543,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1544,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1545,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1546,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1547,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1548,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1549,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1550,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1551,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1552,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1553,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1554,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1555,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1556,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1557,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1558,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1559,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1560,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1561,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1562,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1563,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1564,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1565,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1566,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1567,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1569,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1574,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1575,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1576,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1577,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1578,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1579,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1580,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1581,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1582,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1583,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1584,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1585,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1586,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1587,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1588,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1589,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1590,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1591,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1592,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1593,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1594,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1595,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1596,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1597,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1598,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1599,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1600,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
1601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1603,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1604,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1605,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1606,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1607,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1608,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1609,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1610,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1611,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1612,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1613,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1614,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1615,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1616,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1617,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1618,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1619,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1620,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1621,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1622,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1623,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1624,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1625,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1626,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1627,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
