Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKV_M_R
1747,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1748,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1749,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1750,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1751,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1752,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1753,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1754,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1755,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1756,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1757,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1758,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1759,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1760,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1761,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1762,Forest,Forest,Water,Water,Water,NULL,Water,Water
1763,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1764,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1765,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1766,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1767,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1768,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1769,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1770,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1771,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1772,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1773,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1774,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1775,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1776,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1777,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1778,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1779,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1780,Forest,Forest,Water,Water,Water,Water,Water,Water
1781,Forest,Forest,Water,Water,Water,Water,Water,Forest
1782,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1783,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1784,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1785,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1786,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1787,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1788,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1789,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1790,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1791,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1792,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1793,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1794,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1795,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1796,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1797,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1798,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1799,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1800,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1801,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1802,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1803,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1804,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1805,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1806,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1807,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1808,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1809,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1810,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1811,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1812,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1813,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1814,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1815,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1816,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1817,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1818,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1819,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
1820,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1821,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1822,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1823,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1824,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1825,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1826,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1827,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1828,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1829,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1830,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1831,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1832,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1833,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1834,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1835,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1836,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1837,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1838,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1839,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1840,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1841,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1842,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1843,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1844,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1845,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1846,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1847,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1848,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1849,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1850,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1851,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1852,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1853,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1854,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1855,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1856,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1857,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1858,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1859,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1860,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1861,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1862,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1863,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1864,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1865,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1866,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1867,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1868,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1869,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1870,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1871,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1872,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1873,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1874,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1877,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1878,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1879,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1880,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1881,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1882,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1883,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1884,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1885,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1886,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1887,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1888,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1889,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1890,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1891,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1892,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1893,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1894,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1895,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1896,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1897,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1898,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1899,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1900,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1901,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Grassland
1902,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1903,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1904,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1905,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1906,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1907,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
