Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
5590,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5591,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5592,Water,Water,Wetland,NULL,Wetland,Cropland,Forest,Water
5593,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5594,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5595,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5596,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5597,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5598,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5599,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5600,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
5601,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5602,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5603,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5604,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5605,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5606,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5607,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5608,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5609,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5610,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5611,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5612,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5613,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5614,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5615,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5616,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5617,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5618,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
5619,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
5620,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5621,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5622,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5623,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5624,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5625,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5626,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5627,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
5628,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5629,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5630,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5631,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5632,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
5633,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5634,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5635,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
5636,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5637,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5638,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5639,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5640,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5641,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5642,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5643,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
5644,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5645,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5646,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5647,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5648,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5649,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5650,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5651,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5652,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5653,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5654,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5655,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5656,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5657,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5658,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5659,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5660,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5661,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5662,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5663,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5664,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5665,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5666,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5667,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5668,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5669,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5670,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5671,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5672,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5673,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5674,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5675,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5676,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5677,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5678,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5679,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5680,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5681,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5682,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5683,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5684,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
5685,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
5686,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
5687,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5688,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
5689,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5690,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
5691,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5692,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5693,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5694,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5695,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5696,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5697,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
5698,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5699,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5700,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5701,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5702,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
5703,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
5704,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5705,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5706,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5707,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5708,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5709,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5710,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5711,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5712,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5713,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
5714,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
5715,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5716,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5717,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5718,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5719,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5720,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5721,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
5722,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5723,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5724,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5725,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5726,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5727,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
5728,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5729,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5730,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5731,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5732,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5733,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5734,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5735,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5736,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5737,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
5738,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5739,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5740,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5741,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5742,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5743,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5744,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Bareland,Water
5745,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Bareland,Forest
5746,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5747,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5748,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
5749,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5750,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5751,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5752,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5753,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5754,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5755,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
5756,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
5757,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5758,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5759,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5760,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5761,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5762,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5763,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5764,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5765,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5766,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5767,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5768,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5769,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5770,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5771,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5772,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5773,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5774,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5775,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5776,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5777,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5778,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5779,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5780,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5781,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5782,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
5783,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5784,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5785,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5786,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
5787,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5788,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
5789,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5790,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5791,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5792,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
5793,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5794,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5795,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Bareland,Water
5796,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
5797,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5798,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5799,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5800,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5801,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5802,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5803,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5804,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5805,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
5806,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5807,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5808,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5809,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5810,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5811,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5812,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
5813,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5814,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5815,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5816,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5817,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5818,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
5819,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5820,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
5821,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
5822,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5823,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
5824,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5825,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5826,Water,Water,Bareland,Water,Non_Wetland,Cropland,Bareland,Water
5827,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
5828,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5829,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Bareland
5830,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5831,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5832,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
5833,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
5834,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
5835,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5836,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5837,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5838,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5839,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
5840,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
5841,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
5842,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
5843,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5844,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5845,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5846,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5847,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5848,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5849,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
5850,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5851,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5852,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
5853,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5854,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5855,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
5856,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5857,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5858,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
5859,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5860,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
5861,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
5862,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5863,Water,Water,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5864,Water,Water,Built-up,NULL,Non_Wetland,Cropland,Bareland,Water
5865,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5866,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
5867,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5868,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5869,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
5870,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5871,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5872,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
5873,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5874,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
5875,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5876,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5877,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5878,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5879,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5880,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5881,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5882,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5883,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5884,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
5885,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5886,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5887,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5888,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5889,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
5890,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Water
5891,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
5892,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
5893,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
5894,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5895,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
5896,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5897,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5898,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
5899,Water,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Water
5900,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
5901,Water,Water,Built-up,Water,Non_Wetland,Cropland,Bareland,Bareland
5902,Water,Water,Built-up,Water,Non_Wetland,Cropland,Bareland,Water
5903,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Water
5904,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
5905,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5906,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5907,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
5908,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
5909,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
5910,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
5911,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
5912,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5913,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
5914,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
5915,Water,Water,Water,NULL,Water,NULL,Wetland,Water
5916,Water,Water,Water,NULL,Water,NULL,Water,Water
5917,Water,Water,Water,NULL,Water,NULL,Water,Forest
5918,Water,Water,Water,NULL,Water,NULL,Forest,Forest
5919,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
5920,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
5921,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
5922,Water,Water,Water,NULL,Water,Grassland,Water,Water
5923,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5924,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
