Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
8602,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8603,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8604,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8605,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8606,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8607,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8608,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
8609,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8610,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8611,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8612,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8613,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8614,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8615,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8616,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8617,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8618,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8619,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8620,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8621,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8622,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8623,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8624,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8625,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8626,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8627,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8628,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8629,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8630,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8631,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8632,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8633,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8634,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8635,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
8636,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8637,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8638,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8639,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8640,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8641,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8642,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8643,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8644,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8645,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8646,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8647,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
8648,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8649,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8650,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8651,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8652,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8653,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8654,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8655,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8656,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8657,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8658,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8659,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8660,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8661,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8662,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8663,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
8664,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8665,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
8666,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8667,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8668,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8669,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8670,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
8671,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8672,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
8673,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8674,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8675,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8676,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
8677,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8678,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8679,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8680,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8681,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
8682,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
8683,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8684,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8685,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
8686,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8687,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8688,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
8689,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8690,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8691,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8692,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8693,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
8694,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
8695,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8696,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8697,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8698,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8699,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8700,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8701,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8702,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8703,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8704,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8705,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8706,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8707,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8708,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8709,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8710,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8711,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8712,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8713,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8714,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8715,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
8716,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8717,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8718,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8719,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8720,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8721,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8722,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8723,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8724,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8725,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8726,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8727,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8728,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8729,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8730,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8731,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8732,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
8733,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8734,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8735,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8736,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8737,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8738,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
8739,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
8740,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8741,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8742,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
8743,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8744,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8745,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8746,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
8747,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8748,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
8749,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8750,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8751,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
8752,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8753,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
8754,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8755,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8756,Water,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
8757,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
8758,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
8759,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
8760,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
8761,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8762,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8763,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8764,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8765,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
8766,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8767,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8768,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8769,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
8770,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8771,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8772,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8773,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8774,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
8775,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
8776,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
8777,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
8778,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8779,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
8780,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8781,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
8782,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
8783,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
8784,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
8785,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
8786,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
8787,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
8788,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8789,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8790,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8791,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
8792,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8793,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
8794,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8795,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8796,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
8797,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8798,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8799,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
8800,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
8801,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8802,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8803,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
8804,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8805,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
8806,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8807,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8808,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
8809,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8810,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8811,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8812,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8813,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
8814,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8815,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
8816,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8817,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
8818,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8819,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
8820,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8821,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8822,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8823,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8824,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
8825,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
8826,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
8827,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
8828,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
8829,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
8830,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
8831,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
8832,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
8833,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
8834,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
8835,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
8836,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
8837,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
8838,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8839,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8840,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
8841,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
8842,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8843,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8844,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
8845,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8846,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8847,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
8848,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8849,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8850,Water,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
8851,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
8852,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
8853,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8854,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
8855,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8856,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8857,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
8858,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
8859,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
8860,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
8861,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
8862,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8863,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8864,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8865,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8866,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
8867,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
8868,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
8869,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Wetland
8870,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
8871,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
8872,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8873,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8874,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8875,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
8876,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
8877,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
8878,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
8879,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8880,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8881,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Cropland
8882,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
8883,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
8884,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
8885,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
8886,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
8887,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
8888,Water,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
8889,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8890,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
8891,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8892,Water,NULL,Water,NULL,Water,Grassland,Wetland,Bareland
8893,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
8894,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
8895,Water,NULL,Water,NULL,Water,Wetland,NULL,Bareland
8896,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
8897,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
8898,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
8899,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8900,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
8901,Water,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
8902,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
8903,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8904,Water,NULL,Water,NULL,Water,Wetland,Water,Water
8905,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
8906,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8907,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
8908,Water,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
8909,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
8910,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8911,Water,NULL,Water,NULL,Water,Bareland,Water,Built-up
8912,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
8913,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
8914,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
8915,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
8916,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
8917,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
8918,Water,NULL,Water,NULL,Water,Water,Grassland,Water
8919,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
8920,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
8921,Water,NULL,Water,NULL,Water,Water,Wetland,Bareland
8922,Water,NULL,Water,NULL,Water,Water,Wetland,Water
8923,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8924,Water,NULL,Water,NULL,Water,Water,Water,Wetland
8925,Water,NULL,Water,NULL,Water,Water,Water,Bareland
8926,Water,NULL,Water,NULL,Water,Water,Water,Water
8927,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
8928,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
8929,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
8930,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
8931,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8932,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
8933,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
8934,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
8935,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
8936,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
8937,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
8938,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8939,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
8940,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
8941,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
8942,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
8943,Water,NULL,Water,Water,Water,Shrubland,Water,Water
8944,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
8945,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
