Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
2148,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2149,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2150,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2151,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2152,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2153,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2154,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2155,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2156,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2157,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
2158,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2159,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2160,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
2161,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2162,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
2163,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2164,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2165,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
2166,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2167,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2168,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
2169,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
2170,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2171,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2172,Water,Bareland,Grassland,Water,Non_Wetland,Water
2173,Water,Bareland,Grassland,Water,Non_Wetland,Forest
2174,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2175,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
2176,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2177,Water,Bareland,Cropland,NULL,Non_Wetland,Water
2178,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
2179,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2180,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
2181,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
2182,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2183,Water,Bareland,Cropland,Water,Non_Wetland,Water
2184,Water,Bareland,Cropland,Water,Non_Wetland,Forest
2185,Water,Bareland,Wetland,NULL,Wetland,Bareland
2186,Water,Bareland,Wetland,NULL,Wetland,Water
2187,Water,Bareland,Wetland,NULL,Wetland,Forest
2188,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
2189,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
2190,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2191,Water,Bareland,Wetland,Non_Water,Wetland,Water
2192,Water,Bareland,Wetland,Non_Water,Wetland,Forest
2193,Water,Bareland,Wetland,Water,Wetland,Grassland
2194,Water,Bareland,Wetland,Water,Wetland,Cropland
2195,Water,Bareland,Wetland,Water,Wetland,Bareland
2196,Water,Bareland,Wetland,Water,Wetland,Water
2197,Water,Bareland,Wetland,Water,Wetland,Forest
2198,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2199,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2200,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2201,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
2202,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2203,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2204,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2205,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2206,Water,Bareland,Water,NULL,Water,Grassland
2207,Water,Bareland,Water,NULL,Water,Cropland
2208,Water,Bareland,Water,NULL,Water,Bareland
2209,Water,Bareland,Water,NULL,Water,Water
2210,Water,Bareland,Water,NULL,Water,Forest
2211,Water,Bareland,Water,Non_Water,Water,Grassland
2212,Water,Bareland,Water,Non_Water,Water,Bareland
2213,Water,Bareland,Water,Non_Water,Water,Water
2214,Water,Bareland,Water,Non_Water,Water,Forest
2215,Water,Bareland,Water,Water,Water,Grassland
2216,Water,Bareland,Water,Water,Water,Cropland
2217,Water,Bareland,Water,Water,Water,Bareland
2218,Water,Bareland,Water,Water,Water,Water
2219,Water,Bareland,Water,Water,Water,Forest
2220,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2221,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
2222,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2223,Water,Bareland,Forest,NULL,Non_Wetland,Water
2224,Water,Bareland,Forest,NULL,Non_Wetland,Forest
2225,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2226,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
2227,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2228,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
2229,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
2230,Water,Bareland,Forest,Water,Non_Wetland,Grassland
2231,Water,Bareland,Forest,Water,Non_Wetland,Cropland
2232,Water,Bareland,Forest,Water,Non_Wetland,Bareland
2233,Water,Bareland,Forest,Water,Non_Wetland,Water
2234,Water,Bareland,Forest,Water,Non_Wetland,Forest
2235,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2236,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
2237,Water,Built-up,NULL,NULL,Non_Wetland,Water
2238,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2239,Water,Built-up,NULL,Non_Water,Non_Wetland,Grassland
2240,Water,Built-up,NULL,Water,Non_Wetland,Water
2241,Water,Built-up,NULL,Water,Non_Wetland,Forest
2242,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2243,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2244,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2245,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2246,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2247,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2248,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2249,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2250,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2251,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2252,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2253,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2254,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2255,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2256,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2257,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2258,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2259,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2260,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
2261,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2262,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2263,Water,Built-up,Grassland,Water,Non_Wetland,Water
2264,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2265,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2266,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2267,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2268,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2269,Water,Built-up,Wetland,NULL,Wetland,Grassland
2270,Water,Built-up,Wetland,NULL,Wetland,Bareland
2271,Water,Built-up,Wetland,NULL,Wetland,Forest
2272,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
2273,Water,Built-up,Wetland,Non_Water,Wetland,Water
2274,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2275,Water,Built-up,Wetland,Water,Wetland,Bareland
2276,Water,Built-up,Wetland,Water,Wetland,Water
2277,Water,Built-up,Wetland,Water,Wetland,Forest
2278,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2279,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2280,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2281,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2282,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2283,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2284,Water,Built-up,Bareland,Water,Non_Wetland,Water
2285,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2286,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2287,Water,Built-up,Water,NULL,Water,Grassland
2288,Water,Built-up,Water,NULL,Water,Cropland
2289,Water,Built-up,Water,NULL,Water,Bareland
2290,Water,Built-up,Water,NULL,Water,Water
2291,Water,Built-up,Water,NULL,Water,Forest
2292,Water,Built-up,Water,Non_Water,Water,Grassland
2293,Water,Built-up,Water,Non_Water,Water,Water
2294,Water,Built-up,Water,Non_Water,Water,Forest
2295,Water,Built-up,Water,Water,Water,Grassland
2296,Water,Built-up,Water,Water,Water,Bareland
2297,Water,Built-up,Water,Water,Water,Water
2298,Water,Built-up,Water,Water,Water,Forest
2299,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2300,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2301,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
2302,Water,Built-up,Forest,NULL,Non_Wetland,Water
2303,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2304,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2305,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
2306,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
2307,Water,Built-up,Forest,Water,Non_Wetland,Grassland
2308,Water,Built-up,Forest,Water,Non_Wetland,Water
2309,Water,Built-up,Forest,Water,Non_Wetland,Forest
2310,Water,Water,NULL,NULL,Non_Wetland,Grassland
2311,Water,Water,NULL,NULL,Non_Wetland,Cropland
2312,Water,Water,NULL,NULL,Non_Wetland,Wetland
2313,Water,Water,NULL,NULL,Non_Wetland,Bareland
2314,Water,Water,NULL,NULL,Non_Wetland,Water
2315,Water,Water,NULL,NULL,Non_Wetland,Forest
2316,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2317,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2318,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2319,Water,Water,NULL,Non_Water,Non_Wetland,Water
2320,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2321,Water,Water,NULL,Water,Non_Wetland,Grassland
2322,Water,Water,NULL,Water,Non_Wetland,Cropland
2323,Water,Water,NULL,Water,Non_Wetland,Bareland
2324,Water,Water,NULL,Water,Non_Wetland,Water
2325,Water,Water,NULL,Water,Non_Wetland,Forest
2326,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2327,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2328,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2329,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2330,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2331,Water,Water,Shrubland,NULL,Non_Wetland,Water
2332,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2333,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2334,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2335,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2336,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2337,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2338,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2339,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2340,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2341,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2342,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2343,Water,Water,Shrubland,Water,Non_Wetland,Water
2344,Water,Water,Shrubland,Water,Non_Wetland,Forest
2345,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2346,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2347,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2348,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2349,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2350,Water,Water,Grassland,NULL,Non_Wetland,Water
2351,Water,Water,Grassland,NULL,Non_Wetland,Forest
2352,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2353,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2354,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2355,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2356,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2357,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2358,Water,Water,Grassland,Water,Non_Wetland,Grassland
2359,Water,Water,Grassland,Water,Non_Wetland,Cropland
2360,Water,Water,Grassland,Water,Non_Wetland,Wetland
2361,Water,Water,Grassland,Water,Non_Wetland,Bareland
2362,Water,Water,Grassland,Water,Non_Wetland,Water
2363,Water,Water,Grassland,Water,Non_Wetland,Forest
2364,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2365,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2366,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2367,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2368,Water,Water,Cropland,NULL,Non_Wetland,Water
2369,Water,Water,Cropland,NULL,Non_Wetland,Forest
2370,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2371,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2372,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2373,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2374,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2375,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2376,Water,Water,Cropland,Water,Non_Wetland,Grassland
2377,Water,Water,Cropland,Water,Non_Wetland,Cropland
2378,Water,Water,Cropland,Water,Non_Wetland,Bareland
2379,Water,Water,Cropland,Water,Non_Wetland,Water
2380,Water,Water,Cropland,Water,Non_Wetland,Forest
2381,Water,Water,Wetland,NULL,Wetland,Grassland
2382,Water,Water,Wetland,NULL,Wetland,Cropland
2383,Water,Water,Wetland,NULL,Wetland,Wetland
2384,Water,Water,Wetland,NULL,Wetland,Bareland
2385,Water,Water,Wetland,NULL,Wetland,Water
2386,Water,Water,Wetland,NULL,Wetland,Forest
2387,Water,Water,Wetland,Non_Water,Wetland,Grassland
2388,Water,Water,Wetland,Non_Water,Wetland,Cropland
2389,Water,Water,Wetland,Non_Water,Wetland,Wetland
2390,Water,Water,Wetland,Non_Water,Wetland,Bareland
2391,Water,Water,Wetland,Non_Water,Wetland,Water
2392,Water,Water,Wetland,Non_Water,Wetland,Forest
2393,Water,Water,Wetland,Water,Wetland,Grassland
2394,Water,Water,Wetland,Water,Wetland,Cropland
2395,Water,Water,Wetland,Water,Wetland,Wetland
2396,Water,Water,Wetland,Water,Wetland,Bareland
2397,Water,Water,Wetland,Water,Wetland,Water
2398,Water,Water,Wetland,Water,Wetland,Forest
2399,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2400,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2401,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2402,Water,Water,Bareland,NULL,Non_Wetland,Water
2403,Water,Water,Bareland,NULL,Non_Wetland,Forest
2404,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2405,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2406,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2407,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2408,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2409,Water,Water,Bareland,Water,Non_Wetland,Grassland
2410,Water,Water,Bareland,Water,Non_Wetland,Cropland
2411,Water,Water,Bareland,Water,Non_Wetland,Bareland
2412,Water,Water,Bareland,Water,Non_Wetland,Water
2413,Water,Water,Bareland,Water,Non_Wetland,Forest
2414,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2415,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2416,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2417,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2418,Water,Water,Built-up,NULL,Non_Wetland,Water
2419,Water,Water,Built-up,NULL,Non_Wetland,Forest
2420,Water,Water,Built-up,Water,Non_Wetland,Water
2421,Water,Water,Built-up,Water,Non_Wetland,Forest
2422,Water,Water,Water,NULL,Water,Grassland
2423,Water,Water,Water,NULL,Water,Cropland
2424,Water,Water,Water,NULL,Water,Wetland
2425,Water,Water,Water,NULL,Water,Bareland
2426,Water,Water,Water,NULL,Water,Water
2427,Water,Water,Water,NULL,Water,Forest
2428,Water,Water,Water,Non_Water,Water,NULL
2429,Water,Water,Water,Non_Water,Water,Grassland
2430,Water,Water,Water,Non_Water,Water,Cropland
2431,Water,Water,Water,Non_Water,Water,Bareland
2432,Water,Water,Water,Non_Water,Water,Water
2433,Water,Water,Water,Non_Water,Water,Forest
2434,Water,Water,Water,Water,Water,NULL
2435,Water,Water,Water,Water,Water,Grassland
2436,Water,Water,Water,Water,Water,Cropland
2437,Water,Water,Water,Water,Water,Wetland
2438,Water,Water,Water,Water,Water,Bareland
2439,Water,Water,Water,Water,Water,Water
2440,Water,Water,Water,Water,Water,Forest
2441,Water,Water,Forest,NULL,Non_Wetland,NULL
2442,Water,Water,Forest,NULL,Non_Wetland,Grassland
2443,Water,Water,Forest,NULL,Non_Wetland,Cropland
2444,Water,Water,Forest,NULL,Non_Wetland,Wetland
2445,Water,Water,Forest,NULL,Non_Wetland,Bareland
2446,Water,Water,Forest,NULL,Non_Wetland,Built-up
2447,Water,Water,Forest,NULL,Non_Wetland,Water
2448,Water,Water,Forest,NULL,Non_Wetland,Forest
2449,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2450,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2451,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2452,Water,Water,Forest,Non_Water,Non_Wetland,Water
2453,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2454,Water,Water,Forest,Water,Non_Wetland,Grassland
2455,Water,Water,Forest,Water,Non_Wetland,Cropland
2456,Water,Water,Forest,Water,Non_Wetland,Bareland
2457,Water,Water,Forest,Water,Non_Wetland,Water
2458,Water,Water,Forest,Water,Non_Wetland,Forest
2459,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2460,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2461,Water,Forest,NULL,NULL,Non_Wetland,Forest
2462,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2463,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2464,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2465,Water,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2466,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2467,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2468,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
2469,Water,Forest,Shrubland,Water,Non_Wetland,Water
2470,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2471,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2472,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2473,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2474,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2475,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2476,Water,Forest,Grassland,Water,Non_Wetland,Water
2477,Water,Forest,Grassland,Water,Non_Wetland,Forest
2478,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2479,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2480,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2481,Water,Forest,Cropland,Water,Non_Wetland,Grassland
2482,Water,Forest,Cropland,Water,Non_Wetland,Forest
2483,Water,Forest,Wetland,NULL,Wetland,Water
2484,Water,Forest,Wetland,NULL,Wetland,Forest
2485,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2486,Water,Forest,Wetland,Non_Water,Wetland,Water
2487,Water,Forest,Wetland,Non_Water,Wetland,Forest
2488,Water,Forest,Wetland,Water,Wetland,Grassland
2489,Water,Forest,Wetland,Water,Wetland,Cropland
2490,Water,Forest,Wetland,Water,Wetland,Water
2491,Water,Forest,Wetland,Water,Wetland,Forest
2492,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2493,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2494,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2495,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2496,Water,Forest,Water,NULL,Water,Grassland
2497,Water,Forest,Water,NULL,Water,Bareland
2498,Water,Forest,Water,NULL,Water,Water
2499,Water,Forest,Water,NULL,Water,Forest
2500,Water,Forest,Water,Non_Water,Water,Grassland
2501,Water,Forest,Water,Non_Water,Water,Water
2502,Water,Forest,Water,Non_Water,Water,Forest
2503,Water,Forest,Water,Water,Water,Grassland
2504,Water,Forest,Water,Water,Water,Water
2505,Water,Forest,Water,Water,Water,Forest
2506,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2507,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2508,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2509,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2510,Water,Forest,Forest,NULL,Non_Wetland,Water
2511,Water,Forest,Forest,NULL,Non_Wetland,Forest
2512,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2513,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
2514,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2515,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2516,Water,Forest,Forest,Water,Non_Wetland,Cropland
2517,Water,Forest,Forest,Water,Non_Wetland,Water
2518,Water,Forest,Forest,Water,Non_Wetland,Forest
2519,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2520,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2521,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2522,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2523,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2524,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2525,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2526,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2527,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2528,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2529,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2530,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2531,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2532,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2533,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
2534,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
2535,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2536,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2537,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2538,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2539,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Grassland
2540,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2541,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2542,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2543,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2544,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2545,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2546,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2547,Forest,NULL,NULL,NULL,Non_Wetland,Water
2548,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2549,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2550,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
2551,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
2552,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2553,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2554,Forest,NULL,NULL,Water,Non_Wetland,Bareland
2555,Forest,NULL,NULL,Water,Non_Wetland,Water
2556,Forest,NULL,NULL,Water,Non_Wetland,Forest
2557,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2558,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2559,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2560,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2561,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2562,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2563,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2564,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2571,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2572,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2573,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2574,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2575,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2577,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2578,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2579,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2580,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2581,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2582,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2583,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2584,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2585,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2586,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2587,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2588,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2589,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2590,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
