Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
13146,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13147,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13148,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13149,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13150,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13151,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13152,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13153,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13154,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
13155,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13156,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13157,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13158,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
13159,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
13160,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13161,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13162,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13163,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13164,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13165,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13166,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13167,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13168,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13169,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13170,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13171,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
13172,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13173,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
13174,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13175,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13176,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13177,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13178,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13179,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13180,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13181,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13182,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13183,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13184,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
13185,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
13186,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13187,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13188,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13189,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
13190,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
13191,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13192,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
13193,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
13194,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
13195,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13196,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
13197,Bareland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
13198,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13199,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
13200,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
13201,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
13202,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13203,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
13204,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
13205,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13206,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
13207,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
13208,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
13209,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13210,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
13211,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
13212,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
13213,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13214,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13215,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13216,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
13217,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13218,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13219,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13220,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13221,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13222,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
13223,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13224,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
13225,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
13226,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13227,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13228,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13229,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13230,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13231,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13232,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13233,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13234,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
13235,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13236,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13237,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
13238,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13239,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13240,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13241,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
13242,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13243,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13244,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13245,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13246,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13247,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13248,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13249,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
13250,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13251,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13252,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13253,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
13254,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13255,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13256,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13257,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13258,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13259,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13260,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13261,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13262,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
13263,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13264,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13265,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13266,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13267,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13268,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13269,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
13270,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13271,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
13272,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13273,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13274,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
13275,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13276,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13277,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13278,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
13279,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13280,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
13281,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
13282,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
13283,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
13284,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
13285,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
13286,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
13287,Bareland,NULL,Water,NULL,Water,NULL,Water,Bareland
13288,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
13289,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
13290,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
13291,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
13292,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
13293,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
13294,Bareland,NULL,Water,Water,Water,Water,Water,Water
13295,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13296,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13297,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13298,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13299,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
13300,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13301,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13302,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13303,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13304,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13305,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13306,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
13307,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13308,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13309,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13310,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13311,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13312,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13313,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13314,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13315,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13316,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13317,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13318,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13319,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13320,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13321,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13322,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13323,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13324,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13325,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13326,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13327,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13328,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13329,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13330,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13331,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13332,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
13333,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13334,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
13335,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
13336,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
13337,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13338,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13339,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
13340,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
13341,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13342,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13343,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13344,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13345,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
13346,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
13347,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
13348,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
13349,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
13350,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
13351,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13352,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13353,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13354,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13355,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Water
13356,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13357,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13358,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13359,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13360,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13361,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13362,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13363,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13364,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13365,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13366,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13367,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13368,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13369,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13370,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13371,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13372,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13373,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13374,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
13375,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13376,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
13377,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13378,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13380,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13381,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13382,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13383,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
13386,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13388,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13389,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
13390,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13391,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13392,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13393,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13394,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13395,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13396,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13397,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13398,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13399,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13400,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13401,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13402,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13403,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13404,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
13405,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13406,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
13407,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
13408,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13409,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13410,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13411,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13412,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13413,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13414,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13415,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13416,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13417,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13418,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13419,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13420,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13421,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13422,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13423,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13424,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13425,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13426,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13427,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13428,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13429,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13430,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13431,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13432,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13433,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13434,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13435,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13436,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
13437,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13438,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
13439,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13440,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13441,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13442,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13443,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
13444,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
13445,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13446,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13447,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13448,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13449,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13450,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13451,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13452,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13453,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13454,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13455,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13456,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13457,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13458,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13459,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13460,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
13461,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
