Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
1498,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1499,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1500,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1501,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1502,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1503,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1504,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1505,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1506,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1507,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1508,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1509,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1510,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1511,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1512,Grassland,NULL,Water,Water,Water,NULL,Wetland,Forest
1513,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1514,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1515,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1516,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1517,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1518,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1519,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1520,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1521,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1522,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1523,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1524,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1525,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1526,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1527,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
1528,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1529,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1530,Grassland,NULL,Water,Water,Water,Water,Water,Water
1531,Grassland,NULL,Water,Water,Water,Water,Water,Forest
1532,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1533,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1534,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1535,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1536,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1537,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1538,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1539,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1540,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1541,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1542,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1543,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1544,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1545,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1546,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1547,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1548,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1549,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1550,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1551,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1552,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1553,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1554,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1555,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1556,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1557,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1558,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1559,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1560,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1561,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1562,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1563,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1564,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1565,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1566,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1567,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1568,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1569,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1570,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1571,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1572,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1573,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1574,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1575,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1576,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1577,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1578,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1579,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1580,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1581,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1582,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1583,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1584,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1585,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1586,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1587,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1588,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1589,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1590,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1591,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1592,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1593,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1594,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1595,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1596,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1597,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1598,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1599,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1600,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1601,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1602,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1603,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1604,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1605,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1606,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1607,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1608,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1609,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1610,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1611,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1612,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1613,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1614,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1615,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1616,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1617,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1618,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1619,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1620,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1621,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1622,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1623,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1624,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1625,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1626,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1627,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1628,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1629,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1630,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1631,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1632,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1633,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1634,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1635,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1636,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1637,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1638,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1639,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1640,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1641,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1642,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1643,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1644,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1645,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1646,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1647,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1648,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1649,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1650,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1651,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1652,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1653,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
1654,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1655,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1656,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1657,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1658,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1659,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1660,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1661,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1662,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1663,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1664,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1665,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1666,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1667,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1668,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1669,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1670,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1671,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1672,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1673,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1674,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1675,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1676,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1677,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1678,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1679,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1680,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1681,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1682,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1683,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1684,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1685,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1686,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1687,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1688,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1689,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1690,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1691,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1692,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1693,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1694,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1695,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1696,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1697,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1698,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1699,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1700,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1701,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1702,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1703,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1704,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1705,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1706,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1707,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1708,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1709,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1710,Grassland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
1711,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1712,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1713,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1714,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1715,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1716,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1717,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1718,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1719,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1720,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1721,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1722,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1723,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1724,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1725,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1726,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1727,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1728,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1729,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1730,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1731,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1732,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1733,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1734,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1735,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1736,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1737,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1738,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1739,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1740,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1741,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1742,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1743,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1744,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1745,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1746,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1747,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1748,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1749,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1750,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1751,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1752,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1753,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
1754,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1755,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1756,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1757,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Water
1758,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1759,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Water
1760,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1761,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
1762,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1763,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1764,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1765,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1766,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1767,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1768,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1769,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1770,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1771,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1772,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1773,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
1774,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Forest
1775,Grassland,Wetland,Water,Water,Water,NULL,Water,Water
1776,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1777,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Water
1778,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1779,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
1780,Grassland,Wetland,Water,Water,Water,Grassland,Water,Forest
1781,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1782,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1783,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1784,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1785,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1786,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1787,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1788,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1789,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1790,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1791,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1792,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
1793,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1794,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1795,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1796,Grassland,Wetland,Water,Water,Water,Water,Water,Forest
1797,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1798,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1799,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1800,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1801,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1802,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1803,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1804,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1805,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1806,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1807,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1808,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1809,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1810,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1811,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1812,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1813,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1814,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1815,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
