Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
15745,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
15746,Wetland,NULL,Water,Water,Water,NULL,Water,Water
15747,Wetland,NULL,Water,Water,Water,Shrubland,NULL,Grassland
15748,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
15749,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
15750,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
15751,Wetland,NULL,Water,Water,Water,Shrubland,Water,Grassland
15752,Wetland,NULL,Water,Water,Water,Shrubland,Water,Cropland
15753,Wetland,NULL,Water,Water,Water,Shrubland,Water,Wetland
15754,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
15755,Wetland,NULL,Water,Water,Water,Grassland,Shrubland,Cropland
15756,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Cropland
15757,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Wetland
15758,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
15759,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
15760,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
15761,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
15762,Wetland,NULL,Water,Water,Water,Water,Shrubland,Wetland
15763,Wetland,NULL,Water,Water,Water,Water,Bareland,Water
15764,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
15765,Wetland,NULL,Water,Water,Water,Water,Water,Cropland
15766,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
15767,Wetland,NULL,Water,Water,Water,Water,Water,Water
15768,Wetland,NULL,Water,Water,Water,Forest,NULL,Grassland
15769,Wetland,NULL,Water,Water,Water,Forest,NULL,Water
15770,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Grassland
15771,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Wetland
15772,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Water
15773,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Forest
15774,Wetland,NULL,Water,Water,Water,Forest,Water,Grassland
15775,Wetland,NULL,Water,Water,Water,Forest,Water,Cropland
15776,Wetland,NULL,Water,Water,Water,Forest,Water,Wetland
15777,Wetland,NULL,Water,Water,Water,Forest,Water,Water
15778,Wetland,NULL,Water,Water,Water,Forest,Forest,Wetland
15779,Wetland,NULL,Water,Water,Water,Forest,Forest,Water
15780,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15781,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15782,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15783,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15784,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15785,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15786,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15787,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15788,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
15789,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
15790,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
15791,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15792,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15793,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15794,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15795,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
15796,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
15797,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
15798,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15799,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
15800,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15801,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15802,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
15803,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15804,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15805,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15806,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15807,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
15808,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
15809,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15810,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15811,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15812,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15813,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15814,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15815,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15816,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15817,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15818,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15819,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15820,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15821,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15822,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15823,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
15824,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15825,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
15826,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
15827,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
15828,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15829,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
15830,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
15831,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
15832,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
15833,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15834,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15835,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15836,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15837,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15838,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15839,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
15840,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15841,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15842,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15843,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
15844,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15845,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15846,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15847,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
15848,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
15849,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
15850,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
15851,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
15852,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
15853,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
15854,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15855,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15856,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
15857,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
15858,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
15859,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15860,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
15861,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15862,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15863,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15864,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
15865,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
15866,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
15867,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
15868,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
15869,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
15870,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
15871,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15872,Wetland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
15873,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15874,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
15875,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
15876,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
15877,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
15878,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
15879,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
15880,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
15881,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
15882,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
15883,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
15884,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
15885,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
15886,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
15887,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
15888,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
15889,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15890,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
15891,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15892,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15893,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15894,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15895,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15896,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15897,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15898,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
15899,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
15900,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
15901,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15902,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15903,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
15904,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15905,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
15906,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
15907,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
15908,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Wetland
15909,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
15910,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Wetland
15911,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
15912,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15913,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Cropland
15914,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
15915,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
15916,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
15917,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15918,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
15919,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
15920,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
15921,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15922,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15923,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15924,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
15925,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15926,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15927,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
15928,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
15929,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15930,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,NULL
15931,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15932,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Cropland
15933,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Wetland
15934,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15935,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
15936,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
15937,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
15938,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15939,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15940,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15941,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15942,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15943,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15944,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15945,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15946,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15947,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15948,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15949,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15950,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
15951,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
15952,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
15953,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
15954,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
15955,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
15956,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15957,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15958,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
15959,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15960,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15961,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
15962,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15963,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15964,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
15965,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15966,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
15967,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15968,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15969,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15970,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
15971,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
15972,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
15973,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
15974,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15975,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
15976,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15977,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15978,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
15979,Wetland,NULL,Forest,Non_Water,Non_Wetland,Built-up,Shrubland,Built-up
15980,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
15981,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15982,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
15983,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
15984,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
15985,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15986,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
15987,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
15988,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
15989,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Cropland
15990,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
15991,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15992,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
15993,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15994,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15995,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15996,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
15997,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15998,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
15999,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
16000,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16001,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16002,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16003,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
16004,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
16005,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
16006,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16007,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16008,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
16009,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Cropland
16010,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Wetland
16011,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Built-up,Wetland
16012,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
16013,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Cropland
16014,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16015,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
16016,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Cropland
16017,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
16018,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16019,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
16020,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
16021,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
16022,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
16023,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Cropland
16024,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
16025,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,NULL
16026,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
16027,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Cropland
16028,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Wetland
16029,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
16030,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
16031,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
16032,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
16033,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
16034,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
16035,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
16036,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16037,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16038,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
16039,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16040,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Grassland
16041,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Cropland
16042,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Wetland
16043,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
16044,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
16045,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
16046,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
16047,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
16048,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
16049,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
16050,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
16051,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
16052,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
16053,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
16054,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
16055,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
16056,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
16057,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
16058,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
16059,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
16060,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
16061,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
16062,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
16063,Wetland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
16064,Wetland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Cropland
16065,Wetland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Wetland
16066,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
16067,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
16068,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Cropland
16069,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
16070,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
16071,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16072,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Bareland,Grassland
