Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
14751,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14752,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14753,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14754,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14755,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14756,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14757,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14758,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14759,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14760,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14761,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14762,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14763,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14764,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14765,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14766,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14767,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14768,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14769,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14770,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14771,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14772,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14773,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14774,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14775,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14776,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14777,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14778,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14779,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14780,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14781,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14782,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14783,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14784,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14785,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14786,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14787,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14788,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14789,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
14790,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
14791,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14792,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14793,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14794,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14795,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14796,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
14797,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
14798,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
14799,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14800,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14801,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14802,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14803,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14804,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
14805,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
14806,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14807,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14808,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14809,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14810,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14811,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
14812,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14813,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14814,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
14815,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14816,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
14817,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14818,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
14819,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
14820,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14821,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14822,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
14823,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14824,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
14825,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14826,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14827,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14828,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14829,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
14830,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
14831,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
14832,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14833,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14834,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14835,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14836,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14837,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14838,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14839,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14840,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14841,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14842,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14843,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14844,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14845,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
14846,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14847,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
14848,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14849,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14850,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14851,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14852,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14853,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
14854,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14855,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14856,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14857,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
14858,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14859,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
14860,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14861,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14862,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14863,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14864,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
14865,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14866,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
14867,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14868,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14869,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14870,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14871,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
14872,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
14873,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
14874,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14878,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14879,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14880,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
14881,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14882,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14883,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14884,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14885,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14886,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
14887,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14888,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14889,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14890,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
14891,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14892,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
14893,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14894,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
14895,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14896,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
14897,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14898,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
14899,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14900,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
14901,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14902,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14903,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14904,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
14905,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14906,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
14907,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14908,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14909,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14910,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
14911,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14912,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14913,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
14914,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
14915,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14916,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
14917,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
14918,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
14919,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
14920,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Forest
14921,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
14922,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
14923,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
14924,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14925,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14926,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14927,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14928,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14929,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14930,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14931,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14932,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14933,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14934,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14935,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14936,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14937,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14938,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14939,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14940,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14941,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14942,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14943,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14944,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14945,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14946,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
14947,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14948,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14949,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14950,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
14951,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14952,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
14953,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14954,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14955,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14956,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14957,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
14958,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
14959,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
14960,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14961,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14962,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14963,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14964,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
14965,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
14966,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
14967,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
14968,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14969,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
14970,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
14971,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
14972,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
14973,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
14974,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
14975,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
14976,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
14977,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
14978,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14979,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
14980,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14981,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
14982,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
14983,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
14984,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
14985,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
14986,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
14987,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
14988,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
14989,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14990,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
14991,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14992,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
14993,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14994,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
14995,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14996,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
14997,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
14998,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
14999,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
15000,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
15001,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
15002,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
15003,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
15004,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15005,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15006,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
15007,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15008,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15009,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15010,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15011,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
15012,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
15013,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15014,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15015,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15016,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
15017,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15018,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15019,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15020,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15021,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
15022,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15023,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
15024,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
15025,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
15026,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15027,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15028,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15029,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15030,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
15031,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15032,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
15033,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15034,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
15035,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
15036,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15037,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15038,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15039,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15040,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15041,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
15042,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15043,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15044,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15045,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15046,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15047,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
15048,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
15049,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15050,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
15051,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
15052,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
15053,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15054,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15055,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15056,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15057,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
15058,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
15059,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15060,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15061,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15062,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15063,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15064,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
15065,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15066,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15067,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15068,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15069,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15070,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15071,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
15072,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
