Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
1675,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1676,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1677,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1678,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1679,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1680,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1681,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1682,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1683,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1684,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1685,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1686,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1687,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1688,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1689,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1690,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1691,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1692,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1693,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1694,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1695,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1696,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
1697,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1698,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1699,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1700,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
1701,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1702,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
1703,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1704,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1705,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1706,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1707,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1708,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1709,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1710,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1711,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1712,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1713,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1714,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1715,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1716,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1717,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1718,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1719,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1720,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1721,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1722,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1723,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1724,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
1725,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1726,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1727,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1728,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1729,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1730,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1731,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1732,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1733,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1734,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1735,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1736,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
1737,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1738,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1739,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1740,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1741,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
1742,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1743,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1744,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1745,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
1746,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1747,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1748,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
1749,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1750,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1751,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
1752,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
1753,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
1754,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
1755,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1756,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1757,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1758,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1759,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1760,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
1761,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1762,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1763,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1764,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
1765,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1766,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1767,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1768,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1769,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
1770,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
1771,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1772,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Wetland
1773,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
1774,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1775,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1776,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1777,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1778,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1779,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1780,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1781,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1782,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1783,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1784,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1785,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1786,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
1787,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1788,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1789,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1790,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1791,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1792,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1793,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1794,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1795,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1796,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1797,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1798,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1799,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1800,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1801,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1802,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
1803,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
1804,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1805,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1806,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
1807,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1808,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
1809,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
1810,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1811,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1812,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1813,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1814,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1821,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1822,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1823,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1824,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1825,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1836,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1837,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1838,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1839,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1840,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1841,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1842,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1843,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1844,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1845,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1846,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1847,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1848,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1849,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1850,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1851,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1852,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1853,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1854,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1855,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1856,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1857,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1858,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1859,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1860,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1861,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1862,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1863,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1864,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1865,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1866,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1867,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1868,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1869,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1870,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
1871,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
1872,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1873,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1874,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1875,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1876,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1877,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1878,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1879,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1880,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1881,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1882,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1883,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1884,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1885,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1886,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1887,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1888,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1889,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1890,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1891,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1892,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1893,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1894,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1895,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1896,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1897,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1898,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1899,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1900,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1901,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1902,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1903,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1904,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1905,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1906,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1907,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1908,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1909,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1910,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1911,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1912,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1913,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1914,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1915,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1916,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1917,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1918,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1919,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1920,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1921,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1922,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1923,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1924,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1925,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1926,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1927,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1928,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1929,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1930,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1931,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1932,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1933,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1934,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1935,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1936,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1937,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1938,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1939,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1940,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1941,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1942,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1943,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1944,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1945,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
1946,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1947,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1948,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1949,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1950,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1951,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1952,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1953,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1954,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1955,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1956,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1957,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1958,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1959,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1960,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1961,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1962,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1963,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
1964,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1965,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1966,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1967,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1968,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1969,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1970,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1971,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1972,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1973,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1974,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1975,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1976,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1977,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1978,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1979,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1980,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1981,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1982,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1983,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1984,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1985,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1986,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1987,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1988,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1989,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
1990,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1991,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1992,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
1993,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
