Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
1064,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1065,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1066,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1067,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1068,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1069,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1070,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1071,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1072,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1073,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1075,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1077,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1078,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1079,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1080,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1081,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1082,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1083,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1084,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1085,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1086,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1087,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1088,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1089,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1090,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1091,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
1092,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1093,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1094,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1095,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1096,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1097,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1098,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1099,Cropland,Water,Wetland,Water,Wetland,NULL,Water,Water
1100,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1101,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1102,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1104,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1105,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1106,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1107,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1108,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1110,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1111,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1112,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1114,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1115,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1116,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1117,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1118,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1119,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1120,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1122,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1123,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1124,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1125,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1127,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1129,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1130,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1131,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1132,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1133,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1134,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1135,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1136,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1137,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1138,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1139,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1140,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1141,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1142,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1143,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1144,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1145,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1146,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1147,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1148,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1149,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1150,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1151,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1152,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1153,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1154,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1155,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1156,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1157,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1158,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1159,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1160,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1161,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1162,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1163,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1164,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
1165,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1166,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1167,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1168,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1169,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1171,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1172,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1173,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1174,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1175,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1176,Wetland,Water,Water,Water,Water,NULL,Water,Forest
1177,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1178,Wetland,Water,Water,Water,Water,Water,Water,Water
1179,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1180,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1181,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1182,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1183,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1184,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1187,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1188,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1189,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1190,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1191,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1192,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1193,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1194,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1197,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1198,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1199,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1200,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1201,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1202,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1203,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1204,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1205,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1206,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1207,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1208,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1209,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1210,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1211,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1212,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1213,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1214,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1215,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Water
1216,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1217,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
1218,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1219,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Water
1220,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1221,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1222,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1223,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1224,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1225,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
1226,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1227,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1228,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1229,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1232,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1234,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1235,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Grassland
1236,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1237,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1239,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1240,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1241,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1242,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1243,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1244,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1245,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1246,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Forest
1247,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1248,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1250,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1251,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1252,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1253,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1254,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1255,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1256,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1257,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1258,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1259,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1260,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1261,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1262,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1263,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1264,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1265,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1266,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1267,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1268,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
1269,Water,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
1270,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
1271,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1273,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1274,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1275,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1276,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1277,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1278,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1279,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1280,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1281,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1283,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1284,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1285,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1286,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1287,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1288,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1289,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1290,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1291,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1292,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1293,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1294,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1295,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1296,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1297,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1298,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1299,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1300,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1301,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1302,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1303,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1304,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1305,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1306,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1307,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1308,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1309,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1310,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1311,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1312,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1313,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1314,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1315,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1316,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1317,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1318,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1319,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1320,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1321,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1322,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1323,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1324,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1325,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1326,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1327,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1328,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1329,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1330,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1331,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1332,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1333,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1334,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1335,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1336,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1337,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1338,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1339,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1340,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1341,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1342,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1343,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1344,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1345,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1346,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1347,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1348,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1349,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1350,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Water
1351,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1352,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
1353,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1355,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1356,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1357,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1358,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1359,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1360,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1361,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1362,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1363,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1364,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1365,Water,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1366,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
1367,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
1368,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
1369,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1370,Water,NULL,Water,Water,Water,Grassland,Water,Forest
1371,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1372,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1373,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
1374,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
1375,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
1376,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1377,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1378,Water,NULL,Water,Water,Water,Water,Water,Water
1379,Water,NULL,Water,Water,Water,Water,Forest,Water
1380,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1381,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1382,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
