Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
4384,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4385,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4386,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4387,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4388,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4389,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4390,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4391,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4392,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4393,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4394,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4395,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4396,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
4397,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4398,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
4399,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4400,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4401,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
4402,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4403,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
4404,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4405,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4406,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4407,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4408,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
4409,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
4412,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4413,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4418,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4419,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4420,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4421,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4425,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4426,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4428,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4429,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4432,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4433,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4434,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
4435,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
4436,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4445,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4446,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
4447,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
4448,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
4449,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4450,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
4451,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4452,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4453,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4454,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4455,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4456,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4457,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
4458,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
4459,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4460,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
4461,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
4462,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
4464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
4467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
4468,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4469,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4470,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4471,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4472,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
4473,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
4474,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
4476,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4477,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4478,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
4479,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4480,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4481,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
4482,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4483,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4484,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4485,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
4486,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4487,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4488,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
4489,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4490,Grassland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4491,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4492,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
4493,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4494,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4495,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4496,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4497,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4498,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4499,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4500,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4501,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4502,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4504,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4505,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4506,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4507,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4508,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4509,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
4510,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
4511,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4512,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4513,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4514,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4515,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4516,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
4517,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4518,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
4519,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4520,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4521,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
4522,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4523,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
4524,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
4525,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Cropland
4526,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4527,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
4528,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4529,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4530,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4531,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
4532,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4533,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
4534,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4535,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4536,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
4537,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4538,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4539,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
4540,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
4541,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
4542,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
4543,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4544,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4545,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4546,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4547,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4548,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4549,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4550,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4551,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4552,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
4553,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4554,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
4555,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
4556,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4557,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
4558,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4559,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
4560,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4561,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
4562,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
4563,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4564,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4565,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
4566,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4567,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4568,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4569,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
4570,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4571,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4572,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4573,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4574,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
4575,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
4576,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4577,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4578,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4579,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4580,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4581,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4582,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4583,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
4584,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4585,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4586,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4587,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4588,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4589,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4590,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4591,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4592,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4593,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4594,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4595,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4596,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
4597,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4598,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4599,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4600,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4601,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4602,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4603,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4604,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4605,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4606,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4607,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
4608,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4609,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4610,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
4611,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4612,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4613,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4614,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4615,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4616,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4617,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4618,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4619,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4620,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4621,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4622,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4623,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4624,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4625,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4626,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4627,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4628,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4629,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4630,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4631,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4632,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
4633,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4634,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4635,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4636,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4637,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4638,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4639,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4640,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4641,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4642,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4643,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4644,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4645,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4646,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4647,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4648,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4649,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4650,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4651,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4652,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
4653,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4654,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4655,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4656,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4657,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
4658,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4659,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4660,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
4661,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
4662,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4663,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
4664,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4665,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4666,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4667,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4668,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4669,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4670,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4671,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4672,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
4673,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4674,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4675,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4676,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4677,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4678,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4679,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4680,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4681,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4682,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4683,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
4684,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
4685,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
4686,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Cropland
4687,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4688,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4689,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4690,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
4691,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4692,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4693,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
4694,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
4695,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
4696,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
4697,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
4698,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Cropland
4699,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4700,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
4701,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4702,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
4703,Grassland,NULL,Water,NULL,Water,Forest,Forest,Forest
4704,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4705,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
4706,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Cropland
