Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
1607,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1608,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1609,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1610,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1611,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1612,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1613,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1614,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1615,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1616,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1617,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1618,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1619,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1620,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1621,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1622,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1623,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1624,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1625,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1626,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1627,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1628,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1629,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1630,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1634,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1636,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1637,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1638,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1639,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1640,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1641,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1642,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1643,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1644,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1645,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1646,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1647,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1648,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1649,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1650,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1651,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1652,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1653,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1654,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1655,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1656,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1657,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1658,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1659,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1660,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1661,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1662,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1663,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1664,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1665,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1666,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1667,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1668,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1669,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1670,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1671,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1672,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1673,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1674,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1675,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1676,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1677,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1678,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1679,Wetland,NULL,Water,Water,Water,Water,Bareland,Water
1680,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1681,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1682,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1683,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1684,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1685,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1686,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1687,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1688,Wetland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1689,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1690,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1691,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1692,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1693,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1694,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1695,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1696,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1697,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1698,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1699,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1700,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1701,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1702,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1703,Wetland,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
1704,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1705,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1707,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1708,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1709,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1710,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1711,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1712,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1713,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1714,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1715,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1716,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1717,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1718,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1719,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
1720,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1721,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1722,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1723,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1724,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1725,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1726,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1727,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1728,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1729,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1730,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1731,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1732,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1733,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1734,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1735,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1736,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1737,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1738,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1739,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1740,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1741,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1742,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1743,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1744,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1745,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1746,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1747,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1748,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1749,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1750,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Water
1751,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1752,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1753,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1754,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1755,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1756,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1757,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1758,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1759,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1760,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1761,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
1762,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
1763,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1764,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1765,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1766,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1767,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1768,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1769,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1770,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
1771,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1772,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1773,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1774,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1775,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1776,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1777,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1778,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1779,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1780,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1781,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1782,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1783,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1784,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1785,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1786,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1787,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1788,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1789,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1790,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1791,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1792,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
1793,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1794,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1795,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1796,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1797,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1798,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1799,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1800,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1801,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1802,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
1803,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1804,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1805,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
1806,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1807,Wetland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1808,Wetland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1809,Wetland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1810,Wetland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1811,Wetland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1812,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1813,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1814,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1815,Wetland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1816,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1817,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1818,Wetland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1819,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1820,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1821,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1822,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1823,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1824,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1825,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1826,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1827,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1828,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1829,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1830,Wetland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1831,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1832,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1833,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1834,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1835,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1836,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1837,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1838,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1839,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1840,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1841,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1842,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1843,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1844,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1845,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1846,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1847,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1848,Wetland,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1849,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1850,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1851,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1852,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1853,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1854,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1855,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1856,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1857,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1858,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1859,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1860,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1861,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1862,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1863,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1864,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1865,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1866,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1867,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1868,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1869,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1870,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1871,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1872,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1873,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1874,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1875,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1876,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1877,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1878,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1879,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1880,Wetland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1881,Wetland,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
1882,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1883,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1884,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1885,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1886,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1887,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1888,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1889,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1890,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1891,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1892,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1893,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1894,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1895,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1896,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1897,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1898,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1899,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1900,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1901,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1902,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1903,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1904,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1905,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1906,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1907,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1908,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1909,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1910,Wetland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1911,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1912,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1913,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1914,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
