Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
2038,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2039,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2040,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2041,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2042,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2043,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2044,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2045,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2046,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2047,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2048,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2049,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2050,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2052,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2054,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2055,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2057,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2058,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2059,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2060,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2061,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2063,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2064,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2065,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2066,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2067,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2068,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2069,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2070,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2071,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2072,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2073,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2074,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2075,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2076,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2077,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2078,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2079,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2080,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2081,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2082,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2083,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2084,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2085,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2086,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2087,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2088,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2089,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2090,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2091,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2092,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2093,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2094,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2095,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2096,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2097,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2098,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2099,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2100,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2101,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2102,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2103,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2104,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2105,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2106,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2107,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2108,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2109,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2110,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2111,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2112,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2113,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2114,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2115,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2116,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2117,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2118,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2119,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2120,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2121,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2122,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2123,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2124,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2125,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2126,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2127,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2129,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2130,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2131,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2132,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2133,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2134,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2135,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2136,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2137,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2138,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2139,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2140,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2141,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2142,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2143,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2144,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2145,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2146,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2147,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2149,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2150,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2151,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2152,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2153,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2154,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2155,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2156,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2157,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2158,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2159,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2160,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2161,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2162,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2163,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2164,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2165,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2166,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2167,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2168,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
2169,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2170,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2171,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2172,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2173,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2174,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2175,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2176,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2177,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2178,Forest,Built-up,Water,NULL,Water,NULL,NULL,NULL
2179,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2180,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2181,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2182,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2183,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2184,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2185,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2186,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2187,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2188,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2190,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2192,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2193,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2194,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2195,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2196,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2197,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2198,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2199,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2200,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2201,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2202,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2203,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2204,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2205,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2206,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2207,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2209,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2210,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2211,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2212,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2213,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2214,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2216,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2217,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2218,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2219,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2220,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2221,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2222,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2223,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2224,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2226,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2227,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2228,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2229,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2230,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2231,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2232,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2233,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2234,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2235,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2236,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2237,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2238,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2239,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2240,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2241,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2242,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2243,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2244,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2245,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2246,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2249,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2250,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2251,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2252,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2253,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2254,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2255,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2256,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2257,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2258,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2259,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2260,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2261,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2262,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2263,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2264,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2265,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2266,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2267,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2268,Forest,Water,Water,Water,Water,NULL,NULL,Water
2269,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2270,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2271,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2272,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2273,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2274,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2275,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2277,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2278,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2279,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2280,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2281,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2282,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2283,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2284,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2285,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2286,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2287,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2288,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2289,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2290,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2291,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2292,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2293,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2294,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2295,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2296,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2297,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2298,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2299,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2300,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2301,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2302,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2309,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2310,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2311,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2312,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2313,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2314,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2315,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2316,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2317,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2318,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2319,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2320,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2321,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2322,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2323,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2324,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2325,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2326,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2328,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2329,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2330,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2331,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2332,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2333,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2334,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2335,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2336,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2337,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2338,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2339,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2340,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2341,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2342,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2343,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2344,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2345,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2346,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2347,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2348,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2349,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2350,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2351,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2352,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2353,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2354,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2355,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2356,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2357,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2358,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2359,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2360,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2361,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2362,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2363,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2364,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2365,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2366,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2367,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2368,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2370,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2371,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2372,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2373,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2374,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2375,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2376,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2377,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2378,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
