Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
28439,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
28440,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
28441,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
28442,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,NULL
28443,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
28444,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
28445,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
28446,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
28447,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Built-up
28448,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
28449,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
28450,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
28451,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
28452,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
28453,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
28454,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
28455,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
28456,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
28457,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
28458,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28459,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28460,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
28461,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28462,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28463,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28464,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
28465,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
28466,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
28467,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
28468,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
28469,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
28470,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
28471,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
28472,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
28473,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28474,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28475,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28476,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
28477,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
28478,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
28479,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
28480,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
28481,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
28482,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
28483,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
28484,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
28485,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
28486,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
28487,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
28488,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
28489,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
28490,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
28491,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
28492,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
28493,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
28494,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
28495,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
28496,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
28497,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
28498,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
28499,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
28500,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
28501,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
28502,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
28503,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
28504,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
28505,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
28506,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
28507,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
28508,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28509,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28510,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
28511,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
28512,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
28513,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
28514,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
28515,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
28516,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
28517,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
28518,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
28519,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
28520,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
28521,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
28522,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
28523,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
28524,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
28525,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
28526,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
28527,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
28528,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
28529,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
28530,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
28531,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
28532,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
28533,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
28534,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
28535,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
28536,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
28537,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
28538,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
28539,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,NULL
28540,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
28541,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
28542,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
28543,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Built-up
28544,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
28545,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
28546,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
28547,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
28548,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Cropland
28549,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
28550,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
28551,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
28552,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
28553,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
28554,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
28555,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
28556,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
28557,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
28558,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
28559,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
28560,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
28561,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
28562,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
28563,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
28564,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
28565,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
28566,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
28567,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
28568,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
28569,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
28570,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
28571,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
28572,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
28573,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
28574,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
28575,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
28576,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
28577,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28578,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
28579,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
28580,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
28581,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28582,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
28583,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
28584,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
28585,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
28586,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
28587,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
28588,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
28589,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
28590,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
28591,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
28592,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
28593,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
28594,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
28595,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
28596,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
28597,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
28598,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
28599,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
28600,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28601,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
28602,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
28603,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
28604,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28605,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
28606,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
28607,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
28608,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
28609,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
28610,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
28611,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
28612,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
28613,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
28614,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
28615,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
28616,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
28617,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
28618,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
28619,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
28620,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
28621,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
28622,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
28623,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
28624,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
28625,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
28626,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
28627,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
28628,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
28629,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Cropland
28630,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
28631,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
28632,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
28633,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
28634,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
28635,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
28636,Water,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
28637,Water,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
28638,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
28639,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
28640,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
28641,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Water
28642,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
28643,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
28644,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Cropland
28645,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Wetland
28646,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
28647,Water,Cropland,NULL,Water,Non_Wetland,NULL,Forest,Cropland
28648,Water,Cropland,NULL,Water,Non_Wetland,NULL,Forest,Wetland
28649,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
28650,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
28651,Water,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
28652,Water,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
28653,Water,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
28654,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
28655,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
28656,Water,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
28657,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
28658,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
28659,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
28660,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Cropland
28661,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Wetland
28662,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
28663,Water,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Cropland
28664,Water,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
28665,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
28666,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
28667,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Cropland
28668,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
28669,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
28670,Water,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Cropland
28671,Water,Cropland,NULL,Water,Non_Wetland,Forest,Water,Cropland
28672,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
28673,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
28674,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
28675,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
28676,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
28677,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
28678,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
28679,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
28680,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
28681,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28682,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
28683,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
28684,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
28685,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
28686,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
28687,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
28688,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
28689,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
28690,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
28691,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
28692,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
28693,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
28694,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
28695,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
28696,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
28697,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
28698,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
28699,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
28700,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
28701,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
28702,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
28703,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
28704,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
28705,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
28706,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
28707,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
28708,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
28709,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
28710,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
28711,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
28712,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
28713,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
28714,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28715,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28716,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
28717,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
28718,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28719,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28720,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28721,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28722,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28723,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
28724,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
28725,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
28726,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
28727,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
28728,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
28729,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
28730,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
28731,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
28732,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28733,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28734,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28735,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
28736,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28737,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
28738,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28739,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28740,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
28741,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
28742,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
28743,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28744,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
28745,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
28746,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
28747,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
28748,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
28749,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
28750,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
28751,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
28752,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
28753,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
28754,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
28755,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
28756,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
28757,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
28758,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
28759,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
28760,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
28761,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
28762,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28763,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28764,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
28765,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
28766,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
28767,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
28768,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
