Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R
1799,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1800,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1801,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1802,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1803,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1804,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1805,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1806,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1807,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1808,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1809,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1810,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1811,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1812,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
1813,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1814,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1815,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1816,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1817,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1818,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1819,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1820,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1821,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1822,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1823,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1824,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1825,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1826,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1827,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1828,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1829,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1830,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1831,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1832,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1833,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1834,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1835,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1836,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1837,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1838,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1839,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1840,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1841,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1842,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1843,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1844,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1845,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1846,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
1847,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1848,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1849,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1850,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1851,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1852,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1853,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1854,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
1855,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1856,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1857,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1858,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
1859,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1860,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1861,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1862,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1863,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1864,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1865,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1866,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1867,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1868,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1869,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1870,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1871,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1872,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1873,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1874,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1875,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1876,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1877,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1878,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1879,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1880,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1881,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1882,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1883,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1884,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1885,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1886,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1887,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1888,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1889,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1890,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1891,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1892,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1893,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1894,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1895,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1896,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1897,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1898,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1899,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1900,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1901,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1902,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1903,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1904,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1905,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1906,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1907,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1908,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1909,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1910,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1911,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1912,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1913,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1914,Forest,Forest,Water,Water,Water,NULL,Water,Water
1915,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1916,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1917,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1918,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1919,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1920,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1921,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1922,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
1923,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1924,Forest,Forest,Water,Water,Water,Water,Water,Water
1925,Forest,Forest,Water,Water,Water,Water,Water,Forest
1926,Forest,Forest,Water,Water,Water,Water,Forest,Water
1927,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1928,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1929,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1930,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1931,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1932,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1933,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1934,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1935,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1936,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1937,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1938,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1939,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1940,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1941,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1942,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1943,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1944,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1945,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1946,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1947,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1948,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1949,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1950,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1951,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1952,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1953,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1954,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1955,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1956,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1957,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1958,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1960,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1961,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1962,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1963,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1964,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1965,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1966,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1967,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1968,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1969,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1970,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1971,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1972,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1973,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1974,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1975,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1976,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1977,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1978,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1979,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1980,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1981,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1982,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1983,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1984,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1985,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1986,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1987,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1988,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1989,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1990,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1991,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1992,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1993,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1994,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1995,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1996,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1997,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1998,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1999,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2000,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2001,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2002,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2003,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2004,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2005,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2006,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2007,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2008,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2009,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2010,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2011,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2012,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2013,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2014,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2015,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2016,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2017,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2018,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2019,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2020,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2021,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2022,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2023,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2024,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2025,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2026,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2027,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2028,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2029,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2030,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2031,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2032,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
2033,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2034,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2035,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2036,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2037,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2038,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2039,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2040,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2041,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
2042,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2043,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
2044,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2045,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2046,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2047,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2048,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
2049,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2050,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2051,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2052,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2053,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2054,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2055,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
2056,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2057,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
2058,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
