Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
4473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4483,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4484,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4485,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
4489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
4491,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
4492,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4493,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4494,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4495,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4496,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4497,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4498,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4502,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4503,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4504,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4505,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4506,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4517,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4525,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4526,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4527,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4528,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4529,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4530,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4531,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4532,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4534,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4535,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4536,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4539,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
4542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
4543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
4545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
4547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
4548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
4549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
4552,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4553,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4554,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4555,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4556,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4557,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4558,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4559,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4560,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4561,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4562,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4563,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
4564,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
4565,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
4566,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4567,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
4568,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4569,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
4570,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
4571,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4572,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4573,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4574,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
4575,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
4576,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4577,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4578,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4579,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4580,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4581,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
4582,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
4583,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4584,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4585,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4586,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4587,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4588,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4589,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4590,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4591,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4592,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4593,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4594,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4595,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4596,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4597,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4598,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4599,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4600,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4601,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4602,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4603,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4604,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4605,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4606,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
4607,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4608,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4609,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4610,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4611,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4612,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4613,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4614,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4615,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4616,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4617,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4618,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4619,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4620,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4621,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4622,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4623,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4624,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4625,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4626,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4627,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4628,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4629,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4630,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4631,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4632,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4633,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4634,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4635,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4636,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4637,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4638,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4639,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4640,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4641,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4642,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4643,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4644,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4645,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4646,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4647,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4648,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4649,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4650,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4651,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4652,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4653,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4654,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4655,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4656,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4657,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4658,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4659,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4660,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4661,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4662,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4663,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4664,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4665,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4666,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4667,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4668,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4669,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4670,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4671,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4672,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4673,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4674,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4675,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4676,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4677,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4678,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4679,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4680,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4681,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4682,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4683,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4684,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4685,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4686,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4687,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4688,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4689,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4690,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4691,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4692,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4693,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4694,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4695,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4696,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4697,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
4698,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4699,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4700,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4701,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4702,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
4703,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4704,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4705,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4706,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4707,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4708,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4709,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4710,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4711,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4712,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4713,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
4714,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4715,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
4716,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
4717,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
4718,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4719,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
4720,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4721,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4722,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4723,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4724,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4725,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4726,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4727,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4728,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
4729,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4730,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4731,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4732,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4733,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4734,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4735,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4736,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4737,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4738,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4739,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4740,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4741,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4742,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
4743,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4744,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4745,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4746,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4747,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
4748,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
4749,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4750,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
4751,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
4752,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4753,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
4754,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
4755,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4756,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
4757,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
4758,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4759,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
4760,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
4761,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
4762,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
4763,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4764,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4765,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4766,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4767,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4768,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4769,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4770,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Bareland
4771,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4772,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
4773,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4774,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4775,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Bareland
4776,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
4777,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4778,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4779,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4780,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4781,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
4782,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4783,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4784,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
4785,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4786,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
4787,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
4788,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
