Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
8118,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8119,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8120,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8121,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8122,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8123,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8124,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
8125,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Bareland
8126,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8127,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
8128,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8129,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Bareland
8130,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
8131,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8132,Bareland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
8133,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
8134,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
8135,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
8136,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
8137,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
8138,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8139,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
8140,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
8141,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
8142,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
8143,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8144,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
8145,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
8146,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
8147,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8148,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8149,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8150,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8151,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8152,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8153,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8154,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8155,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8156,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8157,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
8158,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8159,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8160,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8161,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8162,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8163,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8164,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8165,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8166,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8167,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8168,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8169,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8170,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8171,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8172,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8173,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8174,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8175,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8176,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8177,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
8178,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8179,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
8180,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
8181,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
8182,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
8183,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
8184,Bareland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
8185,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
8186,Bareland,Cropland,Water,Water,Water,Water,Water,Water
8187,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8188,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8189,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8190,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8191,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8192,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8193,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8194,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8195,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8196,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8197,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8198,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8199,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8200,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8201,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8202,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8203,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8204,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8205,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8206,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8207,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8208,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8209,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8210,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8211,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8212,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8213,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8214,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8215,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8216,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8217,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8218,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8219,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
8220,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8221,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
8222,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Bareland
8223,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8224,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8225,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8226,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8227,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8228,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8229,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8230,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8231,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8232,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8233,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8234,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8235,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8236,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8237,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8238,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8239,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8240,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8241,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8242,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8243,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8244,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8245,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8246,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8247,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8248,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8249,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8250,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
8251,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8252,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8253,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8254,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8255,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8256,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8257,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
8258,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
8259,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8260,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8261,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8262,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8263,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Bareland
8264,Bareland,Bareland,Water,NULL,Water,Cropland,NULL,Bareland
8265,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
8266,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
8267,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Forest
8268,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
8269,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
8270,Bareland,Bareland,Water,Water,Water,Water,Water,Water
8271,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8272,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8273,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8274,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8275,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8276,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8277,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8278,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8279,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8280,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8281,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8282,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8283,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8284,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8285,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8286,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8287,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8288,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8289,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8290,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8291,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8292,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8293,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8294,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8295,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8296,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8297,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8298,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8299,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8300,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8301,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8302,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8303,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8304,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8305,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8306,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8307,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8308,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8309,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8310,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8311,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8312,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8313,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8314,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8315,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8316,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8317,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8318,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8319,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8320,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8321,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8322,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8323,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8324,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8325,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
8326,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8327,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8328,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8329,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8330,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8331,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8332,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8333,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8334,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8335,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8336,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8337,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8338,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8339,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8340,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8341,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8342,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8343,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8344,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8345,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8346,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8347,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8348,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8349,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8350,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8351,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8352,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8353,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8354,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8355,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8356,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8357,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8358,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8359,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8360,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8361,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8362,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8363,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8364,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8365,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8366,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8367,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8368,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8369,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8370,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
8371,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8372,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8373,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8374,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8375,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8376,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8377,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8378,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8379,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8380,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8381,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8382,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8383,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8384,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8385,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8386,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8387,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8388,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8389,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
8390,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8391,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8392,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8393,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8394,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8395,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8396,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8397,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8398,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8399,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8400,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8401,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8402,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8403,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8404,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8405,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8406,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
8407,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
8408,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
8409,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
8410,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
8411,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Built-up
8412,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8413,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8414,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
8415,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
8416,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8417,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
8418,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
8419,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
8420,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
8421,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8422,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8423,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8424,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
