Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
5690,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5691,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5692,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5693,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
5694,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
5695,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5696,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5697,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5698,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
5699,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5700,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
5701,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5702,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5703,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
5704,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
5705,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
5706,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
5707,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
5708,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5709,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5710,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5711,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
5712,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5713,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5714,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5715,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5716,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5717,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5718,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5719,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5720,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5721,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5722,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5723,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
5724,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5725,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5726,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5727,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
5728,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5729,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5730,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
5731,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5732,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5733,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
5734,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5735,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5736,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5737,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
5738,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5739,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5740,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
5741,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5742,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
5743,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
5744,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
5745,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
5746,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
5747,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5748,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
5749,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5750,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5751,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
5752,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
5753,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5754,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5755,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5756,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
5757,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5758,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5759,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5760,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5761,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5762,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
5763,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
5764,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Wetland,Water
5765,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5766,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
5767,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
5768,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5769,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5770,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5771,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
5772,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5773,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5774,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
5775,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5776,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
5777,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
5778,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5779,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5780,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5781,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5782,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5783,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
5784,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
5785,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Built-up
5786,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
5787,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5788,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
5789,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
5790,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
5791,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
5792,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
5793,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
5794,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
5795,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5796,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5797,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5798,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
5799,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5800,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5801,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5802,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
5803,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5804,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
5805,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
5806,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
5807,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
5808,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
5809,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
5810,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
5811,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5812,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
5813,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5814,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Built-up
5815,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5816,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
5817,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
5818,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
5819,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
5820,Water,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
5821,Water,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
5822,Water,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Water
5823,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,NULL
5824,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
5825,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
5826,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
5827,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
5828,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
5829,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
5830,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
5831,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Forest
5832,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5833,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5834,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
5835,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5836,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5837,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Forest
5838,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
5839,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Cropland
5840,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Water
5841,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
5842,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5843,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
5844,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5845,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
5846,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
5847,Water,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Water
5848,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5849,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
5850,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5851,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5852,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5853,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
5854,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
5855,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
5856,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Forest
5857,Water,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
5858,Water,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
5859,Water,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
5860,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
5861,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Bareland
5862,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
5863,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
5864,Water,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
5865,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5866,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
5867,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5868,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
5869,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5870,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5871,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
5872,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
5873,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
5874,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5875,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
5876,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
5877,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5878,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
5879,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Water
5880,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
5881,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Built-up
5882,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5883,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
5884,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5885,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
5886,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
5887,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
5888,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
5889,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
5890,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
5891,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Water
5892,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
5893,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5894,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
5895,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
5896,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5897,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5898,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5899,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5900,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5901,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5902,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5903,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5904,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
5905,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5906,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
5907,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
5908,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5909,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
5910,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5911,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
5912,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5913,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
5914,Water,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
5915,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
5916,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
5917,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
5918,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
5919,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
5920,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
5921,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5922,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5923,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5924,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5925,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5926,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5927,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5928,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
5929,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
5930,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
5931,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
5932,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
5933,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
5934,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
5935,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
5936,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
5937,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
5938,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
5939,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
5940,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5941,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5942,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5943,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
5944,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5945,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5946,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5947,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5948,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5949,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
5950,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5951,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5952,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5953,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
5954,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5955,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
5956,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Built-up
5957,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
5958,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
5959,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5960,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
5961,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5962,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5963,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
5964,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Water
5965,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
5966,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
5967,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
5968,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
5969,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Forest
5970,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5971,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
5972,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5973,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5974,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5975,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5976,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5977,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5978,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
5979,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5980,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5981,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5982,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5983,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5984,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
5985,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
5986,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5987,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5988,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5989,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5990,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
5991,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5992,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5993,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5994,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5995,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5996,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Water
5997,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
5998,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5999,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6000,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6001,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6002,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6003,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6004,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6005,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6006,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6007,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6008,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6009,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6010,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
6011,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6012,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6013,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6014,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6015,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6016,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
6017,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6018,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
6019,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6020,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6021,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6022,Water,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
6023,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
6024,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
6025,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6026,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
6027,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
6028,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
6029,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6030,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6031,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6032,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6033,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6034,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6035,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
6036,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6037,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
6038,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Built-up
6039,Water,NULL,Wetland,Water,Wetland,NULL,Water,NULL
6040,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6041,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
6042,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6043,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
6044,Water,NULL,Wetland,Water,Wetland,NULL,Water,Built-up
6045,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
