Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
4040,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4041,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4043,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4046,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
4047,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4048,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4050,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4051,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4052,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
4053,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4054,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4055,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4056,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4057,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4058,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4059,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4060,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4061,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4062,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4063,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4064,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4065,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4066,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4067,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4068,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4069,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4070,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4071,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4072,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4073,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
4074,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4075,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4076,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4077,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4078,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4079,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4080,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4081,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
4082,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4083,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4084,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4085,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4086,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4087,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4088,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4089,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4090,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4091,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4092,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4093,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4094,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4095,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4096,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4097,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4098,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4099,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4100,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4101,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4102,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4103,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4104,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4105,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4106,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4107,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4108,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4109,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4110,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4111,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4112,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4113,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4114,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4115,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4116,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4117,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4118,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4119,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4120,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4121,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4122,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4123,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4124,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
4125,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4126,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4127,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4128,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4129,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4130,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4131,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4132,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4133,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4134,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
4135,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4136,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4137,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4138,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4139,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4140,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
4141,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
4142,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
4143,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4144,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4145,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4146,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4147,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4148,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4149,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4150,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4151,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4152,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4153,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4154,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4155,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4156,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4157,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4158,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4159,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4160,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4161,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4162,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4163,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4164,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4165,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4166,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4167,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4168,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4169,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4170,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4171,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4172,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4173,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4174,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4175,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4176,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4177,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4178,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4179,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4180,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4181,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4182,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4183,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4184,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4185,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4186,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4187,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4188,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4189,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4190,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4191,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4192,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4193,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4194,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
4195,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4196,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4197,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4198,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4199,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4200,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4201,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4202,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4203,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4204,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4205,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4206,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4207,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4208,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4209,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4210,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4211,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4212,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4213,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4214,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4215,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4216,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4217,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
4218,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4219,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4220,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4221,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
4222,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
4223,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
4224,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4225,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4226,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4227,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4228,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4229,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4230,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4231,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4232,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4233,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4234,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4235,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4236,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4237,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4238,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4239,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4240,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4241,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4242,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4243,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4244,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4245,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4246,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4247,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4248,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4249,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4250,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4251,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4252,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4253,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4254,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4255,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4256,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4257,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4258,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4259,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4260,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4261,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4262,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4263,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4264,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4265,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4266,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4267,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4268,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4269,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4270,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4271,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4272,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
4273,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4274,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4275,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4276,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4277,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4278,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4279,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4280,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4281,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4282,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4283,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4284,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Wetland
4285,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4286,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
4287,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4288,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4289,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4290,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4291,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4292,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4293,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4294,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4295,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4296,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4297,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
4298,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
4299,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
4300,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
4301,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4302,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4303,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4304,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
4305,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4306,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4307,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4308,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4309,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4310,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4311,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
4312,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4313,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
4314,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4315,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4316,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4317,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4318,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4319,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4320,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4321,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4322,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4323,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4325,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4326,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4327,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4328,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4329,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4330,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4331,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4332,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4333,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4334,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4335,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4336,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4337,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
4338,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
4339,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
4340,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4341,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
4342,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
4343,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4344,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4345,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4346,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4347,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4348,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4349,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4350,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4351,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
4352,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4353,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4354,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4355,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4356,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4357,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4358,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4359,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4360,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4361,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4362,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4363,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4364,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4365,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4366,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4367,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4368,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4369,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
4370,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
4371,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
