Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
23506,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
23507,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
23508,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
23509,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
23510,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
23511,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
23512,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
23513,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Built-up
23514,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
23515,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
23516,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
23517,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
23518,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
23519,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
23520,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
23521,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Water
23522,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
23523,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
23524,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Water
23525,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Water
23526,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
23527,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
23528,Water,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
23529,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
23530,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
23531,Water,Built-up,Wetland,Water,NULL,NULL,Water,Wetland
23532,Water,Built-up,Wetland,Water,NULL,Bareland,Bareland,Bareland
23533,Water,Built-up,Wetland,Water,NULL,Bareland,Water,Bareland
23534,Water,Built-up,Wetland,Water,NULL,Bareland,Water,Water
23535,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
23536,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
23537,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
23538,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
23539,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland,Wetland
23540,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland,Water
23541,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
23542,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Wetland
23543,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
23544,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
23545,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
23546,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Wetland
23547,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Water
23548,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
23549,Water,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Water
23550,Water,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Forest
23551,Water,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Wetland
23552,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
23553,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
23554,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
23555,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
23556,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
23557,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
23558,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
23559,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
23560,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
23561,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
23562,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
23563,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
23564,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
23565,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
23566,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
23567,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
23568,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
23569,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
23570,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
23571,Water,Built-up,Wetland,Water,Wetland,Water,NULL,Water
23572,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
23573,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
23574,Water,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
23575,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
23576,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
23577,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
23578,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
23579,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
23580,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
23581,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
23582,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
23583,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
23584,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
23585,Water,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
23586,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23587,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Built-up
23588,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
23589,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
23590,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
23591,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
23592,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
23593,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
23594,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
23595,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
23596,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
23597,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
23598,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
23599,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
23600,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
23601,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
23602,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
23603,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
23604,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
23605,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Built-up
23606,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
23607,Water,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
23608,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
23609,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
23610,Water,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland,Water
23611,Water,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Grassland
23612,Water,Built-up,Bareland,Water,Non_Wetland,NULL,Water,Bareland
23613,Water,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Forest
23614,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
23615,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
23616,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
23617,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
23618,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,NULL,Grassland
23619,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
23620,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
23621,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
23622,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
23623,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
23624,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
23625,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
23626,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
23627,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
23628,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
23629,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
23630,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
23631,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
23632,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
23633,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
23634,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
23635,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
23636,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
23637,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
23638,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
23639,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
23640,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
23641,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
23642,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
23643,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
23644,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
23645,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
23646,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
23647,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
23648,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
23649,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
23650,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
23651,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
23652,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
23653,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
23654,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
23655,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
23656,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
23657,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
23658,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
23659,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
23660,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
23661,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
23662,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
23663,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
23664,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
23665,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
23666,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
23667,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
23668,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23669,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23670,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23671,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Water
23672,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
23673,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
23674,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
23675,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
23676,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
23677,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
23678,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
23679,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
23680,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
23681,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
23682,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
23683,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23684,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
23685,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
23686,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
23687,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
23688,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
23689,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
23690,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
23691,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
23692,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
23693,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
23694,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
23695,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
23696,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
23697,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
23698,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
23699,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
23700,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
23701,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
23702,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
23703,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
23704,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
23705,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
23706,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
23707,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
23708,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
23709,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
23710,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
23711,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
23712,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
23713,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
23714,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
23715,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
23716,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
23717,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
23718,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
23719,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
23720,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
23721,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
23722,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
23723,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
23724,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
23725,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
23726,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
23727,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
23728,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
23729,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
23730,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
23731,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
23732,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
23733,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
23734,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
23735,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
23736,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
23737,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
23738,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
23739,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
23740,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
23741,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
23742,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
23743,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
23744,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
23745,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
23746,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
23747,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
23748,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
23749,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
23750,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
23751,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
23752,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
23753,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
23754,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
23755,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
23756,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
23757,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
23758,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
23759,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
23760,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
23761,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
23762,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
23763,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
23764,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
23765,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23766,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
23767,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
23768,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
23769,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
23770,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
23771,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
23772,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
23773,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
23774,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
23775,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
23776,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
23777,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
23778,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
23779,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
23780,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
23781,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
23782,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
23783,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
23784,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
23785,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
23786,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
23787,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
23788,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
23789,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
23790,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
23791,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
23792,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
23793,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
23794,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
23795,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
23796,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
23797,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
23798,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
23799,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
23800,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
23801,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
23802,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
23803,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
23804,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
23805,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
23806,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
23807,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
23808,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
23809,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
23810,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
23811,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
23812,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
