Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
10046,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
10047,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
10048,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
10049,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
10050,Wetland,Wetland,Water,Water,Water,Bareland,Water,Forest
10051,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Wetland
10052,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
10053,Wetland,Wetland,Water,Water,Water,Water,Water,Water
10054,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10055,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10056,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10057,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10058,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10059,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10060,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10061,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10062,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10063,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10064,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10065,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10066,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10067,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10068,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10069,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10070,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10071,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10072,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
10073,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10074,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10075,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10076,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10077,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10078,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10079,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10080,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10081,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
10082,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10083,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10084,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10085,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10086,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10087,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10088,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10089,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10090,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10091,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
10092,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10093,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10094,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10095,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10096,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10097,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10098,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10099,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10100,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
10101,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10102,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10103,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10104,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10105,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10106,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10107,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10108,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10109,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10110,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10111,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10112,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
10113,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10114,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
10115,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10116,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10117,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10118,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10119,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10120,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10121,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10122,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10123,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10124,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10125,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10126,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10127,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10128,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10129,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
10130,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10131,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10132,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10133,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
10134,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10135,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10136,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10137,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10138,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
10139,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10140,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
10141,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10142,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
10143,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10144,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10145,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
10146,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10147,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
10148,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10149,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
10150,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
10151,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10152,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
10153,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
10154,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
10155,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
10156,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10157,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
10158,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10159,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10160,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10161,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10162,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10163,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10164,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10165,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
10166,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10167,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10168,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10169,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10170,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
10171,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10172,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10173,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
10174,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10175,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
10176,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10177,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10178,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
10179,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10180,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10181,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10182,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10183,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10184,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10185,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10186,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10187,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10188,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10189,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10190,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10191,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10192,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
10193,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10194,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10195,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10196,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10197,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
10198,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10199,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10200,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10201,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
10202,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10203,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10204,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10205,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10206,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10207,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10208,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
10209,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10210,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10211,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10212,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10213,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10214,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10215,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10216,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
10217,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10218,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
10219,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10220,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10221,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10222,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
10223,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
10224,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
10225,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
10226,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10227,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
10228,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10229,Wetland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
10230,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
10231,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
10232,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
10233,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
10234,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
10235,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10236,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
10237,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
10238,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
10239,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10240,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10241,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
10242,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,NULL
10243,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
10244,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
10245,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10246,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
10247,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
10248,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
10249,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
10250,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
10251,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
10252,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10253,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
10254,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10255,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10256,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
10257,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
10258,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
10259,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
10260,Wetland,Water,Water,Water,Water,Water,Water,Wetland
10261,Wetland,Water,Water,Water,Water,Water,Water,Water
10262,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10263,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10264,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10265,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10266,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10267,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10268,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10269,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10270,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10271,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10272,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10273,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10274,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
10275,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10276,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10277,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10278,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10279,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10280,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10281,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
10282,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10283,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10284,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10285,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10286,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
10287,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
10288,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10289,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10290,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10291,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10292,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10293,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10294,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10295,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10296,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10297,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
10298,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
10299,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10300,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10301,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
10302,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10303,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
10304,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10305,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10306,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10307,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10308,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10309,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10310,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10311,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10312,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10313,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10314,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10315,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10316,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10317,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10318,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10319,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10320,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10321,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10322,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10323,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10324,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10325,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
10326,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10327,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10328,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10329,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10330,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
10331,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
10332,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10333,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10334,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10335,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10336,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10337,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10338,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10339,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10340,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10341,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10342,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
10343,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10344,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
10345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10346,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10349,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10350,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10351,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10352,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10353,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10354,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10355,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10356,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
10357,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10358,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10359,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10360,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10361,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10362,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10363,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10364,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10365,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10366,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
10367,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10368,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10369,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10370,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10371,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10372,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10373,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
