Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
2847,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2848,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2849,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2850,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2851,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2852,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2853,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2854,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2855,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2857,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2858,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2859,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2860,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2861,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2862,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2863,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2864,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2865,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2866,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2867,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2868,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2869,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2870,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2871,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2872,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2873,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2874,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2875,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2876,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2877,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2878,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2879,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2880,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2881,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2882,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2883,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2884,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2885,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2886,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2887,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2888,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2889,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2890,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2891,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2892,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2893,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2894,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2895,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2896,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2897,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2898,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2899,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2900,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2901,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2902,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2903,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2904,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2905,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2906,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2907,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2908,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2909,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2910,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2911,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2912,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2913,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2914,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2915,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2916,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2917,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2918,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2919,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2920,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2921,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2922,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2923,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2924,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2925,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2926,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2927,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2928,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2929,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2930,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2931,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2932,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2933,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2934,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2935,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2936,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2937,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2938,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2939,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2940,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2941,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2942,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2943,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2944,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2945,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2946,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2947,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2948,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2949,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2950,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2951,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2952,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2953,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2954,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2955,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2956,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2957,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2958,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2959,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2960,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2961,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2962,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2963,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2964,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2965,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2966,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2967,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2968,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2969,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2970,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2971,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2972,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2973,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2974,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2975,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2976,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2977,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2978,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2979,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2980,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2981,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2982,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2983,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2984,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2985,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2986,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2987,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2988,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2989,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2990,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2991,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2992,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2993,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2994,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2995,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2996,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
2997,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2998,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2999,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3000,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3001,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3002,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
3003,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3004,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
3005,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
3006,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
3007,Water,NULL,Water,Water,Water,NULL,NULL,Water
3008,Water,NULL,Water,Water,Water,NULL,NULL,Forest
3009,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3010,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3011,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3012,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3013,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3014,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3015,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3016,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3017,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3018,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3019,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3020,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3021,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3022,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3023,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3024,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3025,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3026,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3027,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3028,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3029,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3030,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3031,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3032,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3033,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3034,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3035,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3036,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3037,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3038,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3039,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3040,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3041,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3042,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3043,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3044,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3045,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3046,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3047,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3048,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3049,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3050,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3052,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3053,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3054,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3055,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3056,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3057,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3058,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3059,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3060,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3061,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3062,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3063,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3064,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3065,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3066,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3067,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3068,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3069,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3070,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3071,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3072,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3073,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3074,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3075,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3076,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3077,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3078,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3079,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3080,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3081,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3082,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3083,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3084,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3085,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3086,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3087,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3088,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3089,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3090,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3091,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3092,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3093,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3094,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3095,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3096,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3097,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
3098,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3099,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3100,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3101,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3102,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3103,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3104,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3105,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3106,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3107,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
3108,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
3109,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3110,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3111,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3112,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3114,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3115,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3116,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3117,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3118,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3119,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3120,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3121,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3122,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3123,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3124,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3125,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3126,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3127,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3128,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3129,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3130,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3131,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
3132,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
3133,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3134,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
3135,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
3136,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
3137,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Built-up
3138,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
3139,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3140,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
3141,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
3142,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
3143,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
3144,Water,Cropland,Water,Water,Water,NULL,NULL,Water
3145,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
3146,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3147,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3148,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3149,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3150,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3151,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3152,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3153,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3154,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3155,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3156,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3157,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3158,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3159,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3160,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3161,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3162,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3163,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3164,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3165,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
3166,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3167,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3168,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3169,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3170,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3171,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3172,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3173,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3174,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3175,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3176,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3177,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3178,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3179,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3180,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3181,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3182,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3183,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3184,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3185,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3186,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3187,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3188,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3189,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3190,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3191,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3192,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3193,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3194,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3195,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3196,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
