Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQT_M_R
2118,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2119,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2120,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2121,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2122,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2123,Forest,Water,Grassland,Water,Non_Wetland,Water
2124,Forest,Water,Grassland,Water,Non_Wetland,Forest
2125,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2126,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2127,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2128,Forest,Water,Cropland,NULL,Non_Wetland,Water
2129,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2130,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2131,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2132,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2133,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2134,Forest,Water,Cropland,Water,Non_Wetland,Water
2135,Forest,Water,Cropland,Water,Non_Wetland,Forest
2136,Forest,Water,Wetland,NULL,Wetland,Grassland
2137,Forest,Water,Wetland,NULL,Wetland,Bareland
2138,Forest,Water,Wetland,NULL,Wetland,Water
2139,Forest,Water,Wetland,NULL,Wetland,Forest
2140,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2141,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2142,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2143,Forest,Water,Wetland,Non_Water,Wetland,Water
2144,Forest,Water,Wetland,Non_Water,Wetland,Forest
2145,Forest,Water,Wetland,Water,Wetland,Grassland
2146,Forest,Water,Wetland,Water,Wetland,Cropland
2147,Forest,Water,Wetland,Water,Wetland,Bareland
2148,Forest,Water,Wetland,Water,Wetland,Water
2149,Forest,Water,Wetland,Water,Wetland,Forest
2150,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2151,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2152,Forest,Water,Bareland,NULL,Non_Wetland,Water
2153,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2154,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2155,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2156,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2157,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2158,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2159,Forest,Water,Bareland,Water,Non_Wetland,Forest
2160,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2161,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2162,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2163,Forest,Water,Built-up,Water,Non_Wetland,Forest
2164,Forest,Water,Water,NULL,Water,Grassland
2165,Forest,Water,Water,NULL,Water,Cropland
2166,Forest,Water,Water,NULL,Water,Wetland
2167,Forest,Water,Water,NULL,Water,Bareland
2168,Forest,Water,Water,NULL,Water,Water
2169,Forest,Water,Water,NULL,Water,Forest
2170,Forest,Water,Water,Non_Water,Water,Grassland
2171,Forest,Water,Water,Non_Water,Water,Cropland
2172,Forest,Water,Water,Non_Water,Water,Wetland
2173,Forest,Water,Water,Non_Water,Water,Bareland
2174,Forest,Water,Water,Non_Water,Water,Water
2175,Forest,Water,Water,Non_Water,Water,Forest
2176,Forest,Water,Water,Water,Water,Grassland
2177,Forest,Water,Water,Water,Water,Cropland
2178,Forest,Water,Water,Water,Water,Wetland
2179,Forest,Water,Water,Water,Water,Bareland
2180,Forest,Water,Water,Water,Water,Water
2181,Forest,Water,Water,Water,Water,Forest
2182,Forest,Water,Forest,NULL,Non_Wetland,NULL
2183,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2184,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2185,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2186,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2187,Forest,Water,Forest,NULL,Non_Wetland,Water
2188,Forest,Water,Forest,NULL,Non_Wetland,Forest
2189,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2190,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2191,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2192,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2193,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2194,Forest,Water,Forest,Water,Non_Wetland,Grassland
2195,Forest,Water,Forest,Water,Non_Wetland,Cropland
2196,Forest,Water,Forest,Water,Non_Wetland,Bareland
2197,Forest,Water,Forest,Water,Non_Wetland,Water
2198,Forest,Water,Forest,Water,Non_Wetland,Forest
2199,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2201,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2202,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2203,Forest,Forest,NULL,NULL,Non_Wetland,Water
2204,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2207,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2208,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2210,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2211,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2212,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2213,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2214,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2215,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2216,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2217,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2218,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2219,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2220,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2221,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2222,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2223,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2224,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2225,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2226,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2227,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2228,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2229,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2230,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2231,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2232,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2233,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2234,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2235,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2236,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2237,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2238,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2239,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2240,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2241,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2242,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2243,Forest,Forest,Wetland,NULL,Wetland,Grassland
2244,Forest,Forest,Wetland,NULL,Wetland,Forest
2245,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2246,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2247,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2248,Forest,Forest,Wetland,Water,Wetland,Grassland
2249,Forest,Forest,Wetland,Water,Wetland,Bareland
2250,Forest,Forest,Wetland,Water,Wetland,Water
2251,Forest,Forest,Wetland,Water,Wetland,Forest
2252,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2253,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2254,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2255,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2256,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2257,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2258,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2259,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2260,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2261,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2262,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2263,Forest,Forest,Bareland,Water,Non_Wetland,Water
2264,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2265,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2266,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2267,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2268,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2269,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2270,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2271,Forest,Forest,Water,NULL,Water,NULL
2272,Forest,Forest,Water,NULL,Water,Grassland
2273,Forest,Forest,Water,NULL,Water,Cropland
2274,Forest,Forest,Water,NULL,Water,Bareland
2275,Forest,Forest,Water,NULL,Water,Water
2276,Forest,Forest,Water,NULL,Water,Forest
2277,Forest,Forest,Water,Non_Water,Water,NULL
2278,Forest,Forest,Water,Non_Water,Water,Grassland
2279,Forest,Forest,Water,Non_Water,Water,Water
2280,Forest,Forest,Water,Non_Water,Water,Forest
2281,Forest,Forest,Water,Water,Water,NULL
2282,Forest,Forest,Water,Water,Water,Grassland
2283,Forest,Forest,Water,Water,Water,Cropland
2284,Forest,Forest,Water,Water,Water,Bareland
2285,Forest,Forest,Water,Water,Water,Water
2286,Forest,Forest,Water,Water,Water,Forest
2287,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
2288,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2289,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
2290,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2291,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2292,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2293,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2294,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2295,Forest,Forest,Forest,NULL,Non_Wetland,Water
2296,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2297,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2298,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2299,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2300,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2301,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2302,Forest,Forest,Forest,Water,Non_Wetland,NULL
2303,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2304,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2305,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2306,Forest,Forest,Forest,Water,Non_Wetland,Water
2307,Forest,Forest,Forest,Water,Non_Wetland,Forest
