Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
6360,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6361,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6362,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6363,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6364,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6365,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6366,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6367,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6368,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6369,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6370,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6371,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6372,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6373,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6374,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6375,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6376,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6377,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6378,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6379,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6380,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6381,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6382,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6383,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6384,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6385,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6386,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6387,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
6388,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6389,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6390,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6391,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6392,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6393,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6394,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6395,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6396,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6397,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6398,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6399,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6400,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6401,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6402,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6403,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6404,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6405,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6406,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6407,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
6408,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6412,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6413,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6414,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6415,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6416,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6417,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
6418,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6419,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6420,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6421,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6422,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6423,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6424,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6425,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6426,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6427,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6428,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
6429,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6430,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6431,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6432,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6433,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6434,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6435,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6436,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6437,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6438,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6439,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6440,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6441,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6442,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6443,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6444,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6445,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6446,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6447,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6448,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6449,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6450,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6451,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
6452,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
6453,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
6454,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
6455,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6456,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6457,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6458,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6459,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6460,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6461,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6462,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6463,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6464,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6465,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6466,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6467,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6468,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6469,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6470,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6471,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6472,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6473,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6474,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6475,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6476,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6477,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6478,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
6479,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
6480,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6481,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6482,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6483,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6484,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6485,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6486,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6487,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6488,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6489,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6490,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6491,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6492,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6493,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6494,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6495,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6496,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6497,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6498,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6499,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6500,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6501,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6502,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6503,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6504,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6505,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6506,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
6507,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6508,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6509,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
6510,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
6511,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6512,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
6513,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6514,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6515,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6516,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6517,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6518,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6519,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6520,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6521,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6522,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6523,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6524,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6525,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6526,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
6527,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
6528,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6529,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6530,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6531,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
6532,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6533,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6535,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6536,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6537,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6538,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6539,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6540,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6541,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6542,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6543,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6544,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6545,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6546,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6548,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6549,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6550,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6551,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6552,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6553,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6555,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6556,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6557,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6558,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6560,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6562,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6563,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6564,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6565,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6566,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6567,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
6594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
6648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
6652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6664,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6665,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6668,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6669,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6670,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6671,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6672,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
6673,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6674,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6675,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
