Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
1810,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1811,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1812,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1813,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1814,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1815,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1816,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1817,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1818,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1819,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1820,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1821,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1822,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1823,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1824,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1825,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1826,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1827,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1828,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1829,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1830,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1831,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1832,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1833,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1834,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1835,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1836,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1837,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1838,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1839,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1840,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1841,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1842,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1843,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1844,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1845,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1846,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1847,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1848,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1849,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1850,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1851,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1852,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1853,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1854,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1855,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1856,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1857,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1858,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1859,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1860,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1861,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1862,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1863,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1864,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1872,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1874,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1876,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1877,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1879,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1880,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1883,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1884,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1885,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1886,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1887,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1888,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1889,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1893,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1894,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1895,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1896,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1899,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1905,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1906,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1907,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1908,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1909,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1910,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1911,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1912,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1913,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1914,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1915,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1916,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1917,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1918,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1919,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1920,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1921,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1922,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1923,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
1924,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1925,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
1926,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1927,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1928,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1929,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1930,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1931,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1932,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1933,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1934,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Forest
1935,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1936,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1937,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1938,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1939,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1940,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1941,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1942,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1943,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1944,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1945,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1946,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1947,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1948,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1949,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1950,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1951,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1952,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1953,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1954,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1955,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1956,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1957,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1958,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1959,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1960,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1961,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1962,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1963,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1964,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1965,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1966,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1967,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1968,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1969,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1970,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1971,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1972,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1973,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1974,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1975,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1976,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1977,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1978,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1979,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1980,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1981,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1982,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1983,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1984,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1985,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1986,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1987,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1988,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1989,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1990,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1991,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1992,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1993,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1994,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1995,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1996,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1997,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1998,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1999,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2000,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2001,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2006,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2007,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2008,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2009,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
2010,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2011,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2012,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2013,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2014,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2015,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2016,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2017,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2018,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
2019,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2020,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2021,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2025,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2026,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2027,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2028,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2029,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2030,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2031,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2032,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2033,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2034,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2035,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2036,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2037,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2038,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2039,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2040,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2041,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2042,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2043,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2044,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2045,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2046,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2047,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2048,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2049,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2050,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2051,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2052,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2053,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2054,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2055,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2057,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2058,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
2059,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2060,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2061,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2062,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2063,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
2064,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2065,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2066,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2067,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2068,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2069,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2070,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2071,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2072,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2073,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
2074,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2075,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
2076,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2077,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2078,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2079,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2080,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2081,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2082,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2083,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2084,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2085,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2086,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2087,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2088,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2089,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2090,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2091,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2092,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2093,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2094,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2095,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2096,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2097,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
2098,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2099,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2100,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2101,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2102,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2103,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2104,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2105,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2106,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2107,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2108,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2109,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2110,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2111,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2112,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2113,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2114,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2115,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2116,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2117,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2118,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2119,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2120,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2121,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2122,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2123,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2124,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2125,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2126,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2127,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2128,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2129,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2130,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2131,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2132,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2133,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2134,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2135,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2136,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2137,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2138,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2139,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2140,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2141,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2142,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2143,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2144,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2145,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2146,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2147,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2148,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2149,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2150,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2151,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
