Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
5287,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
5288,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
5289,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
5290,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5291,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
5292,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
5293,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5294,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
5295,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5296,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5297,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
5298,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
5299,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5300,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
5301,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
5302,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5303,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5304,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
5305,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5306,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
5307,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5308,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5309,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Wetland
5310,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5311,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
5312,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5313,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5314,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
5315,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5316,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5317,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5318,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5319,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5320,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5321,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
5322,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
5323,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
5324,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5325,Water,NULL,Water,NULL,Water,NULL,Grassland,Wetland
5326,Water,NULL,Water,NULL,Water,NULL,Grassland,Bareland
5327,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
5328,Water,NULL,Water,NULL,Water,NULL,Water,Wetland
5329,Water,NULL,Water,NULL,Water,Grassland,NULL,Wetland
5330,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5331,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
5332,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
5333,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
5334,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
5335,Water,NULL,Water,NULL,Water,Grassland,Forest,Water
5336,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
5337,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
5338,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
5339,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
5340,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
5341,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
5342,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
5343,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
5344,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
5345,Water,NULL,Water,NULL,Water,Water,NULL,Water
5346,Water,NULL,Water,NULL,Water,Water,Shrubland,Wetland
5347,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
5348,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5349,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
5350,Water,NULL,Water,NULL,Water,Water,Grassland,Water
5351,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
5352,Water,NULL,Water,NULL,Water,Water,Water,Wetland
5353,Water,NULL,Water,NULL,Water,Water,Water,Water
5354,Water,NULL,Water,NULL,Water,Forest,NULL,Water
5355,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
5356,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
5357,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
5358,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
5359,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
5360,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
5361,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
5362,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5363,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
5364,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5365,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
5366,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5367,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
5368,Water,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
5369,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
5370,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
5371,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5372,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
5373,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
5374,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
5375,Water,NULL,Water,Water,Water,NULL,NULL,Water
5376,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
5377,Water,NULL,Water,Water,Water,NULL,Grassland,Water
5378,Water,NULL,Water,Water,Water,NULL,Water,Wetland
5379,Water,NULL,Water,Water,Water,Grassland,NULL,Wetland
5380,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
5381,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
5382,Water,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
5383,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
5384,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
5385,Water,NULL,Water,Water,Water,Bareland,NULL,Wetland
5386,Water,NULL,Water,Water,Water,Water,NULL,Wetland
5387,Water,NULL,Water,Water,Water,Water,NULL,Water
5388,Water,NULL,Water,Water,Water,Water,NULL,Forest
5389,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
5390,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
5391,Water,NULL,Water,Water,Water,Water,Grassland,Water
5392,Water,NULL,Water,Water,Water,Water,Grassland,Forest
5393,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
5394,Water,NULL,Water,Water,Water,Water,Water,Grassland
5395,Water,NULL,Water,Water,Water,Water,Water,Wetland
5396,Water,NULL,Water,Water,Water,Water,Water,Water
5397,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5398,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5399,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5400,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5401,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5402,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5403,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5404,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5405,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5406,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5407,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5408,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5409,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5410,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5411,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5412,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5413,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5414,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5415,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5416,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5417,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5418,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5419,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5420,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5421,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5422,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5423,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5424,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5425,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5426,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
5427,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
5428,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5429,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5430,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5431,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
5432,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5433,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
5434,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5435,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5436,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5437,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5438,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
5439,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
5440,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5441,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5442,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5443,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5444,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5445,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5446,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5447,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5448,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5449,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5450,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
5451,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5452,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5453,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5454,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5455,Water,NULL,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
5456,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
5457,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5458,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
5459,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5460,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5461,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5462,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5463,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
5464,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5465,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
5466,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
5467,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5468,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5469,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5470,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5471,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
5472,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
5473,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
5474,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5475,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
5476,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
5477,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5478,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
5479,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5480,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5481,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5482,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5483,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
5484,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5485,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5486,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5487,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5488,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
5489,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5490,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
5491,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5492,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5493,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5494,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5495,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5496,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5497,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5498,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5499,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5500,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5501,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5502,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5503,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5504,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5505,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5506,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5507,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5508,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
5509,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
5510,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
5511,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
5512,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
5513,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5514,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
5515,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
5516,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
5517,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
5518,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
5519,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
5520,Water,Cropland,Water,NULL,Water,NULL,Grassland,Wetland
5521,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
5522,Water,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
5523,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5524,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
5525,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
5526,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
5527,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
5528,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
5529,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
5530,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
5531,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
5532,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
5533,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
5534,Water,Cropland,Water,Water,Water,NULL,NULL,Water
5535,Water,Cropland,Water,Water,Water,NULL,Water,Wetland
5536,Water,Cropland,Water,Water,Water,Bareland,NULL,Water
5537,Water,Cropland,Water,Water,Water,Bareland,Water,Water
5538,Water,Cropland,Water,Water,Water,Water,Grassland,Water
5539,Water,Cropland,Water,Water,Water,Water,Water,Grassland
5540,Water,Cropland,Water,Water,Water,Water,Water,Water
5541,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5542,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5543,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5544,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5545,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5546,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5547,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
5548,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5549,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5550,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5551,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
5552,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
5553,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5554,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5555,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5556,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5557,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5558,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5559,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5560,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5561,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5562,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5563,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5564,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5565,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5566,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5567,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5568,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5569,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
5570,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
5571,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5572,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
5573,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5574,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5575,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5576,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
5577,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5578,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5579,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5580,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5581,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5582,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5583,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5584,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5585,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5586,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
5587,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5588,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5589,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5590,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
5591,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5592,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
5593,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5594,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5595,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5596,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
5597,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5598,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
5599,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5600,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5601,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5602,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
5603,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5604,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
5605,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5606,Water,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
5607,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
5608,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5609,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
5610,Water,Wetland,Water,Water,Water,Grassland,NULL,Wetland
5611,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
5612,Water,Wetland,Water,Water,Water,Grassland,Water,Water
5613,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
5614,Water,Wetland,Water,Water,Water,Wetland,NULL,Wetland
5615,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
5616,Water,Wetland,Water,Water,Water,Wetland,Water,Water
5617,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
5618,Water,Wetland,Water,Water,Water,Water,NULL,Wetland
5619,Water,Wetland,Water,Water,Water,Water,Grassland,Water
5620,Water,Wetland,Water,Water,Water,Water,Water,Wetland
5621,Water,Wetland,Water,Water,Water,Water,Water,Water
5622,Water,Wetland,Water,Water,Water,Forest,NULL,Wetland
5623,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5624,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5625,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5626,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5627,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5628,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5629,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5630,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5631,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5632,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5633,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5634,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5635,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5636,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5637,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5638,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5639,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5640,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5641,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5642,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5643,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5644,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
5645,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
