Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEN_M_R
1133,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1134,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1135,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1136,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1137,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1138,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1139,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1140,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1141,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1142,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1143,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1144,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1145,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1146,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1147,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1148,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1149,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1150,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1151,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1152,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1153,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1154,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1155,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1156,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1157,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1158,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1159,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1160,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1161,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1162,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1163,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1164,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1165,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1166,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1167,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1168,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1169,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1170,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1171,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1172,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1173,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1174,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1175,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1176,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1177,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1178,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1179,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1180,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1181,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1182,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1183,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1184,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
1185,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1186,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1187,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1188,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1189,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1190,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1191,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1192,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1193,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1194,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1195,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1196,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1197,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1198,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1199,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1200,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1201,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1202,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
1203,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
1204,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1205,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1206,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1207,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1208,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1209,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1210,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1211,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1212,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1213,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1214,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1215,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1216,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1217,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1218,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1219,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1220,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1221,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1222,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1223,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1224,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1225,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1226,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1227,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1228,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1229,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1230,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1231,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1232,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1233,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1234,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1235,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1236,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1237,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1238,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1239,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1240,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1241,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1242,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1243,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1244,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1245,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1246,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1247,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1248,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1249,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1250,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1251,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1252,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1253,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1254,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1255,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
1256,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1257,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1258,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1259,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1260,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1261,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1262,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1263,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1264,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1265,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1266,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Built-up
1267,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1268,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
1269,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1270,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1271,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
1272,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1273,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1274,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1275,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1276,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1277,Water,Water,Water,NULL,Water,NULL,Water,Forest
1278,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1279,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1280,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1281,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1282,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1283,Water,Water,Water,NULL,Water,Grassland,Water,Water
1284,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1285,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
1286,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1287,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
1288,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1289,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1290,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1291,Water,Water,Water,NULL,Water,Wetland,Water,Water
1292,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1293,Water,Water,Water,NULL,Water,Wetland,Forest,Water
1294,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
1295,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1296,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
1297,Water,Water,Water,NULL,Water,Bareland,Water,Water
1298,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1299,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
1300,Water,Water,Water,NULL,Water,Bareland,Forest,Water
1301,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
1302,Water,Water,Water,NULL,Water,Built-up,Water,Water
1303,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1304,Water,Water,Water,NULL,Water,Water,Grassland,Water
1305,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1306,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1307,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1308,Water,Water,Water,NULL,Water,Water,Wetland,Water
1309,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1310,Water,Water,Water,NULL,Water,Water,Water,Grassland
1311,Water,Water,Water,NULL,Water,Water,Water,Wetland
1312,Water,Water,Water,NULL,Water,Water,Water,Bareland
1313,Water,Water,Water,NULL,Water,Water,Water,Water
1314,Water,Water,Water,NULL,Water,Water,Water,Forest
1315,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1316,Water,Water,Water,NULL,Water,Water,Forest,Water
1317,Water,Water,Water,NULL,Water,Water,Forest,Forest
1318,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1319,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1320,Water,Water,Water,NULL,Water,Forest,Water,Forest
1321,Water,Water,Water,NULL,Water,Forest,Forest,Water
1322,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1323,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1324,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1325,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1326,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1327,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1328,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1329,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
1330,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
1331,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1332,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1333,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1334,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1335,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1336,Water,Water,Water,Non_Water,Water,Water,Water,Water
1337,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1338,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
1339,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1340,Water,Water,Water,Water,Water,NULL,Wetland,Water
1341,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1342,Water,Water,Water,Water,Water,NULL,Water,Grassland
1343,Water,Water,Water,Water,Water,NULL,Water,Water
1344,Water,Water,Water,Water,Water,NULL,Water,Forest
1345,Water,Water,Water,Water,Water,NULL,Forest,Water
1346,Water,Water,Water,Water,Water,NULL,Forest,Forest
1347,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1348,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1349,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1350,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1351,Water,Water,Water,Water,Water,Grassland,Water,Water
1352,Water,Water,Water,Water,Water,Grassland,Water,Forest
1353,Water,Water,Water,Water,Water,Grassland,Forest,Forest
1354,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1355,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1356,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1357,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1358,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1359,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1360,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1361,Water,Water,Water,Water,Water,Wetland,Water,Water
1362,Water,Water,Water,Water,Water,Wetland,Water,Forest
1363,Water,Water,Water,Water,Water,Wetland,Forest,Water
1364,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1365,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1366,Water,Water,Water,Water,Water,Bareland,Water,Water
1367,Water,Water,Water,Water,Water,Bareland,Water,Forest
1368,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
1369,Water,Water,Water,Water,Water,Built-up,Water,Water
1370,Water,Water,Water,Water,Water,Built-up,Water,Forest
1371,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1372,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1373,Water,Water,Water,Water,Water,Water,Wetland,Water
1374,Water,Water,Water,Water,Water,Water,Wetland,Forest
1375,Water,Water,Water,Water,Water,Water,Water,Grassland
1376,Water,Water,Water,Water,Water,Water,Water,Wetland
1377,Water,Water,Water,Water,Water,Water,Water,Bareland
1378,Water,Water,Water,Water,Water,Water,Water,Water
1379,Water,Water,Water,Water,Water,Water,Water,Forest
1380,Water,Water,Water,Water,Water,Water,Forest,Grassland
1381,Water,Water,Water,Water,Water,Water,Forest,Water
1382,Water,Water,Water,Water,Water,Water,Forest,Forest
1383,Water,Water,Water,Water,Water,Forest,Wetland,Water
1384,Water,Water,Water,Water,Water,Forest,Water,Water
1385,Water,Water,Water,Water,Water,Forest,Water,Forest
1386,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1387,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1388,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1389,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1390,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1391,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1392,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1393,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1394,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1395,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1396,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1397,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1398,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1399,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1400,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1401,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1402,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1403,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1404,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1405,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1406,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1407,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1408,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1409,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1410,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1411,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1412,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1413,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1414,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1415,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1416,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1417,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1418,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1419,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1420,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1421,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1422,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1423,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1424,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1425,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1426,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1427,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1428,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1429,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1430,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1431,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1432,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1433,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1434,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1435,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1436,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1437,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1438,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1439,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1440,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1441,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1442,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1443,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1444,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1445,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1446,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1447,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1448,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1449,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1450,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1451,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1452,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
1453,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1454,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1455,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1456,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1457,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1458,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1459,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1460,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1461,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1462,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1463,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1464,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1465,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1466,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1467,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1468,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1469,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1470,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1471,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1472,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1473,Water,Forest,Water,NULL,Water,NULL,Water,Water
1474,Water,Forest,Water,NULL,Water,Water,Wetland,Water
1475,Water,Forest,Water,NULL,Water,Water,Water,Water
