Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
1160,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1161,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1162,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1163,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1164,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1165,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1166,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1167,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1168,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1169,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1170,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1171,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1172,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1173,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1174,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1175,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1176,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1177,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1178,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1179,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1180,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
1181,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1182,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
1183,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
1184,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1185,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
1186,Water,NULL,Water,NULL,Water,Water,Wetland,Bareland
1187,Water,NULL,Water,NULL,Water,Water,Wetland,Water
1188,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1189,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1190,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1191,Water,NULL,Water,NULL,Water,Water,Water,Water
1192,Water,NULL,Water,NULL,Water,Water,Water,Forest
1193,Water,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1194,Water,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1195,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
1196,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1197,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1198,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1199,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1200,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1201,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1202,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
1203,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
1204,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1205,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1206,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1207,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1208,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1209,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1210,Water,NULL,Water,Water,Water,Wetland,Water,Water
1211,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1212,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
1213,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1214,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1215,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1216,Water,NULL,Water,Water,Water,Water,Wetland,Water
1217,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1218,Water,NULL,Water,Water,Water,Water,Water,NULL
1219,Water,NULL,Water,Water,Water,Water,Water,Grassland
1220,Water,NULL,Water,Water,Water,Water,Water,Wetland
1221,Water,NULL,Water,Water,Water,Water,Water,Bareland
1222,Water,NULL,Water,Water,Water,Water,Water,Water
1223,Water,NULL,Water,Water,Water,Water,Water,Forest
1224,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1226,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1227,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1228,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1229,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1230,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
1231,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1232,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1234,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1235,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1236,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1237,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1238,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1239,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1240,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1241,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1242,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1243,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1244,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1245,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1246,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1247,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1248,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1249,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1250,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1251,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1252,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1253,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1254,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1255,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1256,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1257,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1258,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1259,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1260,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1261,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1262,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1263,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1264,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1265,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1266,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1267,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1268,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1269,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1270,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1271,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1272,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1273,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1274,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1275,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1276,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1277,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1278,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1279,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1280,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1281,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1282,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1283,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1284,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1285,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1286,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1287,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1288,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1289,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1290,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1291,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1292,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1293,Water,Wetland,Water,NULL,Water,Water,Water,Water
1294,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1295,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1296,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1297,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1298,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1299,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1300,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1301,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1302,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1303,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1304,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1305,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1306,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1307,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1308,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1309,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1310,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1311,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1312,Water,Wetland,Water,Water,Water,Water,Water,Water
1313,Water,Wetland,Water,Water,Water,Water,Water,Forest
1314,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1315,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1316,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1317,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1318,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1319,Water,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1320,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1321,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1322,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1323,Water,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
1324,Water,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1325,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1326,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1327,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1328,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1329,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1330,Water,Bareland,Water,NULL,Water,Water,Water,Water
1331,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1332,Water,Bareland,Water,Water,Water,Grassland,Water,Water
1333,Water,Bareland,Water,Water,Water,Wetland,Water,Water
1334,Water,Bareland,Water,Water,Water,Water,Wetland,Water
1335,Water,Bareland,Water,Water,Water,Water,Water,Water
1336,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1337,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1338,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
1339,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1340,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1341,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1342,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1343,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1344,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1345,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1346,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1347,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1348,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1349,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1350,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1351,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1352,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1353,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1354,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1355,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1356,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1357,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1358,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1359,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1360,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1361,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1362,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1363,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
1364,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1365,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1366,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1367,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1368,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1369,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1370,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
1371,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1372,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1373,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1374,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1375,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1376,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1377,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
1378,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1379,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
1380,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1381,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1382,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1383,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1384,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1385,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1386,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1387,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1388,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1389,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1390,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1391,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1392,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1393,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1394,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1395,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1396,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1397,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1398,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1399,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1400,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1401,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
1402,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1403,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1404,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1405,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1406,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1407,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1408,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1409,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1410,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1411,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1412,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1413,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1414,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1415,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1416,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
1417,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
1418,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1419,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1420,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1421,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1422,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1423,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1424,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1425,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
1426,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1427,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1428,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1429,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1430,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1431,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1432,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1433,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1434,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1435,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1436,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1437,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1438,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1439,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1440,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1441,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1442,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1443,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1444,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1445,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1446,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1447,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1448,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1449,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1450,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1451,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1452,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1453,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1454,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1455,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1456,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1457,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1458,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1459,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1460,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1461,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1462,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1463,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1464,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1465,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1466,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1467,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1468,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1469,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1470,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1471,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1472,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1473,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1474,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1475,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1476,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1477,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1478,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1479,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1480,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1481,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1482,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1483,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1484,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1485,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1486,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1487,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1488,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1489,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1490,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1491,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1492,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1493,Water,Water,Water,NULL,Water,NULL,Water,Forest
1494,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1495,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1496,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1497,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1498,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1499,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1500,Water,Water,Water,NULL,Water,Wetland,Water,Water
1501,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1502,Water,Water,Water,NULL,Water,Wetland,Forest,Water
1503,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
1504,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1505,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1506,Water,Water,Water,NULL,Water,Water,Wetland,Water
1507,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1508,Water,Water,Water,NULL,Water,Water,Water,Grassland
1509,Water,Water,Water,NULL,Water,Water,Water,Wetland
1510,Water,Water,Water,NULL,Water,Water,Water,Water
1511,Water,Water,Water,NULL,Water,Water,Water,Forest
1512,Water,Water,Water,NULL,Water,Water,Forest,Water
1513,Water,Water,Water,NULL,Water,Water,Forest,Forest
