Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUQ_M_R
9336,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
9337,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9338,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
9339,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
9340,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
9341,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
9342,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
9343,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9344,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9345,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
9346,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9347,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
9349,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9350,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
9351,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9352,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Wetland
9353,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9354,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
9355,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
9356,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
9359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9361,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
9362,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9363,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9364,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9365,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9366,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9367,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9368,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9369,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9370,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
9371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
9373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
9374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
9375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
9377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
9378,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
9379,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9380,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
9381,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
9382,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
9383,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
9384,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
9385,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
9386,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
9387,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
9388,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
9389,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
9390,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
9391,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
9392,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
9393,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
9394,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
9395,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9396,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
9397,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9398,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9399,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9400,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9401,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
9402,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9403,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
9404,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9405,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9406,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
9407,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9408,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
9409,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9410,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9411,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9412,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
9413,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9414,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
9415,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9416,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9417,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9418,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
9419,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9420,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9421,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
9422,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9423,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
9424,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
9426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9427,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
9428,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
9429,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9430,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9431,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9432,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9433,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9434,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9435,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
9436,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
9437,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
9438,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
9439,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
9440,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9441,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
9442,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland,NULL,Cropland
9443,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
9444,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
9445,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
9446,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
9447,Cropland,Cropland,Water,NULL,Water,NULL,Water,Forest
9448,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,NULL
9449,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
9450,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Forest
9451,Cropland,Cropland,Water,NULL,Water,Water,NULL,Forest
9452,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
9453,Cropland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Forest
9454,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Wetland
9455,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
9456,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
9457,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
9458,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
9459,Cropland,Cropland,Water,Water,Water,Shrubland,NULL,Water
9460,Cropland,Cropland,Water,Water,Water,Cropland,NULL,Wetland
9461,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9462,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9463,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9464,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9465,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9467,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9469,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9471,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
9472,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9474,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9475,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
9479,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
9481,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
9482,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9484,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9485,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9486,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9487,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9488,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9489,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
9490,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9491,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9492,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9493,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
9500,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
9501,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9502,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9503,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9504,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
9507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9508,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9510,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9511,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9512,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9514,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9515,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9516,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9517,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
9518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
9519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
9521,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9522,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9523,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9524,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9525,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
9526,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
9527,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9529,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9530,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9531,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
9532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9533,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
9534,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Wetland
9535,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9536,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9537,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
9538,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9539,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9540,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9541,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9542,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9543,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9544,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9545,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
9546,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9547,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
9548,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9549,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
9550,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
9551,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9552,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
9553,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
9554,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
9555,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9556,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9557,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9558,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9559,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9560,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9561,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9562,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9563,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9564,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9565,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9566,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9567,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9568,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9569,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9570,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9571,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9572,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
9573,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9574,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9575,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9576,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9577,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9578,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9579,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
9580,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
9581,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9582,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
9583,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9584,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
9585,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
9586,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
9587,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9588,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
9589,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Forest
9590,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9591,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9592,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9593,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9594,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
9595,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9596,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9597,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
9598,Cropland,Wetland,Water,NULL,Water,NULL,Water,Forest
9599,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9600,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9601,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9602,Cropland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9603,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9604,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9605,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Water
9606,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9607,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9608,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9609,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9610,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9611,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9612,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9613,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9614,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9615,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9616,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9617,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9618,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9619,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9620,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9621,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9622,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9623,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9624,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9625,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9626,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9627,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9628,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9629,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
9630,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
9631,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9632,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
9633,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
9634,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9635,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9636,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9637,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
9638,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9639,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9640,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9641,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9642,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9643,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9644,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9645,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
9646,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9647,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
9648,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9649,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9650,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
9651,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
