Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRH_M_R
1911,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1920,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1922,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1924,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1925,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1926,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1927,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1928,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1929,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1930,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1931,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1932,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1933,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1934,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1935,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1936,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1937,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1938,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1939,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1940,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1941,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1942,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1943,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1944,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1945,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1946,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1947,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1948,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1949,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1950,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1951,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1952,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1953,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1954,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1955,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1956,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1957,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1960,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1961,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1962,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1963,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1964,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1965,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1966,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1967,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1968,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1969,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1970,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1971,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1972,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1973,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1974,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1975,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1976,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1977,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1978,Cropland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1979,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1980,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1981,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1982,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1983,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1984,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1985,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1986,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1987,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1988,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1989,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1990,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1991,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1992,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1994,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1995,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1996,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1997,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1998,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1999,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2000,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2001,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2002,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2003,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2004,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2005,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2006,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2007,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2008,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2009,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2010,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2011,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2012,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2013,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2014,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2015,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2016,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2017,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2018,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2019,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2020,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2021,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2022,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2023,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2024,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2025,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2026,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2027,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2028,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2029,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2031,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2032,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2033,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2034,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2035,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2036,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2037,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2038,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2039,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2040,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2041,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2042,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2043,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2058,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2059,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2060,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2061,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2062,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2063,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2064,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2065,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2066,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2067,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2068,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2069,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2070,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2071,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2072,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2075,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2076,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2077,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2078,Cropland,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
2079,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
2080,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2081,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2082,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2083,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2084,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2085,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2086,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2087,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2088,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2089,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2090,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2091,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2092,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2093,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2094,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2095,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2096,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2097,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2098,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2099,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2100,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2101,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
2102,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2103,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2105,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2106,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2109,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2110,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2111,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2112,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2113,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2114,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2115,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2116,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2117,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2118,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2119,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2120,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2121,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2122,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2123,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2124,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2125,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2126,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2127,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2128,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2129,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2131,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2132,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2133,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2134,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2135,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2136,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2137,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2138,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2139,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2140,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2141,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2142,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2143,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2144,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2145,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2146,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2147,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2148,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2149,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2150,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2151,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2152,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2153,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2154,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2155,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2156,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2157,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2158,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2159,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2160,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2161,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2163,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2164,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2165,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2166,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2167,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2168,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2169,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2170,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2171,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2172,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2173,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2174,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2175,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2176,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2177,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2178,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
2179,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2180,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2181,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2182,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2183,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2184,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2185,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2186,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2187,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2188,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2189,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2190,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2191,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2192,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2193,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2194,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2195,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2196,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2197,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2198,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2201,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2202,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2203,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2204,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2205,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2206,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2207,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2208,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2209,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2210,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2211,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2212,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2213,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2214,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2215,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2216,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2217,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2218,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2219,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2220,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2221,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2222,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2223,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2224,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
