Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
5474,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5475,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5476,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5477,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5478,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5479,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5480,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5481,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5482,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5483,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5484,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5485,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5486,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5487,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5488,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
5489,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5490,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5491,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5492,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
5493,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5494,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5495,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5496,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5497,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5498,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5499,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5500,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5501,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5502,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5503,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5504,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5505,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5506,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5507,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5508,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5509,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5510,Cropland,Water,Water,Non_Water,Water,Water,Water,Water
5511,Cropland,Water,Water,Water,Water,Water,Water,Water
5512,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5513,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5514,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5515,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5516,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5517,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5518,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5519,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5520,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5521,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5522,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5523,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5524,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5525,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5526,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5527,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5528,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5529,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5530,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5531,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5532,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5533,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5534,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5535,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5536,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5537,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5538,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5539,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5540,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5541,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5546,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5547,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5548,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5549,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5550,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5551,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5552,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5553,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5554,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5555,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5556,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5557,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5558,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5559,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5560,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5561,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5562,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5563,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5564,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5565,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5566,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5567,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5568,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5569,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5570,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5571,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5572,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5573,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5574,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5575,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5576,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5577,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5578,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5579,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5580,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5581,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5582,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5583,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5584,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5585,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5586,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5587,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5588,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5589,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5590,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5591,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5592,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5593,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5594,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5595,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5596,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5597,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5598,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5599,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5600,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5601,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5602,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5603,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5604,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5605,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5606,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5607,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5608,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
5609,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
5610,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5611,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5612,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5613,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5614,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5615,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
5616,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5617,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5618,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5619,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5620,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5621,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5622,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5623,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5624,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5625,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5626,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5627,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5628,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5629,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5634,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5635,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5636,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5637,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5638,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5639,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5640,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5641,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5642,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5643,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5644,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5645,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5646,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5647,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5648,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5649,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
5650,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5651,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5652,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
5653,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5654,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5655,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5656,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5657,Wetland,NULL,Water,NULL,Water,Water,NULL,Water
5658,Wetland,NULL,Water,Water,Water,Grassland,NULL,Grassland
5659,Wetland,NULL,Water,Water,Water,Water,NULL,Water
5660,Wetland,NULL,Water,Water,Water,Forest,Water,Water
5661,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5662,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5663,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5664,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5665,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5666,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5667,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5668,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5669,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
5670,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5671,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5672,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5673,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5674,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5675,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5676,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5677,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5678,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5679,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5680,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5681,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5682,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5683,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5684,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5685,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5686,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5687,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5688,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5689,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5690,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5691,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5692,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
5693,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5694,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5695,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5696,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5697,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5698,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5699,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5700,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5701,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
5702,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5703,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5704,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5705,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5706,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5707,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5708,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5709,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
5710,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5711,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5712,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5713,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5714,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5715,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5716,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5717,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5718,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5719,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5720,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5721,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5722,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5723,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5724,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
5725,Wetland,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5726,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5727,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5728,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5729,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5730,Wetland,Water,Water,Water,Water,Water,Water,Water
5731,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5732,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5733,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5734,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5735,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
5736,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
5737,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5738,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5739,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
5740,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5741,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5742,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5743,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5744,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5745,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5746,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5747,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5748,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5749,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5750,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5751,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5752,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5753,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5754,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5755,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
5756,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5757,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5758,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5759,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5760,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5761,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5762,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5763,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5764,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5765,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5766,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5767,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5768,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5769,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5770,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5771,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5772,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5773,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5774,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5775,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5776,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5777,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5778,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5779,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5780,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5781,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5782,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
5783,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5784,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5785,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5786,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
5787,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5788,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
5789,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5790,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5791,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5792,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5793,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5794,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5795,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5796,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5797,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5798,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5799,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5800,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5801,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
5802,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
5803,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
5804,Bareland,NULL,NULL,Water,Non_Wetland,Built-up,Water,Water
