Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
1083,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1084,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1085,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1086,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1087,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1088,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1089,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1090,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1091,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1092,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1093,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1094,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1095,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1096,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1097,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1098,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1099,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1100,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1101,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1102,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1103,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1104,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1105,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1106,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1107,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1108,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1109,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
1110,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1111,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1112,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1113,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1114,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1115,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1116,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1117,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1118,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1119,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1120,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1121,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1122,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1123,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1124,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1125,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1126,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1127,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1128,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1129,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1130,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1131,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1132,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1133,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1134,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1135,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1136,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1137,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1138,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1139,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1140,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1141,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1142,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1143,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1144,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
1145,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1146,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1147,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1148,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1149,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1150,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1151,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1152,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1153,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1154,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1155,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1156,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1157,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1158,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1159,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1160,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1161,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1162,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1163,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1164,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1165,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1166,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1167,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1168,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1169,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1170,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1171,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1172,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1173,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1174,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1175,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1176,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1177,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1178,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1179,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1180,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1181,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1182,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1183,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1184,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
1185,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
1186,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1187,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1188,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1189,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1190,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1191,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1192,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1193,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1194,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1195,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1196,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1197,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1198,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1199,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1200,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1201,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1202,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1203,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1204,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1205,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1206,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1207,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1208,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1209,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1210,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1211,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1212,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1213,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1214,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1215,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1216,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1217,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1218,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1219,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1220,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1221,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1222,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1223,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1224,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1225,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1226,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1227,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1228,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1229,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1230,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1231,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1232,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1233,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1234,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1235,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1236,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1237,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1238,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1239,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1240,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1241,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1242,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1243,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1244,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1245,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1246,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1247,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1248,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1249,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1250,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1251,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1252,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1253,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1254,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1255,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1256,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1257,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1258,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1259,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1260,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1261,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1262,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1263,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1264,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1265,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1266,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1267,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1268,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1269,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1270,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1271,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1272,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1273,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1274,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1275,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1276,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1277,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1278,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1279,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1280,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1281,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1282,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1283,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1284,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1285,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1286,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1287,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1288,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1289,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1290,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1291,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1292,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1293,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1294,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1295,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1296,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1297,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1298,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1299,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1300,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1301,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1302,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1303,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1304,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1305,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1306,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1307,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1308,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1309,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1310,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1311,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1312,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1313,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1314,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
1315,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1316,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1317,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1318,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1319,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1320,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1321,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1322,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1323,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1324,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1325,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1326,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1327,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1328,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1329,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1330,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1331,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1332,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1333,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1334,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1335,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1336,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1337,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1338,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1339,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1340,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1341,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1342,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1343,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1344,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1345,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1346,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1347,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1348,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1349,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1350,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1351,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1352,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1353,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1354,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1355,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1356,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1357,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1358,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1359,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1360,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1361,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1362,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1363,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1364,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1365,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1366,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1367,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1368,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1369,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
1370,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1371,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1372,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1373,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1374,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1375,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1376,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1377,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1378,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1379,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1380,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1381,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1382,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1383,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1384,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1385,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1386,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1387,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1388,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1389,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1390,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1391,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1392,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1393,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1394,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1395,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
1396,Water,Water,Water,NULL,Water,NULL,Water,Water
1397,Water,Water,Water,NULL,Water,NULL,Water,Forest
1398,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1399,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1400,Water,Water,Water,NULL,Water,Grassland,Water,Water
1401,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1402,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1403,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1404,Water,Water,Water,NULL,Water,Wetland,Water,Water
1405,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1406,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1407,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1408,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
1409,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
1410,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
1411,Water,Water,Water,NULL,Water,Bareland,Water,Water
1412,Water,Water,Water,NULL,Water,Bareland,Water,Forest
