Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R
11014,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11015,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
11016,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11017,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11018,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11019,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
11020,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
11021,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11022,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
11023,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
11024,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
11025,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
11026,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11027,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11028,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11029,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11030,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
11031,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11032,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11033,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
11034,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11035,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11036,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11037,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11038,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
11039,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11040,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11041,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
11042,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11043,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11044,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11045,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11046,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11047,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
11048,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
11049,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
11050,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
11051,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11052,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11053,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11054,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11055,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11056,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
11057,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11058,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
11059,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11060,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11061,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11062,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
11063,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
11064,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11065,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
11066,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11067,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11068,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11069,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11070,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11071,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11072,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
11073,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11074,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
11075,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,NULL
11076,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
11077,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11078,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11079,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11080,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11081,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11082,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11083,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
11084,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
11085,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11086,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11087,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11088,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11089,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11090,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11091,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11092,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11093,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11094,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11095,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11096,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11097,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11098,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11099,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11100,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11101,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11102,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11103,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11104,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11105,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11106,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11107,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11108,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11109,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11110,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11111,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11112,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11113,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11114,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11115,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11116,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11117,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11118,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11119,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11120,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11121,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
11122,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11123,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11124,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
11125,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11126,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
11127,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11128,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
11129,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
11130,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11131,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11132,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11133,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
11134,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
11135,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11136,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11137,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11138,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11139,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11140,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11141,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11142,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11143,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11144,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11145,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11146,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11147,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11148,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11149,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11150,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11151,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11152,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11153,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11154,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11155,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11156,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11157,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11158,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
11159,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
11160,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11161,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11162,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11163,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11164,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
11165,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
11166,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11167,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11168,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11169,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11170,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11171,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11172,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11173,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11174,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11175,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11176,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11177,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11178,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
11179,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11180,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11181,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11182,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11183,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11184,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11185,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11186,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11187,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11188,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11189,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11190,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11191,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11192,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11193,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11194,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11195,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11196,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11197,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11198,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11199,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11200,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11201,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
11202,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11203,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11204,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11205,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11206,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11207,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
11208,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11209,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
11210,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
11211,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
11212,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
11213,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
11214,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11215,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11216,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11217,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11218,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
11219,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11220,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
11221,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
11222,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11223,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11224,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11225,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11226,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11227,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,NULL
11228,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11229,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11230,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11231,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11232,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11233,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11234,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11235,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
11236,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11237,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11238,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11239,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11240,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11241,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11242,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11243,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11244,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11245,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11246,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11247,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11248,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11249,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11250,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11251,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
11252,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
11253,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11254,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
11255,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11256,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11257,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11258,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11259,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11260,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11261,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11262,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11263,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11264,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11265,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11266,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11267,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
11268,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11269,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11270,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11271,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11272,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11273,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11274,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
11275,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11276,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
11277,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11278,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11279,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11280,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11281,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
11282,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
11283,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
11284,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11285,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11286,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
11287,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11288,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11289,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
11290,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
11291,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
11292,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11293,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
11294,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11295,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
11296,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11297,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11298,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11299,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
11300,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11301,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
11302,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Wetland,Forest
11303,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
11304,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11305,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11306,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
11307,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11308,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11309,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
11310,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
11311,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
11312,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
11313,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
11314,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
11315,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
11316,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
11317,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11318,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11319,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11320,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
11321,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11322,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
11323,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
11324,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
11325,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11326,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
11327,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
11328,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
11329,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
11330,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11331,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
11332,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
11333,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
