Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
6107,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6108,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
6109,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6110,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6111,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6112,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6113,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6114,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6115,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6116,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6117,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6118,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6119,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6120,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6121,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6122,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6123,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6124,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6125,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6126,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6127,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6128,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6129,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6130,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6131,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6132,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6133,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6134,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6135,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6136,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6137,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6138,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6139,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6140,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6141,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6142,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6143,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6144,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6145,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
6146,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6147,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6148,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6149,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6150,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
6151,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
6152,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
6153,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
6154,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
6155,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
6156,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
6157,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6158,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6159,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6160,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6161,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6162,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6163,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6164,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6165,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6166,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6167,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6168,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6169,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6170,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6171,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
6172,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6173,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6174,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6175,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6176,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6177,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6178,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6179,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6180,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6181,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6182,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6183,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6184,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6185,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6186,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6187,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6188,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6189,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6190,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6191,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6192,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6193,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6194,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6195,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6196,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6197,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6198,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6199,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6200,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6201,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6202,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6203,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6204,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6205,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6206,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6207,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6208,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6209,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6210,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6211,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6212,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6213,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6214,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6215,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6216,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6217,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6218,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6219,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6220,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6221,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6222,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
6223,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
6224,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6225,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6226,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6227,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6228,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6229,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6230,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6231,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6232,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
6233,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6234,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6235,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6236,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6237,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6238,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6239,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6240,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6241,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
6242,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6243,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6244,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
6245,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6246,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6247,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6248,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
6249,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6250,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6251,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6252,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6253,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6254,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6255,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6256,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6258,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6259,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6260,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6261,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6262,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6263,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6264,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6265,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6266,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6267,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6268,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6269,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6270,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6271,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6272,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6273,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6274,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6275,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6276,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
6277,Cropland,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Cropland
6278,Cropland,Cropland,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6279,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6280,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
6281,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6282,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6283,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6284,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6285,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6286,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6287,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6288,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6289,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6290,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6291,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6292,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6293,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6294,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6295,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6296,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6297,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6298,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6299,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6300,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6301,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6302,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6303,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6304,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6305,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6310,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6311,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6312,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6313,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6314,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6315,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6316,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6317,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6318,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6319,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6320,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6321,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6322,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6323,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6324,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6325,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6326,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6327,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6328,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6329,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6330,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6331,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6332,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6333,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6334,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6335,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6338,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6339,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6340,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6341,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6342,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6343,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6344,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6345,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6346,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6347,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6348,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6349,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6350,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6351,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6352,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6353,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6354,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6355,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6356,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6357,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6359,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6360,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6361,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6362,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6363,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6364,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6365,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6366,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6367,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6368,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6369,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6370,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6371,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6372,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6373,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6374,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6375,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6376,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6377,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6378,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6379,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6380,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6381,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6382,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6383,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6384,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6385,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6386,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6387,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6388,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6389,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
6390,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6391,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6392,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6393,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6394,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6395,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6396,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6397,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6398,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6399,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6400,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
6401,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6402,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6403,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
6404,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
6405,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6406,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
6407,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
