Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
2286,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
2287,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
2288,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL
2289,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2290,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland
2291,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2292,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
2293,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
2294,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
2295,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland
2296,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
2297,Water,Water,Bareland,Water,Non_Wetland,NULL,Built-up
2298,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
2299,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
2300,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
2301,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
2302,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland
2303,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland
2304,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
2305,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
2306,Water,Water,Water,NULL,Water,NULL,NULL
2307,Water,Water,Water,NULL,Water,NULL,Grassland
2308,Water,Water,Water,NULL,Water,NULL,Wetland
2309,Water,Water,Water,NULL,Water,NULL,Bareland
2310,Water,Water,Water,NULL,Water,NULL,Water
2311,Water,Water,Water,NULL,Water,NULL,Forest
2312,Water,Water,Water,Non_Water,Water,NULL,NULL
2313,Water,Water,Water,Non_Water,Water,NULL,Grassland
2314,Water,Water,Water,Non_Water,Water,NULL,Wetland
2315,Water,Water,Water,Non_Water,Water,NULL,Bareland
2316,Water,Water,Water,Non_Water,Water,NULL,Water
2317,Water,Water,Water,Non_Water,Water,NULL,Forest
2318,Water,Water,Water,Water,Water,NULL,NULL
2319,Water,Water,Water,Water,Water,NULL,Grassland
2320,Water,Water,Water,Water,Water,NULL,Wetland
2321,Water,Water,Water,Water,Water,NULL,Bareland
2322,Water,Water,Water,Water,Water,NULL,Water
2323,Water,Water,Water,Water,Water,NULL,Forest
2324,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
2325,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2326,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2327,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2328,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
2329,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
2330,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL
2331,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2332,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Cropland
2333,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2334,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
2335,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2336,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2337,Water,Water,Forest,Water,Non_Wetland,NULL,NULL
2338,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
2339,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
2340,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
2341,Water,Water,Forest,Water,Non_Wetland,NULL,Water
2342,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
2343,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2344,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2345,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2346,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2347,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2348,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2349,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2350,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2351,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2352,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2353,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2354,Water,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
2355,Water,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
2356,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2357,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
2358,Water,Forest,Wetland,NULL,Wetland,NULL,Water
2359,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
2360,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2361,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2362,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
2363,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2364,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
2365,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
2366,Water,Forest,Wetland,Water,Wetland,NULL,Bareland
2367,Water,Forest,Wetland,Water,Wetland,NULL,Water
2368,Water,Forest,Wetland,Water,Wetland,NULL,Forest
2369,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2370,Water,Forest,Water,NULL,Water,NULL,Grassland
2371,Water,Forest,Water,NULL,Water,NULL,Water
2372,Water,Forest,Water,NULL,Water,NULL,Forest
2373,Water,Forest,Water,Non_Water,Water,NULL,Grassland
2374,Water,Forest,Water,Non_Water,Water,NULL,Water
2375,Water,Forest,Water,Water,Water,NULL,Grassland
2376,Water,Forest,Water,Water,Water,NULL,Wetland
2377,Water,Forest,Water,Water,Water,NULL,Water
2378,Water,Forest,Water,Water,Water,NULL,Forest
2379,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2380,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2381,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2382,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2383,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2384,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
2385,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
2386,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2387,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2388,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Grassland
2389,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2390,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
2391,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2392,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
2393,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2394,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL
2395,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2396,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
2397,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2398,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
2399,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2400,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2401,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
2402,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2403,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2404,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2406,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2407,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2408,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
2409,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2410,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2411,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
2412,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2413,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
2414,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2415,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2416,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2417,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2418,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2419,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2420,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2421,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2422,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
2423,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2424,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2425,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
2426,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2427,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
2428,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2429,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2430,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up
2431,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
2432,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2433,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
2434,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2435,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2436,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
2437,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
2439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2441,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
2442,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2443,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2444,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2445,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
2446,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
2447,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2448,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
2449,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2450,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2451,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2452,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2453,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL
2454,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2455,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
2456,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2457,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
2458,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2459,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2460,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
2461,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2462,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
2463,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
2464,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2465,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2466,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2467,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
2468,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2469,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
2470,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2471,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2472,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2473,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
2474,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
2475,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
2476,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
2477,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water
2478,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
2479,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2480,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2481,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
2482,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
2483,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
2484,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Water
2485,Forest,NULL,Water,NULL,Water,NULL,Grassland
2486,Forest,NULL,Water,NULL,Water,NULL,Forest
2487,Forest,NULL,Water,Non_Water,Water,NULL,NULL
2488,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2489,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
2490,Forest,NULL,Water,Non_Water,Water,NULL,Water
2491,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2492,Forest,NULL,Water,Water,Water,NULL,Grassland
2493,Forest,NULL,Water,Water,Water,NULL,Wetland
2494,Forest,NULL,Water,Water,Water,NULL,Bareland
2495,Forest,NULL,Water,Water,Water,NULL,Water
2496,Forest,NULL,Water,Water,Water,NULL,Forest
2497,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2498,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2499,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2500,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2501,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2502,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
2503,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2504,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
2505,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2506,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2507,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2508,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
2509,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2510,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2511,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2512,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2513,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL
2514,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2515,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water
2516,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
2517,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2518,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2519,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2520,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2521,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2522,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2523,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
2524,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2525,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2526,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
2527,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2528,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
2529,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
2530,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2531,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2532,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2533,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
2534,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Water
2535,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2536,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
2537,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
2538,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Forest
2539,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2540,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2541,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL
2542,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2543,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2544,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
2545,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL
2546,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2547,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2548,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2549,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL
2550,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
2551,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland
2552,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water
2553,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
2554,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL
2555,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland
2556,Forest,Cropland,Wetland,Water,Wetland,NULL,Bareland
2557,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
2558,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
2559,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL
2560,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2561,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest
2562,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2563,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2564,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
2565,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
2566,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
2567,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,Grassland
2568,Forest,Cropland,Water,Non_Water,Water,NULL,Grassland
2569,Forest,Cropland,Water,Non_Water,Water,NULL,Forest
2570,Forest,Cropland,Water,Water,Water,NULL,Bareland
2571,Forest,Cropland,Water,Water,Water,NULL,Water
2572,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL
2573,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2574,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2575,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL
2576,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2577,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
2578,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
2579,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL
2580,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2581,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2582,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2583,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
2584,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2585,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2586,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2587,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
2588,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2589,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2590,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2591,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2592,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2593,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2594,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
2595,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2596,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2597,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2598,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2599,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2600,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2601,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2602,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2603,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2604,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
2605,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2606,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL
2607,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2608,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2609,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2610,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2611,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2612,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2613,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL
2614,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2615,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2616,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
2617,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
2618,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2619,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2620,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
2621,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
2622,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
2623,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
2624,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2625,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2626,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
2627,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2628,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2629,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL
2630,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
2631,Forest,Wetland,Wetland,Water,Wetland,NULL,Cropland
2632,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
2633,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
2634,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
2635,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
2636,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2637,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2638,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2639,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
2640,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2641,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL
2642,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2643,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
2644,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2645,Forest,Wetland,Water,NULL,Water,NULL,NULL
2646,Forest,Wetland,Water,NULL,Water,NULL,Grassland
2647,Forest,Wetland,Water,NULL,Water,NULL,Wetland
2648,Forest,Wetland,Water,NULL,Water,NULL,Water
2649,Forest,Wetland,Water,NULL,Water,NULL,Forest
2650,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
2651,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
2652,Forest,Wetland,Water,Non_Water,Water,NULL,Water
2653,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
2654,Forest,Wetland,Water,Water,Water,NULL,NULL
2655,Forest,Wetland,Water,Water,Water,NULL,Grassland
2656,Forest,Wetland,Water,Water,Water,NULL,Wetland
2657,Forest,Wetland,Water,Water,Water,NULL,Water
2658,Forest,Wetland,Water,Water,Water,NULL,Forest
2659,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2660,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2661,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2662,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2663,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2664,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL
2665,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2666,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2667,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2668,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2669,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2670,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2671,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
2672,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2673,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
2674,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
