Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
1037,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1038,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
1039,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
1040,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
1041,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1042,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1043,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
1044,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1045,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1046,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1047,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1048,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1049,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1050,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1051,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1052,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1053,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
1054,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1055,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1056,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1057,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1058,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1059,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1060,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1061,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1062,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1063,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1064,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
1065,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
1066,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1067,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1068,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1069,Grassland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
1070,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
1071,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1072,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1073,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1074,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1075,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1076,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1077,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1078,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1079,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1080,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1081,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1082,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1083,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1084,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1085,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1086,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1087,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1088,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1089,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1090,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1091,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1092,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1093,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1094,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1095,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1096,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1097,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1098,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1099,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1100,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1101,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1104,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1106,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1107,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1110,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1111,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1112,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1113,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1114,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1115,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1116,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1117,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1118,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1119,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1120,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1121,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1122,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1123,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1124,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1125,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1126,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1127,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1128,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1129,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1130,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1131,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1132,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1133,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1134,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1135,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1136,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1137,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1138,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1139,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1140,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1141,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1142,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1143,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1144,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1145,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1146,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1147,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1148,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1149,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
1150,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
1151,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1152,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
1153,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1154,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1155,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1156,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1157,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
1158,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1159,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1160,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1161,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1162,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1163,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1164,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1165,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
1166,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1167,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1168,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
1169,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1170,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1171,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1172,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1173,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1174,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1175,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1176,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1177,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1179,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1180,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1181,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1182,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1183,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1184,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1185,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1186,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1187,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1188,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1189,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1190,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1191,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1192,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1193,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1194,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1195,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1196,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1197,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1198,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1199,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1200,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1201,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1202,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1203,Grassland,Built-up,Wetland,NULL,NULL,Built-up,Water,Grassland
1204,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1205,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1206,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1207,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
1208,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1209,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1210,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1211,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1212,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1213,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1214,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1216,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
1218,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1219,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1220,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1221,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1223,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1224,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1225,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1226,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1227,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1228,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1229,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
1230,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1231,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1232,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1233,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1234,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
1235,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1236,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1237,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1238,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1239,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1240,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1241,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1242,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1243,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1244,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1245,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1246,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1247,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1248,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1249,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1250,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1251,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1252,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1253,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1254,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1255,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1261,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1262,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1263,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1264,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1265,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1266,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1267,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1268,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1269,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1270,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1271,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1272,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1273,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1274,Cropland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1275,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1276,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1277,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1278,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1279,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1280,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
1281,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1282,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1283,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1284,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1285,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1286,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1287,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1288,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1289,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1290,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1291,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1292,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1293,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1294,Cropland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
1295,Cropland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
1296,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1297,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1301,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1302,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1305,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1306,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1307,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1308,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1309,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1310,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1311,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1312,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1313,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1314,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1316,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1317,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Wetland
1318,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1319,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1320,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1321,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1322,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1323,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1324,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1325,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1327,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1328,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1329,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1330,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1331,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1332,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1333,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1334,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1335,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1336,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1337,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1338,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1339,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1340,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1341,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1342,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1343,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1345,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1346,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
