Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
8344,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8345,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8346,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8347,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8348,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8349,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
8350,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8351,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8352,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8353,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8354,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8355,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8356,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8357,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
8358,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
8359,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8360,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
8361,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
8362,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8363,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
8364,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8365,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
8366,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
8367,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8368,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8369,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8370,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8371,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8372,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8373,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8374,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8375,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
8376,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
8377,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Water
8378,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8379,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8380,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8381,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8382,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8383,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8384,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8385,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8386,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8387,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
8388,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8389,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
8390,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
8391,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8392,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8393,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Water
8394,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8395,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8396,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8397,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
8398,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8399,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8400,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8401,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8402,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8403,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8404,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8405,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8406,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
8407,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8408,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
8409,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8410,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8411,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
8412,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8413,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8414,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8415,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8416,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8417,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8418,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8419,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8420,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8421,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8422,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8423,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8424,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8425,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8426,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8427,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8428,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8429,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8430,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8431,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
8432,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
8433,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8434,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8435,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8436,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
8437,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
8438,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8439,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
8440,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
8441,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
8442,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8443,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8444,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
8445,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8446,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8447,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8448,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8449,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8450,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8451,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8452,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8453,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8454,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,NULL
8455,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8456,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
8457,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
8458,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
8459,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8460,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
8461,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8462,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8463,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8464,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8465,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
8466,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
8467,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8468,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8469,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8470,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
8471,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8472,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8473,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8474,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8475,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8476,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8477,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8478,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8479,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8480,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8481,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8482,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8483,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,NULL
8484,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
8485,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8486,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8487,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8488,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8489,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8490,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
8491,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8492,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
8493,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8494,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
8495,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8496,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8497,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8498,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8499,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8500,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
8502,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
8504,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8505,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8506,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8507,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
8508,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
8509,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8510,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8511,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8512,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8513,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
8514,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8515,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
8516,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
8517,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8518,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8519,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8520,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
8521,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8522,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8523,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
8524,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8525,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8526,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
8527,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8528,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8529,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8530,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
8531,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8532,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8533,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
8534,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
8535,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8536,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
8537,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8538,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
8539,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8540,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8541,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Cropland
8542,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
8543,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8544,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8545,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
8546,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
8547,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8548,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,NULL
8549,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
8550,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
8551,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8552,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8553,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
8554,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
8555,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Water
8556,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Forest
8557,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
8558,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Water
8559,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
8560,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
8561,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8562,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
8563,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Cropland
8564,Cropland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Bareland
8565,Cropland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
8566,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
8567,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Bareland,Wetland
8568,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
8569,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Forest
8570,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8571,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8572,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8573,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8574,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8575,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8576,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8577,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8578,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8579,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8580,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8581,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8582,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8583,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8584,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8585,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8586,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8587,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8588,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8589,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8590,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8591,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8592,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8593,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8594,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8595,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8596,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8597,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8598,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8599,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8600,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8601,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8602,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8603,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8604,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8605,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8606,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8607,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8608,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8609,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8610,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8611,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8612,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
8613,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8614,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
8615,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8616,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Water
8617,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8618,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
8619,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8620,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
8621,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8622,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8623,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8624,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8625,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8626,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8627,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
8628,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8629,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8630,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8631,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8632,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8633,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8635,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8643,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8644,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8645,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8646,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8647,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8649,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8650,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8651,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8652,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
