Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDC_M_R
1921,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1922,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1923,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1924,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1925,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1926,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1927,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1928,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1929,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1932,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1933,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1934,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1935,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1936,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1937,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1938,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1939,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1940,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1941,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1942,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1944,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1945,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1946,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1947,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1948,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1949,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1950,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1951,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1952,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1953,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1954,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1955,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1956,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1957,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1958,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1960,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1961,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1962,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1963,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1964,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1966,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1967,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1968,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1969,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1971,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1973,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1974,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1976,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1977,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1978,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1979,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1980,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1982,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1983,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1984,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1985,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1986,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1988,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1990,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1991,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1992,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1993,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1994,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1995,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1996,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1997,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1998,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1999,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2000,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2001,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2002,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2003,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2004,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2005,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2006,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2007,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2008,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2009,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2010,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2011,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2012,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2014,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2015,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2016,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2017,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2019,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2020,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2021,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2022,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2023,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2024,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2025,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2026,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2027,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2028,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2029,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2030,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2031,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2032,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2033,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2034,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2035,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2036,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2037,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2038,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2039,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2040,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2041,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2042,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2043,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
2044,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2045,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
2046,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
2047,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2048,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2049,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2050,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2052,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2054,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2055,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2057,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2058,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2059,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2060,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2061,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2062,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2064,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2065,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2066,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2067,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2068,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2069,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2070,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2071,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2072,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2073,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2074,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2075,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2076,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2077,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2078,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2079,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2080,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2081,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2082,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2083,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2084,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2085,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2086,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2087,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2088,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2089,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2090,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2091,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2092,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2093,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2094,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2095,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2096,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2097,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2098,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2099,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2100,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2101,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2102,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2103,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2104,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2105,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2106,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2108,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2109,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2110,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2111,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2112,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2113,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2114,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2115,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2116,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2117,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2118,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2119,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2120,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2121,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2122,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2123,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2124,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2125,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2126,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2127,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2128,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2129,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2130,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2131,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2132,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2133,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2135,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2136,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2137,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2138,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2139,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2140,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2141,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2142,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2143,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2144,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2145,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2146,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2147,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2148,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2149,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2150,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2151,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2152,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2153,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2154,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2155,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2156,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2157,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2158,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2159,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2160,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2161,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2162,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2163,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2164,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2165,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2166,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2167,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2168,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2170,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2171,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2172,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2173,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2174,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2175,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2176,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2177,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2178,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2179,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2180,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2181,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2182,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2183,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2184,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2185,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2186,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2187,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2188,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2189,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2190,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2191,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2192,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2193,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2194,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2195,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2196,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2197,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2198,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2199,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2200,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2201,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2202,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2203,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2204,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2205,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2206,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2207,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2208,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2209,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2210,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2211,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2212,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2213,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2214,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2215,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2216,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2217,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2218,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2219,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2220,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2221,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2222,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2223,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2224,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2225,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2226,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2227,Water,NULL,Water,Water,Water,NULL,NULL,Water
2228,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2230,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2231,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2232,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2233,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2234,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2235,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2236,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2237,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2238,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2239,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2240,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2241,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2242,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2243,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2244,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2245,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2246,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2247,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2248,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2249,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2250,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2251,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2252,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2253,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2254,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2255,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
