Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
5137,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5138,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5139,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5140,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5141,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5142,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5143,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5144,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5145,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5146,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5147,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5148,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5149,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5150,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5151,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5152,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5153,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5154,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5155,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5156,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5157,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5158,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5159,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5160,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5161,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5162,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5163,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5164,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5165,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5166,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5167,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5168,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5169,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5170,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5171,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5172,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5173,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5174,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5175,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5176,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5177,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5178,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5179,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5180,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5181,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5182,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5183,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5184,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5185,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5186,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5187,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5188,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5189,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5190,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5191,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5192,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5193,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5194,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5195,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5196,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5197,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5198,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5199,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5200,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5201,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5202,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5203,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5204,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5205,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5206,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
5207,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5208,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5209,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5210,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5211,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5212,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5213,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5214,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5215,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5216,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5217,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5218,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5219,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5220,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5221,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5222,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5223,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5224,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5225,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5226,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5227,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5228,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5229,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5230,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5231,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5232,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5233,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5234,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5235,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5236,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5237,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5238,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5239,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5240,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5241,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5242,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5243,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5244,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5245,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5246,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5247,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5248,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5249,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5250,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5251,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5252,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5253,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5254,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5255,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5256,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5257,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5258,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5259,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5260,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5261,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5262,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5263,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5264,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5265,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5266,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5267,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5268,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5269,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5270,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5271,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5272,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5273,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5274,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5275,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
5276,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
5277,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5278,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5279,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5280,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5281,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5282,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5283,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5284,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5285,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5286,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5287,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5288,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5289,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5290,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5291,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5292,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5293,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5294,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5295,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5296,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5297,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5298,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5299,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5300,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5301,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5302,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5303,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5304,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5305,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5306,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5307,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5308,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5309,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5310,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5311,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5312,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5313,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5314,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5315,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5316,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5317,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5318,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5319,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5320,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5321,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5322,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5323,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5324,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5325,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5326,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5327,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5328,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5329,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5330,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5331,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5332,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
5333,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5334,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5335,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5336,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5337,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5338,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5339,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5340,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5341,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5342,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5343,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5344,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5345,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5346,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5347,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5348,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5349,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5350,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5351,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5352,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5353,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5354,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5355,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5356,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5357,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5358,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
5359,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5360,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5361,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5362,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5363,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5364,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5365,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5366,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5367,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5368,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5369,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5370,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5371,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5372,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5373,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5374,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5375,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5376,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5377,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5378,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5379,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5380,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5381,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5382,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5383,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5384,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5385,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5386,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5387,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5388,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5389,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5390,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5391,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5392,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5393,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5394,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5395,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5396,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5397,Bareland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
5398,Bareland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
5399,Bareland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5400,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5401,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5402,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5403,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5404,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5405,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
5406,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
5407,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5408,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5409,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5410,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5411,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5412,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5413,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5414,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5415,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5416,Bareland,NULL,Water,NULL,Water,Shrubland,Water,Water
5417,Bareland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
5418,Bareland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
5419,Bareland,NULL,Water,Water,Water,NULL,Water,Wetland
5420,Bareland,NULL,Water,Water,Water,Shrubland,Water,Wetland
5421,Bareland,NULL,Water,Water,Water,Water,Water,Water
5422,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5423,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5424,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5425,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5426,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5427,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5428,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5429,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5430,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5431,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5432,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5433,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5434,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5435,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5436,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5437,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5438,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5439,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5440,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5441,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5442,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5443,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5444,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5445,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5446,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5447,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5448,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5449,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5450,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5451,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5452,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5453,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5454,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
