Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
5497,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5498,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5499,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5500,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5501,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5502,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5503,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5504,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5505,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5506,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5507,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5508,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5509,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
5510,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5511,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
5512,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5513,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5514,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
5515,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
5516,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5517,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5518,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5519,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5520,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5521,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5522,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5523,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5524,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5525,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5526,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5527,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
5528,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5529,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5530,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5531,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5532,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5533,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5534,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
5535,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5536,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5537,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5538,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5539,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5540,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
5541,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5542,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5543,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
5544,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5545,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5546,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5547,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5548,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5549,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5550,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5551,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
5552,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5553,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5554,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5555,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5556,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5557,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5558,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5559,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5560,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5561,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5562,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5563,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5564,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5565,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5566,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
5567,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5568,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5569,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5570,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5571,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
5572,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5573,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5574,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Forest
5575,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
5576,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Water
5577,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Forest
5578,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
5579,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
5580,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Water
5581,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
5582,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
5583,Wetland,Water,Water,NULL,Water,Water,Shrubland,Forest
5584,Wetland,Water,Water,Non_Water,Water,Wetland,Shrubland,Wetland
5585,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5586,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5587,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5588,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
5589,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
5590,Wetland,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
5591,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
5592,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
5593,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5594,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
5595,Wetland,Water,Water,Water,Water,Wetland,Shrubland,Wetland
5596,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
5597,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
5598,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5599,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
5600,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
5601,Wetland,Water,Water,Water,Water,Bareland,Water,Water
5602,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5603,Wetland,Water,Water,Water,Water,Water,Water,Water
5604,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5605,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5606,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5607,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5608,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5609,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5610,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5611,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5612,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5613,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5614,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5615,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5616,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5617,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5618,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5619,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5620,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5621,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5622,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5623,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5624,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5625,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5626,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
5627,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5628,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5629,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5630,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5631,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
5632,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5633,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5634,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5635,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5636,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5637,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5638,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5639,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5640,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5641,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5642,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
5643,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
5644,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5645,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5646,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5647,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
5648,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5649,Wetland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5650,Wetland,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
5651,Wetland,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
5652,Wetland,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
5653,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
5654,Wetland,Forest,Water,NULL,Water,Bareland,Water,Wetland
5655,Wetland,Forest,Water,Non_Water,Water,Wetland,Shrubland,Forest
5656,Wetland,Forest,Water,Non_Water,Water,Wetland,Bareland,Grassland
5657,Wetland,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
5658,Wetland,Forest,Water,Non_Water,Water,Water,Water,Wetland
5659,Wetland,Forest,Water,Water,Water,Wetland,Shrubland,Grassland
5660,Wetland,Forest,Water,Water,Water,Wetland,Bareland,Grassland
5661,Wetland,Forest,Water,Water,Water,Bareland,Wetland,Wetland
5662,Wetland,Forest,Water,Water,Water,Bareland,Bareland,Wetland
5663,Wetland,Forest,Water,Water,Water,Bareland,Water,Wetland
5664,Wetland,Forest,Water,Water,Water,Bareland,Water,Water
5665,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
5666,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5667,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5668,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5669,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5670,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5671,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5672,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5673,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5674,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5675,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5676,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5677,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5678,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5679,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5680,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5681,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Wetland
5682,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5683,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5684,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5685,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5686,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5687,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5688,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5689,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5690,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5691,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5692,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5693,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5694,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5695,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5696,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5697,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5698,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5699,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5700,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5701,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5702,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5703,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5704,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5705,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5706,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5707,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5708,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5709,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5710,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5711,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5712,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5713,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5714,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5715,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5716,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5717,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5718,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5719,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5720,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5721,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5722,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5723,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5724,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5725,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5726,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5727,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5728,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5729,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5730,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5731,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5732,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5733,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5734,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5735,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5736,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5737,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5738,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5739,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5740,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5741,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5742,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5743,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5744,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5745,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5746,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5747,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5748,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5749,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
5750,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5751,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5752,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5753,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5754,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5755,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5756,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5757,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5758,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5759,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5760,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5761,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5762,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5763,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5764,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5765,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5766,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5767,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5768,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5771,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5772,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
5773,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5774,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5775,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5776,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5777,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5778,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5779,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5780,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5781,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5782,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5783,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5784,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
5785,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5786,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5787,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5788,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5789,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5790,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5791,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5808,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5809,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5810,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5811,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
