Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBD_M_R
3499,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3500,Grassland,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3501,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
3502,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3503,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3504,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3505,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3506,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3507,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3508,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3509,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3510,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3511,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3512,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3513,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3514,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3515,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3516,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3517,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
3518,Grassland,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
3519,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3520,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3521,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3522,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3523,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3524,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3525,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3526,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3527,Grassland,Forest,Water,NULL,Water,NULL,Wetland,Grassland
3528,Grassland,Forest,Water,NULL,Water,NULL,Wetland,Forest
3529,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3530,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
3531,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Water
3532,Grassland,Forest,Water,NULL,Water,Water,Wetland,Water
3533,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
3534,Grassland,Forest,Water,Water,Water,NULL,Wetland,Grassland
3535,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3536,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3537,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
3538,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
3539,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
3540,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
3541,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
3542,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
3543,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
3544,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
3545,Grassland,Forest,Water,Water,Water,Water,Water,Water
3546,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3547,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3548,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3549,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3550,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3551,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3552,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3553,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3554,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3555,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3556,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3557,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3558,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3559,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3560,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3561,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3562,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3563,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3564,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3565,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3566,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3567,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3568,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3569,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3570,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3571,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3572,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3573,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3575,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3576,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3577,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3578,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3579,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3580,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3581,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3582,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3583,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3584,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3585,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3586,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3587,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3588,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3589,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3590,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3591,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3592,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3593,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3594,Cropland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3595,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3634,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3637,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3638,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3639,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3640,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3641,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3642,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3643,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3644,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3645,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3646,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3647,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3648,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3649,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3650,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3651,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3652,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3653,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3654,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3655,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3656,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3657,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3658,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3659,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3660,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3661,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3662,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3663,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3664,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3665,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3666,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3667,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3668,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3669,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3670,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3671,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3672,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3673,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3674,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3675,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3676,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3677,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3678,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3679,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3680,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3681,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3682,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3683,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3684,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3685,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3686,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3687,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3688,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3689,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3690,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3691,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3692,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3693,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3694,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3695,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3696,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3697,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3698,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3699,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3700,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3701,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3702,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3703,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
3704,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3705,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3706,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3707,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3708,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3709,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3710,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3711,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3712,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3713,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3714,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3715,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
3716,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3717,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3718,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3719,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3720,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3721,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3722,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3723,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3724,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3725,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3726,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3727,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
3728,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3729,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3730,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3731,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3732,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3733,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3734,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3735,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3736,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3737,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
3738,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3739,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3740,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3741,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
3742,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3743,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
3744,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3745,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3746,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3747,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3748,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3749,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3750,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3751,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3752,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3753,Cropland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3754,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3755,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3756,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3757,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3758,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3759,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3760,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3761,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3762,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3763,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
3764,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3765,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3766,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3767,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3768,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3769,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3770,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
3771,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3772,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3773,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3774,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3775,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3776,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3777,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3778,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3779,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3780,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3781,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3782,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3783,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3784,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3785,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3786,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3787,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
3788,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3789,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3790,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3791,Cropland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
3792,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3793,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3794,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3795,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
3796,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3797,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3798,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3799,Cropland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3800,Cropland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
3801,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3802,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3803,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3804,Cropland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
3805,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3806,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3807,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3808,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3809,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3810,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
