Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
10036,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10037,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
10038,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
10039,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10040,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10041,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10042,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10043,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
10044,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
10045,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10046,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10047,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
10048,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10049,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10050,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10051,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
10052,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10053,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10054,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
10055,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
10056,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10057,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
10058,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10059,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
10060,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10061,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
10062,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10063,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10064,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
10065,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
10066,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10067,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
10068,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
10069,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
10070,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
10071,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10072,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
10073,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
10074,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
10075,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
10076,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,NULL
10077,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10078,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
10079,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10080,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
10081,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
10082,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10083,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
10084,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
10085,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
10086,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10087,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
10088,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
10089,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10090,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
10091,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
10092,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10093,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
10094,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10095,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
10096,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
10097,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
10098,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
10099,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
10100,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
10101,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
10102,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
10103,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10104,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
10105,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
10106,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10107,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
10108,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
10109,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,NULL
10110,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
10111,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
10112,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
10113,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
10114,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10115,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
10116,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
10117,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
10118,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
10119,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
10120,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,Grassland,Wetland
10121,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
10122,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10123,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10124,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
10125,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
10126,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10127,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10128,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10129,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10130,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
10131,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
10132,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
10133,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10134,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
10135,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10136,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10137,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10138,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10139,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10140,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
10141,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10142,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
10143,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10144,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10145,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10146,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
10147,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10148,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10149,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
10150,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10151,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10152,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
10153,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
10154,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
10155,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10156,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
10157,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
10158,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
10159,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
10160,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10161,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Cropland
10162,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10163,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10164,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
10165,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
10166,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Cropland
10167,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
10168,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
10169,Cropland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
10170,Cropland,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
10171,Cropland,Cropland,Wetland,Water,Wetland,Bareland,NULL,Wetland
10172,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
10173,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
10174,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
10175,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
10176,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
10177,Cropland,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
10178,Cropland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
10179,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,NULL
10180,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
10181,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
10182,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
10183,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
10184,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
10185,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
10186,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10187,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
10188,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
10189,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
10190,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,NULL
10191,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10192,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10193,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
10194,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
10195,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10196,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10197,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
10198,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
10199,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
10200,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10201,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10202,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
10203,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
10204,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10205,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
10206,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10207,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10208,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10209,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
10210,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
10211,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
10212,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
10213,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
10214,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10215,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
10216,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
10217,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10218,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10219,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10220,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10221,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
10222,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
10223,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10224,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland,NULL,Wetland
10225,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
10226,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
10227,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10228,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10229,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10230,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10231,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10232,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10233,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10234,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10235,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
10236,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
10237,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10238,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10239,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
10240,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10241,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10242,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10243,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
10244,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10245,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
10246,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10247,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
10248,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10249,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10250,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10251,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10252,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10253,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10254,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
10255,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10256,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
10257,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10258,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10259,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10260,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10261,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10262,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10263,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10264,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10265,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10266,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10267,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10268,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10269,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10270,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10271,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10272,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10273,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10274,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10275,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10276,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
10277,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10278,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10279,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
10280,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10281,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
10282,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10283,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
10284,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10285,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10286,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
10287,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10288,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10289,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
10290,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10291,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
10292,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
10293,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10294,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10295,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10296,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10297,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10298,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10299,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10300,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10301,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10302,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10303,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
10304,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10305,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10306,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10307,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10308,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10309,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10310,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10311,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10312,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10313,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10314,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10315,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10316,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10317,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
10318,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10319,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10320,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
10321,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
10322,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10323,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
10324,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10325,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10326,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10327,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10328,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10329,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
10330,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10331,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
10332,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10333,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10334,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10335,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
