Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
7499,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7500,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
7501,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7502,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7503,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7504,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7505,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7506,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7507,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7508,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7509,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7510,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7511,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
7512,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7513,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7514,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7515,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7516,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7517,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7518,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
7519,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
7520,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
7521,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
7522,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
7523,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
7524,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7525,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
7526,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
7527,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
7528,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Bareland
7529,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
7530,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
7531,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
7532,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Forest
7533,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7534,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
7535,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
7536,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
7537,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
7538,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
7539,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
7540,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7541,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7542,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7543,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7544,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
7545,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7546,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7547,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7548,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7549,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
7550,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7551,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7552,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7553,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7554,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
7555,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
7556,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7557,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7558,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7559,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7560,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7561,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Water
7562,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7563,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7564,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7565,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Water,Water
7566,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7567,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
7568,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
7569,Water,Cropland,NULL,NULL,Non_Wetland,Water,Built-up,Forest
7570,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
7571,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7572,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
7573,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7574,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7575,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7576,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
7577,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Forest
7578,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
7579,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
7580,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
7581,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7582,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7583,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7584,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7585,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7586,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7587,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7588,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7589,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7590,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7591,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7592,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7593,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7594,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7595,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
7596,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
7597,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7598,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7599,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7600,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7601,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7602,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7603,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7604,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7605,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7606,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7607,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7608,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7609,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7610,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7611,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7612,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7613,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7614,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7615,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7616,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7617,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
7618,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7619,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7620,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7621,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7622,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7623,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7624,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7625,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7626,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7627,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
7628,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7629,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7630,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7631,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7632,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7633,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7634,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7635,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7636,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7637,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7638,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7639,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7640,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7641,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7642,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7643,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7644,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7645,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7646,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7647,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7648,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
7649,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7650,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7651,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7652,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7653,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7654,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7655,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7656,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7657,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7658,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7659,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
7660,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7661,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7662,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7663,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
7664,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7665,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7666,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
7667,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7668,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
7669,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
7670,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7671,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7672,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7673,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7674,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7675,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7676,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
7677,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7678,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7679,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
7680,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Bareland
7681,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7682,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7683,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7684,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7685,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
7686,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7687,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
7688,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
7689,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7690,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
7691,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
7692,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7693,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7694,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7695,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
7696,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
7697,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7698,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
7699,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7700,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7701,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7702,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7703,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7704,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7705,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
7706,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7707,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7708,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
7709,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7710,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7711,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
7712,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7713,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7714,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7715,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Cropland
7716,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
7717,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7718,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7719,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7720,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
7721,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Forest
7722,Water,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
7723,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7724,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
7725,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
7726,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
7727,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
7728,Water,Cropland,Water,NULL,Water,NULL,Water,Water
7729,Water,Cropland,Water,NULL,Water,Water,NULL,Water
7730,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
7731,Water,Cropland,Water,NULL,Water,Water,Water,Water
7732,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
7733,Water,Cropland,Water,Water,Water,NULL,Water,Bareland
7734,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
7735,Water,Cropland,Water,Water,Water,Water,Wetland,Forest
7736,Water,Cropland,Water,Water,Water,Water,Water,Water
7737,Water,Cropland,Water,Water,Water,Water,Water,Forest
7738,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7739,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7740,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7741,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7742,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7743,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7744,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7745,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7746,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7747,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7748,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7749,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7750,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7751,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7752,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7753,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7754,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7755,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7756,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
7757,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7758,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
7759,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
7760,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
7761,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7762,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7763,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7764,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7765,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
7766,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7767,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
7768,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
7769,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7770,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7771,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7772,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
7773,Water,Wetland,Water,NULL,Water,Water,Water,Forest
7774,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7775,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7776,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7777,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7778,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7779,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7780,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7781,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
7782,Water,Bareland,Water,Water,Water,Water,Water,Water
7783,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7784,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7785,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
7786,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7787,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7788,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
7789,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7790,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7791,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7792,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7793,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
7794,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
7795,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7796,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7797,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
7798,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
7799,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7800,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7801,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7802,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7803,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7804,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7805,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7806,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7807,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7808,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
7809,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7810,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
7811,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7812,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7813,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
7814,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
7815,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7816,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7817,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
7818,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7819,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
7820,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
7821,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
7822,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7823,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7824,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7825,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
7826,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
7827,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
7828,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
7829,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
7830,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7831,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
7832,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Built-up
7833,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7834,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7835,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
7836,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
7837,Water,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
7838,Water,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Bareland
7839,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Water
7840,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
