Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHJ_M_R
1918,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1919,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1920,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1921,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1922,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1923,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1924,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1925,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1927,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1928,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1929,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1930,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1931,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1932,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland
1933,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1934,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1935,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1936,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1937,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1938,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1939,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1940,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1941,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1942,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1943,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1944,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1945,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
1946,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
1947,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1948,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1949,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1950,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1951,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1952,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1953,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
1954,Water,Forest,Wetland,Water,Wetland,NULL,Cropland
1955,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1956,Water,Forest,Wetland,Water,Wetland,NULL,Water
1957,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1958,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1959,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
1960,Water,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1961,Water,Forest,Water,NULL,Water,NULL,Grassland
1962,Water,Forest,Water,NULL,Water,NULL,Water
1963,Water,Forest,Water,NULL,Water,NULL,Forest
1964,Water,Forest,Water,Non_Water,Water,NULL,Water
1965,Water,Forest,Water,Non_Water,Water,NULL,Forest
1966,Water,Forest,Water,Water,Water,NULL,Grassland
1967,Water,Forest,Water,Water,Water,NULL,Wetland
1968,Water,Forest,Water,Water,Water,NULL,Water
1969,Water,Forest,Water,Water,Water,NULL,Forest
1970,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1971,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1972,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1973,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1974,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1975,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1976,Water,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1977,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1978,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1979,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1980,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1981,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1982,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1983,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1984,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1985,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1986,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1987,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1988,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
1989,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1990,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1991,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1992,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1993,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1994,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1995,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1996,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1997,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
2000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2001,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2002,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2003,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2004,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2005,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2006,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2007,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
2008,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2009,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2010,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
2011,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2012,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2013,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
2014,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2015,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2016,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
2017,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2018,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
2019,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2020,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
2021,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2022,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2023,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
2024,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2025,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
2026,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2027,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
2028,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2029,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2030,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2031,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2032,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
2033,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2034,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
2035,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2036,Forest,NULL,Wetland,NULL,Wetland,NULL,Cropland
2037,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2038,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
2039,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up
2040,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2041,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2042,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL
2043,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2044,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
2045,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2046,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
2047,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2048,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2049,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
2050,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2051,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
2052,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
2053,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2054,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2055,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2056,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
2057,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2058,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
2059,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
2060,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
2061,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2062,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2063,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
2064,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
2065,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
2066,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
2067,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
2068,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2069,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2070,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
2071,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2072,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2073,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
2074,Forest,NULL,Water,NULL,Water,NULL,Grassland
2075,Forest,NULL,Water,NULL,Water,NULL,Wetland
2076,Forest,NULL,Water,NULL,Water,NULL,Forest
2077,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2078,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
2079,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2080,Forest,NULL,Water,Water,Water,NULL,Grassland
2081,Forest,NULL,Water,Water,Water,NULL,Wetland
2082,Forest,NULL,Water,Water,Water,NULL,Water
2083,Forest,NULL,Water,Water,Water,NULL,Forest
2084,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2086,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2087,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2088,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
2089,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2090,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2091,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
2092,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2093,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2094,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2095,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2096,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2097,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2098,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2099,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2100,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2101,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
2102,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2103,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2104,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2105,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2106,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
2107,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2108,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2109,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
2110,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2111,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2112,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2113,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2114,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2115,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
2116,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
2117,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland
2118,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland
2119,Forest,Cropland,Wetland,Water,Wetland,NULL,Bareland
2120,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
2121,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
2122,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2123,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
2124,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
2125,Forest,Cropland,Water,NULL,Water,NULL,Forest
2126,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2127,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2128,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2129,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2130,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2131,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2132,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2133,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
2134,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2135,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2136,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2137,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2138,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2139,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2140,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2141,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2142,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2143,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Cropland
2144,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2145,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Built-up
2146,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2147,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2148,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2149,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2150,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2151,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2152,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2153,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2154,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2155,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2156,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up
2157,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2158,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2159,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2160,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
2161,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2162,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2163,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
2164,Forest,Wetland,Wetland,NULL,Wetland,NULL,Built-up
2165,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
2166,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
2167,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
2168,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2169,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2170,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2171,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2172,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
2173,Forest,Wetland,Wetland,Water,Wetland,NULL,Cropland
2174,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
2175,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
2176,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
2177,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2178,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
2179,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2180,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2181,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2182,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
2183,Forest,Wetland,Water,NULL,Water,NULL,Grassland
2184,Forest,Wetland,Water,NULL,Water,NULL,Wetland
2185,Forest,Wetland,Water,NULL,Water,NULL,Water
2186,Forest,Wetland,Water,NULL,Water,NULL,Forest
2187,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
2188,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
2189,Forest,Wetland,Water,Non_Water,Water,NULL,Water
2190,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
2191,Forest,Wetland,Water,Water,Water,NULL,Grassland
2192,Forest,Wetland,Water,Water,Water,NULL,Wetland
2193,Forest,Wetland,Water,Water,Water,NULL,Water
2194,Forest,Wetland,Water,Water,Water,NULL,Forest
2195,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2196,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2197,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2198,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2199,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2200,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2201,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2202,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2203,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2204,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2205,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
2206,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2207,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2208,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
2209,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
2210,Forest,Bareland,Wetland,NULL,Wetland,NULL,Forest
2211,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
2212,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2213,Forest,Bareland,Wetland,Water,Wetland,NULL,Grassland
2214,Forest,Bareland,Wetland,Water,Wetland,NULL,Wetland
2215,Forest,Bareland,Wetland,Water,Wetland,NULL,Bareland
2216,Forest,Bareland,Wetland,Water,Wetland,NULL,Water
2217,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
2218,Forest,Bareland,Water,Water,Water,NULL,Wetland
2219,Forest,Bareland,Water,Water,Water,NULL,Water
2220,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2221,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2222,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2223,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
2224,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2225,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
2226,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2227,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
2228,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
2229,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2230,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2231,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
2232,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2233,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
2234,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2235,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2236,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
2237,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
2238,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2239,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
2240,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2241,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
2242,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2243,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
2244,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2245,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2246,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
2247,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2248,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
2249,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
2250,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2251,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2252,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2253,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2254,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2255,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2256,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2257,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
2258,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2259,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2260,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
2261,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2262,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
2263,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2264,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2265,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2266,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2267,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2268,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
2269,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
2270,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2271,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2272,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water
2273,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
2274,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
2275,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
2276,Forest,Water,Wetland,NULL,Wetland,NULL,Water
2277,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
2278,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2279,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2280,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2281,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
2282,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
2283,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
2284,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
2285,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
2286,Forest,Water,Wetland,Water,Wetland,NULL,Water
2287,Forest,Water,Wetland,Water,Wetland,NULL,Forest
2288,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
2289,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
2290,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
2291,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
2292,Forest,Water,Bareland,Water,Non_Wetland,NULL,Grassland
2293,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest
2294,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest
2295,Forest,Water,Water,NULL,Water,NULL,Grassland
2296,Forest,Water,Water,NULL,Water,NULL,Water
2297,Forest,Water,Water,NULL,Water,NULL,Forest
2298,Forest,Water,Water,Non_Water,Water,NULL,Water
2299,Forest,Water,Water,Non_Water,Water,NULL,Forest
2300,Forest,Water,Water,Water,Water,NULL,Grassland
2301,Forest,Water,Water,Water,Water,NULL,Wetland
2302,Forest,Water,Water,Water,Water,NULL,Water
2303,Forest,Water,Water,Water,Water,NULL,Forest
2304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
