Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
2133,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2134,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2135,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2136,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2137,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2138,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2139,Water,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2140,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2141,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
2142,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2143,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2144,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
2145,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2146,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2147,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2148,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2149,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2150,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2151,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
2152,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2153,Water,Forest,Cropland,Water,Non_Wetland,Cropland
2154,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2155,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2156,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
2157,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2158,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2159,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL
2160,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2161,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2162,Water,Forest,Water,NULL,Water,Forest
2163,Water,Forest,Forest,NULL,Non_Wetland,NULL
2164,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2165,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2166,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2167,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2168,Water,Forest,Forest,NULL,Non_Wetland,Forest
2169,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
2170,Water,Forest,Forest,Water,Non_Wetland,Grassland
2171,Water,Forest,Forest,Water,Non_Wetland,Cropland
2172,Water,Forest,Forest,Water,Non_Wetland,Forest
2173,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
2174,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2175,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
2176,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2177,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2178,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2179,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2180,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2181,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2182,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
2183,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
2184,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2185,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2186,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2187,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2188,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2189,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2190,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
2191,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2192,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2193,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2194,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
2195,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2196,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
2197,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2198,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2199,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2200,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2201,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
2202,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2203,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2204,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2205,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2206,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2207,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
2208,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2209,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2210,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Built-up
2211,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
2212,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL
2213,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2214,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2215,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
2216,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2217,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2218,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2219,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2220,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2221,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2222,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2223,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2224,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2225,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2226,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2227,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2228,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2229,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2230,Forest,NULL,NULL,NULL,Non_Wetland,Water
2231,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2232,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2233,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2234,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2235,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2236,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2237,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2238,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2239,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2246,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2247,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2248,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2249,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2250,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2251,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2252,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2253,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2254,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2255,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2256,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2257,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2258,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2259,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2260,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2261,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2262,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2263,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2264,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2265,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2266,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2267,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2268,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2269,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2270,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2271,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2272,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2273,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2274,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2275,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2276,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2277,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2278,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2279,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2280,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2281,Forest,NULL,Cropland,Water,Non_Wetland,Water
2282,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2283,Forest,NULL,Wetland,NULL,Wetland,Grassland
2284,Forest,NULL,Wetland,NULL,Wetland,Water
2285,Forest,NULL,Wetland,NULL,Wetland,Forest
2286,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2287,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2288,Forest,NULL,Wetland,Water,Wetland,Grassland
2289,Forest,NULL,Wetland,Water,Wetland,Water
2290,Forest,NULL,Wetland,Water,Wetland,Forest
2291,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2292,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2293,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2294,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2295,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2296,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2297,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2298,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2299,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2300,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2301,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2302,Forest,NULL,Bareland,Non_Water,Non_Wetland,Built-up
2303,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2304,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2305,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2306,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2307,Forest,NULL,Bareland,Water,Non_Wetland,Water
2308,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2309,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2310,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2311,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2312,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2313,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2314,Forest,NULL,Water,NULL,Water,NULL
2315,Forest,NULL,Water,NULL,Water,Grassland
2316,Forest,NULL,Water,NULL,Water,Wetland
2317,Forest,NULL,Water,NULL,Water,Water
2318,Forest,NULL,Water,NULL,Water,Forest
2319,Forest,NULL,Water,Non_Water,Water,Bareland
2320,Forest,NULL,Water,Non_Water,Water,Forest
2321,Forest,NULL,Water,Water,Water,NULL
2322,Forest,NULL,Water,Water,Water,Grassland
2323,Forest,NULL,Water,Water,Water,Bareland
2324,Forest,NULL,Water,Water,Water,Water
2325,Forest,NULL,Water,Water,Water,Forest
2326,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2328,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2329,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2330,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2331,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2332,Forest,NULL,Forest,NULL,Non_Wetland,Water
2333,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2334,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2335,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2336,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2337,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2338,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2339,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up
2340,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2341,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2342,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2343,Forest,NULL,Forest,Water,Non_Wetland,Water
2344,Forest,NULL,Forest,Water,Non_Wetland,Forest
2345,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2352,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2353,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
2354,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2355,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2356,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2357,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2358,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2359,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2360,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2361,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2362,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2363,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2364,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2365,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2366,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2367,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2368,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2369,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2370,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2371,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2372,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2373,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2374,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2375,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2376,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2377,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2378,Forest,Cropland,Wetland,NULL,Wetland,Forest
2379,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2380,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2381,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2382,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2383,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2384,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2385,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2386,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2387,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2388,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2389,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2390,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2391,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2392,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2393,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2394,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2395,Forest,Cropland,Water,NULL,Water,Forest
2396,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2397,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2398,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2399,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2400,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2401,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2402,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2403,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2404,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2405,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2406,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2407,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2408,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2409,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2410,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2411,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
2412,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2413,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2414,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2415,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2416,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2417,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2418,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
2419,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2420,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Forest
2421,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
2422,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2423,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
2424,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2425,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2426,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
2427,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2428,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland
2429,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2430,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2431,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2432,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2433,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2434,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2435,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2436,Forest,Bareland,Water,Non_Water,Water,Forest
2437,Forest,Bareland,Water,Water,Water,Bareland
2438,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2439,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2440,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2441,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2442,Forest,Bareland,Forest,Non_Water,Non_Wetland,Built-up
2443,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2444,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2452,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2453,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2454,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2455,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2456,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2457,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2458,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2459,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2460,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2461,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2462,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2463,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2464,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2465,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2466,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2467,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2468,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
2469,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2470,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL
2471,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2472,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2473,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2474,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2475,Forest,Built-up,Cropland,Water,Non_Wetland,Cropland
2476,Forest,Built-up,Wetland,NULL,Wetland,Forest
2477,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2478,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2479,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2480,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2481,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2482,Forest,Built-up,Bareland,NULL,Non_Wetland,Water
2483,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2484,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL
2485,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2486,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2487,Forest,Built-up,Bareland,Water,Non_Wetland,Cropland
2488,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2489,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2490,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2491,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2492,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2493,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2494,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2495,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2496,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2497,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2498,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2499,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL
2500,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2501,Forest,Built-up,Forest,Non_Water,Non_Wetland,Cropland
2502,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2503,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2504,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2505,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2506,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2507,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2508,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2509,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2510,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2511,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2512,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2513,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2514,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2515,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2516,Forest,Water,Shrubland,Water,Non_Wetland,Water
2517,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2518,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2519,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2520,Forest,Water,Grassland,NULL,Non_Wetland,Water
2521,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2522,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2523,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2524,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2525,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2526,Forest,Water,Cropland,NULL,Non_Wetland,Water
2527,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2528,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2529,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2530,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2531,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2532,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2533,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2534,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2535,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2536,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2537,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2538,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2539,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2540,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
