Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
14403,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
14404,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14405,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14406,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
14407,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
14408,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14409,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14410,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14411,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
14412,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
14413,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14414,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14415,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14416,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
14417,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14418,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
14419,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14420,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14421,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14422,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14423,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
14424,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14425,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
14426,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
14427,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14428,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
14429,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
14430,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14431,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14432,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14433,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
14434,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
14435,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14436,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
14437,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14438,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
14439,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14440,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
14441,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
14442,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
14443,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
14444,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
14445,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
14446,Water,NULL,Water,NULL,Water,NULL,Bareland,Bareland
14447,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
14448,Water,NULL,Water,NULL,Water,NULL,Water,Water
14449,Water,NULL,Water,NULL,Water,NULL,Forest,Forest
14450,Water,NULL,Water,NULL,Water,Shrubland,NULL,NULL
14451,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
14452,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
14453,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
14454,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
14455,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
14456,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
14457,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
14458,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
14459,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Water
14460,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
14461,Water,NULL,Water,NULL,Water,Wetland,Water,Water
14462,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
14463,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
14464,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
14465,Water,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
14466,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
14467,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Cropland
14468,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
14469,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
14470,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
14471,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
14472,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
14473,Water,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
14474,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
14475,Water,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
14476,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
14477,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
14478,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
14479,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
14480,Water,NULL,Water,NULL,Water,Bareland,Water,Cropland
14481,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
14482,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
14483,Water,NULL,Water,NULL,Water,Bareland,Forest,Water
14484,Water,NULL,Water,NULL,Water,Built-up,Bareland,Bareland
14485,Water,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
14486,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
14487,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
14488,Water,NULL,Water,NULL,Water,Water,NULL,Water
14489,Water,NULL,Water,NULL,Water,Water,NULL,Forest
14490,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
14491,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
14492,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
14493,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
14494,Water,NULL,Water,NULL,Water,Water,Grassland,Water
14495,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
14496,Water,NULL,Water,NULL,Water,Water,Bareland,Grassland
14497,Water,NULL,Water,NULL,Water,Water,Water,NULL
14498,Water,NULL,Water,NULL,Water,Water,Water,Grassland
14499,Water,NULL,Water,NULL,Water,Water,Water,Cropland
14500,Water,NULL,Water,NULL,Water,Water,Water,Wetland
14501,Water,NULL,Water,NULL,Water,Water,Water,Bareland
14502,Water,NULL,Water,NULL,Water,Water,Water,Water
14503,Water,NULL,Water,NULL,Water,Water,Water,Forest
14504,Water,NULL,Water,NULL,Water,Water,Forest,Water
14505,Water,NULL,Water,NULL,Water,Forest,Water,Water
14506,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
14507,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
14508,Water,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
14509,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
14510,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
14511,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
14512,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
14513,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
14514,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
14515,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
14516,Water,NULL,Water,Non_Water,Water,Shrubland,Bareland,Water
14517,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
14518,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Cropland
14519,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
14520,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
14521,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
14522,Water,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
14523,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
14524,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
14525,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
14526,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
14527,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
14528,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
14529,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
14530,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
14531,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Built-up
14532,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
14533,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
14534,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
14535,Water,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
14536,Water,NULL,Water,Non_Water,Water,Water,NULL,NULL
14537,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
14538,Water,NULL,Water,Non_Water,Water,Water,NULL,Cropland
14539,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
14540,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
14541,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
14542,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
14543,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
14544,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
14545,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
14546,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
14547,Water,NULL,Water,Non_Water,Water,Water,Bareland,Bareland
14548,Water,NULL,Water,Non_Water,Water,Water,Bareland,Water
14549,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
14550,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
14551,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
14552,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
14553,Water,NULL,Water,Non_Water,Water,Water,Water,Water
14554,Water,NULL,Water,Non_Water,Water,Water,Forest,Water
14555,Water,NULL,Water,Non_Water,Water,Forest,Shrubland,Water
14556,Water,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
14557,Water,NULL,Water,Non_Water,Water,Forest,Water,Forest
14558,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
14559,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
14560,Water,NULL,Water,Water,Water,NULL,Water,Grassland
14561,Water,NULL,Water,Water,Water,NULL,Water,Water
14562,Water,NULL,Water,Water,Water,Shrubland,NULL,Grassland
14563,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
14564,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
14565,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
14566,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
14567,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
14568,Water,NULL,Water,Water,Water,Shrubland,Water,Water
14569,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
14570,Water,NULL,Water,Water,Water,Wetland,Grassland,NULL
14571,Water,NULL,Water,Water,Water,Wetland,Water,Water
14572,Water,NULL,Water,Water,Water,Bareland,NULL,Water
14573,Water,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
14574,Water,NULL,Water,Water,Water,Bareland,Shrubland,Water
14575,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
14576,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
14577,Water,NULL,Water,Water,Water,Bareland,Bareland,Cropland
14578,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
14579,Water,NULL,Water,Water,Water,Bareland,Bareland,Built-up
14580,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
14581,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
14582,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
14583,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
14584,Water,NULL,Water,Water,Water,Bareland,Water,Water
14585,Water,NULL,Water,Water,Water,Bareland,Forest,Bareland
14586,Water,NULL,Water,Water,Water,Bareland,Forest,Water
14587,Water,NULL,Water,Water,Water,Water,NULL,Grassland
14588,Water,NULL,Water,Water,Water,Water,NULL,Cropland
14589,Water,NULL,Water,Water,Water,Water,NULL,Wetland
14590,Water,NULL,Water,Water,Water,Water,NULL,Water
14591,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
14592,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
14593,Water,NULL,Water,Water,Water,Water,Shrubland,Water
14594,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
14595,Water,NULL,Water,Water,Water,Water,Grassland,Water
14596,Water,NULL,Water,Water,Water,Water,Bareland,Bareland
14597,Water,NULL,Water,Water,Water,Water,Bareland,Water
14598,Water,NULL,Water,Water,Water,Water,Water,Grassland
14599,Water,NULL,Water,Water,Water,Water,Water,Cropland
14600,Water,NULL,Water,Water,Water,Water,Water,Wetland
14601,Water,NULL,Water,Water,Water,Water,Water,Bareland
14602,Water,NULL,Water,Water,Water,Water,Water,Water
14603,Water,NULL,Water,Water,Water,Water,Water,Forest
14604,Water,NULL,Water,Water,Water,Water,Forest,Grassland
14605,Water,NULL,Water,Water,Water,Water,Forest,Wetland
14606,Water,NULL,Water,Water,Water,Water,Forest,Bareland
14607,Water,NULL,Water,Water,Water,Forest,Water,Water
14608,Water,NULL,Water,Water,Water,Forest,Water,Forest
14609,Water,NULL,Water,Water,Water,Forest,Forest,Water
14610,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14611,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14612,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14613,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14614,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
14615,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14616,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
14617,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14618,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
14619,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14620,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14621,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
14622,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14623,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14624,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14625,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14626,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14627,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14628,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
14629,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14630,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
14631,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14632,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
14633,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14634,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
14635,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14636,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14637,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14638,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14639,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
14640,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14641,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14642,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14643,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
14644,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14645,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
14646,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
14647,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14648,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14649,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14650,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
14651,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14652,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14653,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
14654,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14655,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14656,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14657,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
14658,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14659,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14660,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
14661,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
14662,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14663,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14664,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
14665,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14666,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
14667,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14668,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
14669,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
14670,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
14671,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
14672,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
14673,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14674,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14675,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
14676,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
14677,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
14678,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14679,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14680,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14681,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
14682,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
14683,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
14684,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
14685,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
14686,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14687,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14688,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14689,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14690,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14691,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
14692,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
14693,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14694,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
14695,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14696,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14697,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14698,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14699,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14700,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14701,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14702,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14703,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14704,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Water
14705,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
14706,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14707,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
14708,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14709,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14710,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14711,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14712,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14713,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14714,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14715,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14716,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14717,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14718,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14719,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
14720,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14721,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
14722,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
14723,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14724,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14725,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14726,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
14727,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
14728,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14729,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14730,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
14731,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14732,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14733,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14734,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14735,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
14736,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
14737,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14738,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
14739,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
14740,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14741,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
14742,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
14743,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
14744,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
14745,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
14746,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
14747,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
14748,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
14749,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
14750,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
14751,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14752,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
14753,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
