Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
14378,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14379,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14380,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14381,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14382,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
14383,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14384,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
14385,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14386,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14387,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14388,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
14389,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14390,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14391,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
14392,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14393,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14394,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14395,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14396,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14397,Water,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14398,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14399,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14400,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14401,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14402,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14403,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14404,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14405,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14406,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14407,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
14408,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14409,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
14410,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14411,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14412,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14413,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14414,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
14415,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
14416,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
14417,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14418,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14419,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14420,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
14421,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14422,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
14423,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14424,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
14425,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14426,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14427,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
14428,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14429,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14430,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
14431,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14432,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14433,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14434,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
14435,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
14436,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14437,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14438,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
14439,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
14440,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
14441,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
14442,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
14443,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
14444,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
14445,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
14446,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
14447,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
14448,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
14449,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
14450,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
14451,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
14452,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
14453,Water,Wetland,Water,Water,Water,Wetland,Water,Water
14454,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
14455,Water,Wetland,Water,Water,Water,Bareland,Water,Water
14456,Water,Wetland,Water,Water,Water,Water,Water,Wetland
14457,Water,Wetland,Water,Water,Water,Water,Water,Water
14458,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14459,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
14460,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14461,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14462,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14463,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14464,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
14465,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
14466,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
14467,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14468,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
14469,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
14470,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
14471,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
14472,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
14473,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14474,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14475,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
14476,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
14477,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14478,Water,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14479,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14480,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14481,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
14482,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14483,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14484,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14485,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14486,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14487,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
14488,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14489,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14490,Water,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14491,Water,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
14492,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
14493,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Cropland
14494,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
14495,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
14496,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14497,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14498,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14499,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
14500,Water,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Bareland
14501,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
14502,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
14503,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
14504,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
14505,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
14506,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
14507,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14508,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14509,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14510,Water,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
14511,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
14512,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
14513,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14514,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
14515,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14516,Water,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
14517,Water,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14518,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
14519,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
14520,Water,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
14521,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
14522,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
14523,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14524,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
14525,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
14526,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
14527,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14528,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
14529,Water,Bareland,Water,Non_Water,Water,Water,Water,Bareland
14530,Water,Bareland,Water,Water,Water,Water,Water,Water
14531,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14532,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
14533,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14534,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
14535,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14536,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14537,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
14538,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
14539,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14540,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14541,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14542,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14543,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
14544,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Water
14545,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
14546,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
14547,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14548,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14549,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14550,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14551,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14552,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14553,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14554,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14555,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14556,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14557,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14558,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14559,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14560,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14561,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14562,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14563,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14564,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
14565,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
14566,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
14567,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14568,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14569,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14570,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14571,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14572,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14573,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14574,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
14575,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14576,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
14577,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14578,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
14579,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Bareland
14580,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14581,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
14582,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
14583,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
14584,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Built-up
14585,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14586,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
14587,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
14588,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
14589,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
14590,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14591,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14592,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14593,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14594,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14595,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14596,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14597,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14598,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
14599,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14600,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
14601,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14602,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14603,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14604,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14605,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14606,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14607,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
14608,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14609,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14610,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14611,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14612,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14613,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14614,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
14615,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14616,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14617,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14618,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
14619,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14620,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
14621,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
14622,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
14623,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14624,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14625,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
14626,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14627,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14628,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14629,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14630,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14631,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
14632,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
14633,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
14634,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14635,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14636,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14637,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
14638,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14639,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14640,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
14641,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14642,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14643,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14644,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
14645,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
14646,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14647,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14648,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14649,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14650,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
14651,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
14652,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
14653,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
14654,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14655,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14656,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14657,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
14658,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
14659,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14660,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14661,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
14662,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
14663,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14664,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
14665,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14666,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14667,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
14668,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
14669,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Forest
14670,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14671,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14672,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14673,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14674,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14675,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14676,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
14677,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14678,Water,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14679,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
14680,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
