Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
1069,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1070,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1071,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1072,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1073,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1074,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1075,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1076,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1077,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1079,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1080,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1081,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1082,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1083,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1084,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1085,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1086,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1087,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1088,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1089,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1090,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1091,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1092,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1093,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1094,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1095,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1096,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1097,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1098,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1099,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1100,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1101,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1102,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1103,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1104,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1105,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1106,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1107,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1108,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1109,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1110,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1111,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1112,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1113,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1114,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1115,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1116,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1117,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1118,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1119,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1120,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1121,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1122,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1123,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1124,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1125,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1126,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1127,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1128,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1129,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1130,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1131,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1132,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1133,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1134,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1135,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1136,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1137,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1138,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1139,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1140,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1141,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1142,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1143,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1144,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1145,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1146,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1147,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1148,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1149,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1150,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1151,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1152,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1153,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1154,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1155,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1156,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1157,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1158,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1159,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1160,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1161,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1162,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1163,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1164,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1165,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1166,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1167,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1168,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1169,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1170,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1171,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1172,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1173,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1174,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1175,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1176,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1177,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1178,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1179,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1180,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1181,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1182,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1183,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1184,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1185,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1186,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1187,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1188,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1189,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1190,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1191,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1192,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1193,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Forest
1194,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1195,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1196,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1197,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1198,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1199,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1200,Water,Wetland,Water,NULL,Water,Water,Water,Water
1201,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1202,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1203,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1204,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1205,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1206,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1207,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1208,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1209,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1210,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1211,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1212,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1213,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1214,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1215,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1216,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1217,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1218,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1219,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1220,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1221,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1222,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1223,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1224,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1225,Water,Wetland,Water,Water,Water,Water,Water,Water
1226,Water,Wetland,Water,Water,Water,Water,Water,Forest
1227,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1228,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1229,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1230,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1231,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1232,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1233,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1234,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1235,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1236,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1237,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1238,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1239,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1240,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1241,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1242,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1243,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1244,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1245,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1246,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1247,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1248,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1249,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1250,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1251,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1252,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1253,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1254,Water,Bareland,Water,Water,Water,Water,Water,Water
1255,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1256,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1257,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1258,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1259,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1260,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1261,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1262,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1263,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
1264,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1265,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
1266,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
1267,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1268,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1269,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
1270,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
1271,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1272,Water,Built-up,Water,Non_Water,Water,Built-up,Water,Water
1273,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
1274,Water,Built-up,Water,Water,Water,Water,Water,Water
1275,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1276,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Water
1277,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1278,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1279,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1280,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1281,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
1282,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1283,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1284,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1285,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1286,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1287,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1288,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1289,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1290,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1291,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1292,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1293,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1294,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1295,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1296,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1297,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1298,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1299,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1300,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1301,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1302,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1303,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1304,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1305,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1306,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1307,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1308,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1309,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1310,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1311,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1312,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1313,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1314,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1315,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1316,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1317,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1318,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1319,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1320,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1321,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1322,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1323,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1324,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1325,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1326,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1327,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1328,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1329,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1330,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1331,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
1332,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1333,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1334,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1335,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1336,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1337,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1338,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1339,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1340,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1341,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1342,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1343,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1344,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1345,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1346,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1347,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1348,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1349,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1350,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1351,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1352,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1353,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1354,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1355,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1356,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1357,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1358,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1359,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1360,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1361,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1362,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1363,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1364,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1365,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1366,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1367,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1368,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1369,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1370,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1371,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1372,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1373,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1374,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1375,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1376,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1377,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1378,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1379,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1380,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1381,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1382,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1383,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1384,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1385,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1386,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1387,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1388,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1389,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1390,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1391,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1392,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1393,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1394,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1395,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1396,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1397,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1398,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1399,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1400,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1401,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1402,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1403,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1404,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
