Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
8279,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8280,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8281,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8282,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8283,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8284,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
8285,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8286,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8287,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8288,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
8289,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8290,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8291,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Cropland
8292,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8293,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8294,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Cropland
8295,Water,Built-up,Water,NULL,Water,Water,Grassland,Forest
8296,Water,Built-up,Water,Water,Water,Built-up,Shrubland,Bareland
8297,Water,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
8298,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8299,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8300,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8301,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8302,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8303,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8304,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8305,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8306,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
8307,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
8308,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8309,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8310,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8311,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8312,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8313,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8314,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8315,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8316,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
8317,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8318,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8319,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8320,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8321,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8322,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8323,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8324,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
8325,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8326,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8327,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8328,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8329,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8330,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8331,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8332,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8333,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8334,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8335,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8336,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8337,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8338,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8339,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
8340,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
8341,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
8342,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8343,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
8344,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8345,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8346,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8347,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8348,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8349,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8350,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8351,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8352,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
8353,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8354,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8355,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8356,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
8357,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
8358,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8359,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
8360,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8361,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
8362,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8363,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8364,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8365,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8366,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8367,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8368,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8369,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8370,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8371,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8372,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8373,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8374,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8375,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8376,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
8377,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8378,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8379,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8380,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
8381,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8382,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8383,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8384,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8385,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8386,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8387,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
8388,Water,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
8389,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8390,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8391,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
8392,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8393,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
8394,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
8395,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8396,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
8397,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
8398,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
8399,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
8400,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
8401,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8402,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
8403,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
8404,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
8405,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
8406,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8407,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
8408,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8409,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8410,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
8411,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8412,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8413,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8414,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8415,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8416,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8417,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8418,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8419,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8420,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8421,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8422,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8423,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8424,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8425,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8426,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8427,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8428,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8429,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8430,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8431,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8432,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8433,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8434,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8435,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8436,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8437,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8438,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8439,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8440,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8441,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8442,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8443,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8444,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8445,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8446,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8447,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8448,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8449,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8450,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8451,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8452,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8453,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8454,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8455,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8456,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8457,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8458,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8459,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8460,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8461,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8462,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8463,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8464,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8465,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8466,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8467,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8468,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8469,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8470,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
8471,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8472,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8473,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8474,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8475,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8476,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8477,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8478,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8479,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8480,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8481,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8482,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8483,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8484,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8485,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8486,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8487,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
8488,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8489,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8490,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8491,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8492,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8493,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8494,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8495,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8496,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8497,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8498,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8499,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8500,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8501,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8502,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8503,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8504,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
8505,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
8506,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8507,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8508,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8509,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8510,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8511,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8512,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8513,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8514,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8515,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8516,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8517,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8518,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8519,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8520,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8521,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8522,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8523,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
8524,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8525,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8526,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
8527,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8528,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8529,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8530,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8531,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8532,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8533,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8534,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8535,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8536,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8537,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8538,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8539,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8540,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8541,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
8542,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8543,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8544,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8545,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8546,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8547,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8548,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8549,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8550,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8551,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8552,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
8553,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8554,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
8555,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8556,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8557,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8558,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
8559,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8560,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8561,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8562,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8563,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8564,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8565,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
8566,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
8567,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8568,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8569,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8570,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8571,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8572,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8573,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
8574,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8575,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8576,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8577,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8578,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8579,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
8580,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
8581,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
8582,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
8583,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
8584,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8585,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8586,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8587,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
8588,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8589,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8590,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8591,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8592,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
8593,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8594,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8595,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8596,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8597,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8598,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8599,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8600,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8601,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8602,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8603,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8604,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8605,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8606,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8607,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8608,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
