Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHG_M_R
8852,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8853,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8854,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8855,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8856,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8857,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8858,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8859,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8860,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
8861,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8862,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8863,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8864,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8865,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8866,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8867,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8868,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8869,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8870,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8871,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8872,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8873,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8874,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8875,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8876,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
8877,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8878,Cropland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8879,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8880,Cropland,NULL,Water,NULL,Water,Bareland,Water,Bareland
8881,Cropland,NULL,Water,NULL,Water,Bareland,Water,Water
8882,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
8883,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8884,Cropland,NULL,Water,Water,Water,Bareland,NULL,Grassland
8885,Cropland,NULL,Water,Water,Water,Water,Water,Water
8886,Cropland,NULL,Water,Water,Water,Forest,NULL,Forest
8887,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8888,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8889,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8890,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8891,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8892,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8893,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8894,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8895,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8896,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8897,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8898,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8899,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8900,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8901,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8902,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8903,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8904,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8905,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8906,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8907,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8908,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8909,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8910,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8911,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8912,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8913,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8914,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8915,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8916,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8917,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8918,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8919,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8920,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8921,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8922,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8923,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8924,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8925,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8926,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8927,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8928,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8929,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8930,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8931,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8932,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8933,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8934,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8935,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8936,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8937,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8938,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8939,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8940,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8941,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8942,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8943,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8944,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8945,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8946,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8947,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
8948,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
8949,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8950,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8951,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8952,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8953,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8954,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8955,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8956,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8957,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8958,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8959,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8960,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8961,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8962,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8963,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8964,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8965,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8966,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8967,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8968,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8969,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8970,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8971,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8972,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8973,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8974,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8975,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8976,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8977,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8978,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8979,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8980,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8981,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8982,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8983,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8984,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8985,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8986,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8987,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8988,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8989,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
8990,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8991,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8992,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8993,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8994,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8995,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8996,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8997,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8998,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8999,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
9000,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
9001,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9002,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9003,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9004,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9005,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
9006,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9007,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9008,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
9009,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9010,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9011,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9012,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
9013,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9014,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9015,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9016,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9017,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9018,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9019,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9020,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
9021,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9022,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9023,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9024,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9025,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9026,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9027,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9028,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9029,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9030,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9031,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9032,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9033,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9034,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9035,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9036,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9037,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9038,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
9039,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9040,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9041,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9042,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9043,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9044,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9045,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9046,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9047,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9048,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9049,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9050,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9051,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9052,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9053,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9054,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9055,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9056,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9057,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
9058,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9059,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
9060,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9061,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
9062,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9063,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9064,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9065,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9066,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9067,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9068,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9069,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9070,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9071,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9072,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
9073,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
9074,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9075,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
9076,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9077,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9078,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
9079,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9080,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
9081,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9082,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9083,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
9084,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9085,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9086,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
9087,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
9088,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
9089,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
9090,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9091,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9092,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
9093,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9094,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9095,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9096,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
9097,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9098,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9099,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9100,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9101,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9102,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9103,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
9104,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9105,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9106,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9107,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9108,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9109,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9110,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9111,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9112,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9113,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9114,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9115,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9116,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9117,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9118,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9119,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9120,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9121,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9122,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9123,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9124,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
9125,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9126,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9127,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9128,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
9129,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9130,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9131,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9132,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9133,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
9134,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9135,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9136,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9137,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9138,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
9139,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9140,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
9141,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9142,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9143,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9144,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9145,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9146,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9147,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9148,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9149,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9150,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
9151,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9152,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9153,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9154,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9155,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9156,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9157,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9158,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9159,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
9160,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9161,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9162,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9163,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
9164,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9165,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9166,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9167,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9168,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
9169,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9170,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9171,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9172,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
