Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
6815,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6816,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
6835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6900,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6901,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6902,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6903,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
6904,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6905,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6906,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
6907,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
6908,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6909,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
6910,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
6911,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6912,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6913,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6914,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6915,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6916,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6917,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6918,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6919,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6920,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6921,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6922,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6923,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6924,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6925,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6926,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6928,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6929,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
6930,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6931,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6932,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6933,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6934,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6935,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6936,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6937,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6938,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6939,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6940,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6941,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6942,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6943,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6944,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6945,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6946,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6947,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6948,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6949,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6950,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6951,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6952,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6953,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6954,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6955,Cropland,Cropland,Water,NULL,Water,Shrubland,Water,Bareland
6956,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
6957,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6958,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6959,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6960,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6961,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6962,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6963,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6964,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6965,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6966,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6967,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6968,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6969,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6970,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6971,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6972,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6973,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
6974,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6975,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6976,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6977,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6978,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6979,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6980,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6981,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6982,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6983,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6984,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6985,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6986,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6987,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6988,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6989,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6990,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6991,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6992,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6993,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6994,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6995,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6996,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6997,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6998,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6999,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7000,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7001,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7002,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7003,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7004,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7005,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7006,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7007,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7008,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
7009,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7010,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
7011,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7012,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7013,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7014,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7015,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7016,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7017,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7018,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7019,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7020,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7021,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
7022,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7023,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7024,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7025,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7026,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7027,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7028,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7029,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7030,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7031,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7032,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7033,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7034,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7035,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7036,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7037,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
7038,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7039,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7040,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
7041,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7042,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7043,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7044,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
7045,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7046,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
7047,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
7048,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7049,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7050,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7051,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7052,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7053,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7054,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7055,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7056,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7057,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7058,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7059,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7060,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7061,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7062,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
7063,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7064,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
7065,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7066,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7067,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7068,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7069,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7070,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7071,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7072,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7073,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
7074,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7075,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7076,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7077,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7078,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7079,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7080,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7081,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7082,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7083,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7084,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
7085,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7086,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7087,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7088,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7089,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7090,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7091,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7092,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7093,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7094,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
7095,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7096,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
7097,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
7098,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
7099,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7100,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
7101,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7102,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
7103,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7104,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7105,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7106,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7107,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7108,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7109,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7110,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7113,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7114,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7115,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7116,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7117,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
7118,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
7119,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7120,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
7121,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7122,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
