Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
9121,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9122,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9123,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9124,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9125,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9126,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9127,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9128,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
9129,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
9130,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9131,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9132,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
9133,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9134,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9135,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9136,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9137,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
9138,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9139,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9140,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9141,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9142,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9143,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9144,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9145,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9146,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
9147,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9148,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9149,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9150,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9151,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9152,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9153,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9154,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9155,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
9156,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
9157,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
9158,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
9159,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
9160,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
9161,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
9162,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
9163,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
9164,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
9165,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9166,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
9167,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
9168,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
9169,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9170,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9171,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9172,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
9173,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9174,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
9175,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9176,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
9177,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
9178,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
9179,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9180,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9181,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9182,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
9183,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
9184,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9185,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9186,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
9187,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
9188,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9189,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9190,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9191,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
9192,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
9193,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9194,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
9195,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9196,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9197,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9198,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
9199,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9200,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9201,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
9202,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
9203,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
9204,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9205,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
9206,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
9207,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
9208,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
9209,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
9210,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
9211,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9212,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9213,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9214,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
9215,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9216,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9217,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
9218,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9219,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9220,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9221,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9222,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9223,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
9224,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
9225,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9226,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
9227,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
9228,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
9229,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
9230,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9231,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9232,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
9233,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9234,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9235,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
9236,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
9237,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9238,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9239,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
9240,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9241,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9242,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9243,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
9244,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9245,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9246,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
9247,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9248,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
9249,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9250,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9251,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
9252,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Wetland
9253,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9254,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
9255,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
9256,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
9257,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9258,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
9259,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
9260,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9261,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
9262,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9263,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9264,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9265,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
9266,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9267,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9268,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
9269,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9270,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9271,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
9272,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9273,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9274,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9275,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9276,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
9277,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
9278,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9279,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
9280,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
9281,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9282,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9283,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9284,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9285,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9286,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9287,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
9288,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
9289,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
9290,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9291,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9292,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9293,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9294,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9295,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9296,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
9297,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9298,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Grassland
9299,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9300,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
9301,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9302,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
9303,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9304,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9305,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
9306,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
9307,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
9308,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
9309,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
9310,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Wetland
9311,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Cropland
9312,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Wetland
9313,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Wetland
9314,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
9315,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
9316,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
9317,Wetland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
9318,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
9319,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
9320,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
9321,Wetland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
9322,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
9323,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
9324,Wetland,NULL,Water,NULL,Water,NULL,Water,Grassland
9325,Wetland,NULL,Water,NULL,Water,NULL,Water,Wetland
9326,Wetland,NULL,Water,NULL,Water,NULL,Water,Water
9327,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
9328,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
9329,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
9330,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9331,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
9332,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
9333,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
9334,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
9335,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
9336,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
9337,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
9338,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Water
9339,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
9340,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
9341,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
9342,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
9343,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
9344,Wetland,NULL,Water,Water,Water,NULL,Grassland,Wetland
9345,Wetland,NULL,Water,Water,Water,NULL,Wetland,Grassland
9346,Wetland,NULL,Water,Water,Water,NULL,Wetland,Cropland
9347,Wetland,NULL,Water,Water,Water,NULL,Wetland,Wetland
9348,Wetland,NULL,Water,Water,Water,NULL,Wetland,Water
9349,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
9350,Wetland,NULL,Water,Water,Water,NULL,Water,Water
9351,Wetland,NULL,Water,Water,Water,Wetland,NULL,Wetland
9352,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
9353,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
9354,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
9355,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
9356,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
9357,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
9358,Wetland,NULL,Water,Water,Water,Water,Water,Water
9359,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9360,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9361,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9362,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9363,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9364,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9365,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9366,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9367,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
9368,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9369,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9370,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9371,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9372,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9373,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9374,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
9375,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9376,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9377,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9378,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9379,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9380,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9381,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9382,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9383,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9384,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9385,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9386,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9387,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9388,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9389,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
9390,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9391,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9392,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9393,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9394,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9395,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9396,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9397,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9398,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
9399,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9400,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9401,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9402,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9403,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9404,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9405,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9406,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9407,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9408,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9409,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9410,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9411,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9412,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9413,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9414,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9415,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9416,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9417,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9418,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9419,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9420,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9421,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9422,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9423,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9424,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9425,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9426,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9427,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9428,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9429,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9430,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9431,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9432,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9433,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9434,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
9435,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
9436,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9437,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
9438,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
9439,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
9440,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9441,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9442,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9443,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9444,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
9445,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9446,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9447,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
9448,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9449,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9450,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9451,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9452,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9453,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
