Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
3035,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3036,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3037,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3038,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3039,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3040,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3041,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3042,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3043,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3044,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3045,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3046,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3047,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3048,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3049,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3050,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3051,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3052,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3053,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3054,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3055,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3056,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3057,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3058,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3059,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3060,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3061,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3062,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Forest
3063,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3064,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3065,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3066,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3067,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3068,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3069,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3070,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3071,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3072,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3073,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3074,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3075,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3076,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3077,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3078,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3079,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3080,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3081,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3082,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3083,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3084,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3085,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3086,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3087,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3088,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3089,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3090,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3091,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3092,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3093,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3094,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3095,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3096,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3097,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3098,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3099,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3100,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3101,Water,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3102,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3103,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3104,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3105,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3106,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3107,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3108,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3109,Water,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
3110,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3111,Water,Forest,Water,Water,Water,Bareland,Grassland,Water
3112,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3113,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3114,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3115,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3116,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3117,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3118,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3119,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3120,Water,Forest,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
3121,Water,Forest,Forest,Water,Non_Wetland,Bareland,Grassland,Water
3122,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3123,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,Forest
3124,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3125,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3126,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3127,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3128,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3129,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3130,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3131,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3132,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3133,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3134,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3135,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3136,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3137,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3138,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3139,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3140,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3141,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3142,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3143,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3144,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3145,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3146,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3147,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3148,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3149,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3150,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3151,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3152,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3153,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3154,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3155,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3156,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3157,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3158,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3159,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3160,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3161,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3162,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3163,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3164,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3165,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3166,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3167,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3168,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3169,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3170,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3171,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3172,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3173,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3174,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3175,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3176,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3177,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
3178,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3179,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3180,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3181,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3182,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3183,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3184,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3185,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3186,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3187,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3188,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3189,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3190,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3191,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3192,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3193,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3194,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3195,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3196,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3197,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3198,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
3199,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3200,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3201,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3202,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3203,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3205,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3206,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3207,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3208,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3209,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3210,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3211,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3212,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3213,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3217,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3227,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3228,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3229,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3230,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3231,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3232,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3233,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3234,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3235,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3236,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3237,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3238,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3239,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3240,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3241,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3242,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3243,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3244,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3245,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3246,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3247,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3248,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3249,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3250,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3251,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3252,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3253,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3254,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3255,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3256,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3257,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3258,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3259,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3260,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3261,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3262,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3263,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3264,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3265,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3266,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3267,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
3268,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Cropland
3269,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3270,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3271,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3272,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3273,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3274,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3275,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3276,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3277,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3278,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3279,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3280,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3281,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3282,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Built-up
3283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3285,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3286,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3287,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3288,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3289,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3290,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3291,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3293,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3294,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3295,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3296,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3297,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3298,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3299,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3300,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3301,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3302,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3303,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3304,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3305,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3306,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3309,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3310,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3311,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3312,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3313,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3314,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3315,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3316,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3317,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3318,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3319,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3320,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3321,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3322,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3323,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3324,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3325,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3326,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3327,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3328,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3329,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3330,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3331,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3332,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
3333,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3334,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3335,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3336,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3337,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3338,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3339,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3340,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3341,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3342,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3343,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3344,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3345,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
