Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
10379,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
10380,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Water
10381,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
10382,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Grassland
10383,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
10384,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Water
10385,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
10386,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
10387,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10388,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
10389,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
10390,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
10391,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Bareland
10392,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
10393,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,NULL
10394,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
10395,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Bareland
10396,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Water
10397,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
10398,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
10399,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Water
10400,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
10401,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Water
10402,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
10403,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
10404,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Forest
10405,Wetland,Wetland,Water,NULL,Water,Bareland,Forest,Wetland
10406,Wetland,Wetland,Water,NULL,Water,Bareland,Forest,Forest
10407,Wetland,Wetland,Water,NULL,Water,Water,Shrubland,Water
10408,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
10409,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
10410,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
10411,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
10412,Wetland,Wetland,Water,NULL,Water,Water,Water,Bareland
10413,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
10414,Wetland,Wetland,Water,NULL,Water,Water,Forest,NULL
10415,Wetland,Wetland,Water,NULL,Water,Water,Forest,Wetland
10416,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
10417,Wetland,Wetland,Water,NULL,Water,Water,Forest,Forest
10418,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Forest
10419,Wetland,Wetland,Water,NULL,Water,Forest,Water,Wetland
10420,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Wetland
10421,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Forest
10422,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
10423,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
10424,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Grassland
10425,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
10426,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
10427,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
10428,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,NULL
10429,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10430,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10431,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,NULL
10432,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
10433,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
10434,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
10435,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
10436,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
10437,Wetland,Wetland,Water,Non_Water,Water,Bareland,Shrubland,Wetland
10438,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
10439,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
10440,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
10441,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
10442,Wetland,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
10443,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
10444,Wetland,Wetland,Water,Non_Water,Water,Water,Water,NULL
10445,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
10446,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10447,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
10448,Wetland,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
10449,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
10450,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Water
10451,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
10452,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
10453,Wetland,Wetland,Water,Water,Water,Shrubland,NULL,Grassland
10454,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
10455,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
10456,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Grassland
10457,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
10458,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Water
10459,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Grassland
10460,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
10461,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Wetland
10462,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
10463,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
10464,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
10465,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
10466,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
10467,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
10468,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
10469,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
10470,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
10471,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Forest
10472,Wetland,Wetland,Water,Water,Water,Bareland,Shrubland,Wetland
10473,Wetland,Wetland,Water,Water,Water,Bareland,Shrubland,Water
10474,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
10475,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Water
10476,Wetland,Wetland,Water,Water,Water,Bareland,Water,NULL
10477,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
10478,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
10479,Wetland,Wetland,Water,Water,Water,Bareland,Water,Bareland
10480,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
10481,Wetland,Wetland,Water,Water,Water,Bareland,Water,Forest
10482,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
10483,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Wetland
10484,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Water
10485,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
10486,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
10487,Wetland,Wetland,Water,Water,Water,Water,Water,NULL
10488,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
10489,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
10490,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
10491,Wetland,Wetland,Water,Water,Water,Water,Water,Water
10492,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
10493,Wetland,Wetland,Water,Water,Water,Water,Forest,NULL
10494,Wetland,Wetland,Water,Water,Water,Water,Forest,Wetland
10495,Wetland,Wetland,Water,Water,Water,Water,Forest,Bareland
10496,Wetland,Wetland,Water,Water,Water,Water,Forest,Forest
10497,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
10498,Wetland,Wetland,Water,Water,Water,Forest,Forest,Water
10499,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10500,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10501,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10502,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10503,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10504,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10505,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10506,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10507,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10508,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10509,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10510,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
10511,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10512,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10513,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10514,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10515,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10516,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10517,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10518,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10519,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10520,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10521,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10522,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10523,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10524,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10525,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10526,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10527,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10528,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10529,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10530,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10531,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10532,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10533,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10534,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10535,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10536,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10537,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10538,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10539,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10540,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10541,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10542,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10543,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10544,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10545,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10546,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10547,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
10548,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10549,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
10550,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10551,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10552,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
10553,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10554,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10555,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
10556,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
10557,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10558,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
10559,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10560,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
10561,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
10562,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10563,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10564,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
10565,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10566,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10567,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
10568,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10569,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10570,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10571,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10572,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10573,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10574,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10575,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10576,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10577,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10578,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10579,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10580,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10581,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10582,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10583,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10584,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10585,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
10586,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10587,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10588,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10589,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10590,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10591,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10592,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
10593,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10594,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10595,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10596,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10597,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
10598,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10599,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10600,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
10601,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10602,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10603,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10604,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10605,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10606,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
10607,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
10608,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10609,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
10610,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10611,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
10612,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
10613,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10614,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
10615,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
10616,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
10617,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10618,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10619,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
10620,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
10621,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
10622,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10623,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10624,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
10625,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
10626,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
10627,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Water
10628,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10629,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
10630,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
10631,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
10632,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10633,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
10634,Wetland,Wetland,Forest,Water,Non_Wetland,Water,NULL,Wetland
10635,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
10636,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
10637,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
10638,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
10639,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10640,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
10641,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10642,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10643,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10644,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
10645,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10646,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
10647,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10648,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10649,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10650,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10651,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10652,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10653,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10654,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10655,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10656,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10657,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10658,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10659,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10660,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10661,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
10662,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10663,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10664,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10665,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
10666,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10667,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10668,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10669,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10670,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10671,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10672,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10673,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10674,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10675,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10676,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10677,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
10678,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10679,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10680,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10681,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10682,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10683,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10684,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10685,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10686,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10687,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
10688,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10689,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10690,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10691,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10692,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10693,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10694,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10695,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10696,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10697,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10698,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10699,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10700,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10701,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10702,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10703,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10704,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10705,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10706,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10707,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10708,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
10709,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
10710,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10711,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10712,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
