Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
2033,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2034,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2035,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2037,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2038,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2039,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2040,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2041,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2042,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2043,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2044,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2045,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2046,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2047,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2048,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2050,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2051,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2052,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2054,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2055,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2056,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2057,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2058,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2059,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2060,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2061,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2062,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2063,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2064,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2065,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2066,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2067,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2068,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2069,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2070,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2073,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2075,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2076,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2077,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2078,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2079,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2080,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2081,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2082,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2083,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2084,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2085,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2086,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2087,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2088,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2089,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2090,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2091,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2092,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2093,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2094,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2098,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2100,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2101,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2102,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2103,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2104,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2105,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2106,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2107,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2108,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2109,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2110,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2111,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2112,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2113,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2114,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2115,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2116,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2117,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2118,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2119,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2120,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2121,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2122,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2123,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2124,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2125,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2126,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2127,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2128,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2129,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2130,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2131,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2132,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2133,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2135,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2136,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2137,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2138,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2139,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2140,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2141,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2142,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2143,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2144,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2145,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2146,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2147,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2148,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2149,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2150,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2151,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2152,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2153,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2154,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2155,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2156,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2157,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2158,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2159,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2160,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2161,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2162,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2163,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2164,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2165,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2166,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2167,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2168,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2169,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2170,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2171,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2172,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2173,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2174,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2175,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2176,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2177,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2179,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2180,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2181,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2182,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2183,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2184,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2185,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2186,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2187,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2188,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2189,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2190,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2191,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2192,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2193,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2194,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2195,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2196,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2197,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2198,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2199,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2200,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2201,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2202,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2203,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2204,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2205,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2206,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2207,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2208,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2209,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2210,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2211,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2212,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2213,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2214,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2215,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2216,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2217,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2218,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2219,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2220,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2221,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2222,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2223,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2224,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2226,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2227,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2228,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2229,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2230,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2231,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2232,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2233,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2234,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2235,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2236,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2237,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2238,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2239,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2240,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2241,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2242,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2243,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2244,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2245,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2246,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2247,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2248,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2249,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2250,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2251,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2252,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2253,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2254,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2255,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2256,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2257,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2258,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2259,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2260,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2261,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2262,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2263,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2264,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2265,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2271,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2272,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2274,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2275,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2277,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2278,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2279,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2280,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2281,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2282,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2283,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2284,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2285,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2286,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2287,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2288,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2289,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2290,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2291,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2292,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2293,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2294,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2295,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2296,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2298,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2299,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2300,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2301,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2302,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2303,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2304,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2305,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2306,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2307,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2308,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2309,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2310,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2311,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2312,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2313,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2314,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2315,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
2316,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2317,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2318,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2319,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
2320,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2321,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2322,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2323,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2324,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2325,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2326,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2327,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2328,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2329,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2330,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2331,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2332,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2333,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2334,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2335,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2336,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2337,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2338,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2339,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2340,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2341,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2342,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2343,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2344,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2345,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2347,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2348,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2349,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2350,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2351,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2352,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2353,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2354,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2355,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2356,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2357,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2358,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2359,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2360,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2363,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
