Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
4961,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4962,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4963,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4964,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4965,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4966,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4967,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4968,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4969,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4970,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4971,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4972,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4973,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4974,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4975,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4976,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4977,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
4978,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
4979,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
4980,Bareland,Cropland,Water,NULL,Water,Cropland,Built-up,Grassland
4981,Bareland,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
4982,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
4983,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
4984,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
4985,Bareland,Cropland,Water,Water,Water,Water,Water,Water
4986,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4987,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4988,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4989,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4990,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4991,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4992,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4993,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4994,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4995,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4996,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4997,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4998,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4999,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5000,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5001,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5002,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5003,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5004,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5005,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5006,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5007,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5008,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5009,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5010,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5011,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5012,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5013,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5014,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5015,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5016,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5017,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5018,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5019,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5020,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5021,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5022,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5023,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5024,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5025,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5026,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5027,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5028,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5029,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5030,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5031,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5032,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5033,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5034,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5035,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5036,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5037,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5038,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
5039,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5040,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5041,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
5042,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5043,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5044,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5045,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5046,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5047,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5048,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5049,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5050,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5051,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5052,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5053,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5054,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5055,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
5056,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5057,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5058,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5059,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5060,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5061,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5062,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5063,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
5064,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
5065,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Bareland,Forest
5066,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
5067,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5068,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5069,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Forest
5070,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
5071,Bareland,Bareland,Water,Water,Water,Water,Water,Water
5072,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5073,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5074,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
5075,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5076,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5077,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5078,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
5079,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5080,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5081,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5082,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5083,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5084,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5085,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5086,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5087,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5088,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5089,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5090,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5091,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5092,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
5093,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5094,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5095,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5096,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5097,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5098,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5099,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5100,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5101,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5102,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
5104,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5105,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5106,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5107,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5108,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5109,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5110,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5111,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5112,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5113,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5114,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5115,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5116,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5117,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5118,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5119,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5120,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5121,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5122,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5123,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5124,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5125,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5126,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5127,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5128,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5129,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5130,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5131,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5132,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5133,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5134,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5135,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5136,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5137,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5138,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5139,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5140,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5141,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5142,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5143,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5144,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5145,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5146,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5147,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5148,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5149,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5150,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5151,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5152,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5153,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5154,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5155,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5156,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5157,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5158,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5159,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5160,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
5161,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5162,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5163,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5164,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5165,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5166,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5167,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
5168,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5169,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5170,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5171,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5172,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5173,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
5174,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Wetland,Bareland
5175,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5176,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5177,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5178,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
5179,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5180,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5181,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5182,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5183,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5184,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5185,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5186,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5187,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5188,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5189,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5190,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5191,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5192,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5193,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5194,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5195,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5196,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5197,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5198,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
5199,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
5200,Bareland,Built-up,Water,NULL,Water,Cropland,Grassland,Bareland
5201,Bareland,Built-up,Water,NULL,Water,Cropland,Built-up,Grassland
5202,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
5203,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
5204,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
5205,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Forest
5206,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5207,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5208,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5209,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5210,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5211,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
5212,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5213,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5214,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5215,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5216,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5217,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5218,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
5219,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5220,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5221,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5222,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5223,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5224,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5225,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5226,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
5227,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5228,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5229,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5230,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5231,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5232,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
5233,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
5234,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Water
5235,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
5236,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5237,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
5238,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5239,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5240,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5241,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5242,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5243,Bareland,Water,Water,NULL,Water,Bareland,NULL,Grassland
5244,Bareland,Water,Water,NULL,Water,Bareland,Water,Grassland
5245,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
5246,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
5247,Bareland,Water,Water,Water,Water,Water,Water,Forest
5248,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5249,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5250,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5251,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5252,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5253,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5254,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5255,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5256,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5257,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
5258,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5259,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5260,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5261,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5262,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5263,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5264,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5265,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5266,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5267,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5268,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5269,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5270,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5271,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5272,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5273,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
5274,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
