Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
2369,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
2370,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2371,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2372,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2373,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2374,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2375,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2376,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2377,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2378,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2379,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2380,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2381,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2382,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2383,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2384,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2385,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
2386,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water,Water
2387,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,NULL,Water
2388,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Water
2389,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2390,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2391,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2392,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2393,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2394,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2395,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
2396,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2397,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2398,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2399,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2400,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2401,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2402,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2403,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2404,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2405,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
2406,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2407,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2408,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2409,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2410,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2411,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2412,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2413,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2414,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2415,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2416,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
2417,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2418,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2419,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2420,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2421,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2422,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2423,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2424,NULL,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2425,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
2426,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2427,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
2428,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2429,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2430,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2431,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2432,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2433,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2434,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
2435,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2436,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2437,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2438,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2439,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2440,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2441,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2442,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2443,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2444,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2445,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2446,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2447,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2448,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2449,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
2450,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Grassland
2451,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2452,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2453,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
2454,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
2455,NULL,Water,Water,NULL,Water,NULL,NULL,Water
2456,NULL,Water,Water,NULL,Water,NULL,Built-up,Water
2457,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
2458,NULL,Water,Water,NULL,Water,NULL,Water,Water
2459,NULL,Water,Water,NULL,Water,Bareland,Water,Built-up
2460,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2461,NULL,Water,Water,Water,Water,NULL,Water,Grassland
2462,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
2463,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2464,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2465,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2466,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2467,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2468,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2469,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2470,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2471,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2472,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2473,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2474,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2475,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2476,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2477,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2478,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2479,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2480,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2481,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2482,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2483,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2484,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2485,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2486,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2487,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2488,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2489,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2490,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2491,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2492,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2493,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2494,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2495,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2496,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2497,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2498,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2499,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2500,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2501,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2502,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2503,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2504,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2505,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2506,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2507,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2508,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2509,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2511,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2512,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2513,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2514,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2515,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2516,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2517,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2519,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2520,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2521,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2522,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2523,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2524,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2525,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2526,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2527,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2528,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2529,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2530,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2531,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2532,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2533,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2534,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2535,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2536,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2537,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2538,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2539,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2540,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2541,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2542,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2543,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2544,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2545,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
2546,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2547,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2548,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2549,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2550,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2551,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2552,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2553,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2554,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2555,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2556,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2557,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2558,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2559,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2560,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2561,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2562,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2563,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2564,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2565,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2566,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2567,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2568,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2569,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2570,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2571,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2572,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2573,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2574,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2575,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2576,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2577,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2578,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2579,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2580,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2581,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2582,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2583,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2584,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2585,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2586,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2587,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2588,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2589,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2590,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2591,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2592,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2593,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2594,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2595,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2596,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2597,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2598,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2599,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2600,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2601,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2602,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2603,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2604,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2605,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2606,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2607,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2608,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2609,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2610,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2611,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2612,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2613,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2614,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2615,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2616,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
2617,NULL,Forest,Water,NULL,Water,NULL,Wetland,Built-up
2618,NULL,Forest,Water,Water,Water,NULL,NULL,Water
2619,NULL,Forest,Water,Water,Water,Wetland,NULL,Wetland
2620,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2621,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2622,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2623,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2624,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2625,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2626,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2627,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2628,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2631,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2632,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2633,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2634,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2635,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2636,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2637,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2638,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2639,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2640,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2641,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2642,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2643,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2644,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2645,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2646,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2647,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2648,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2649,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2650,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2651,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2652,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2653,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2654,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2655,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2656,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2657,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2658,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2659,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2660,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2661,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2662,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2663,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2664,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2665,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2666,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2667,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2668,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2669,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2670,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2671,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2672,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2673,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2674,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2675,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2676,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2677,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2678,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2679,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2680,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2681,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2682,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2683,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2684,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2685,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2686,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2687,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2688,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2689,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2690,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2691,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2692,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2693,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2694,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2695,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2696,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2697,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2698,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2699,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2700,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2701,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2702,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2703,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2704,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
