Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPQ_M_R
11053,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
11054,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
11055,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11056,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
11057,Water,Built-up,Wetland,Water,Wetland,Water,NULL,Grassland
11058,Water,Built-up,Wetland,Water,Wetland,Water,Forest,Grassland
11059,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11060,Water,Built-up,Bareland,NULL,Non_Wetland,Forest,Water,Forest
11061,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11062,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
11063,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
11064,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Water
11065,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
11066,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Water
11067,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11068,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
11069,Water,Built-up,Water,NULL,Water,Water,Forest,Forest
11070,Water,Built-up,Water,NULL,Water,Forest,Forest,Water
11071,Water,Built-up,Water,NULL,Water,Forest,Forest,Forest
11072,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11073,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11074,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
11075,Water,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Water
11076,Water,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
11077,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
11078,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11079,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11080,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11081,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11082,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11083,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
11084,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11085,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11086,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
11087,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11088,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11089,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
11090,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
11091,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
11092,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11093,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11094,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
11095,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
11096,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11097,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11098,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11099,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11100,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11101,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11102,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11103,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11104,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
11105,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11106,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11107,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11108,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11109,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11110,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
11111,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11112,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11113,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11114,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11115,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
11116,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11117,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11118,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11119,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
11120,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11121,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
11122,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11123,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11124,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
11125,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11126,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
11127,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11128,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11129,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11130,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11131,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
11132,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11133,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
11134,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
11135,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11136,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11137,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11138,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
11139,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11140,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
11141,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
11142,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11143,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
11144,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
11145,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
11146,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
11147,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
11148,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
11149,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
11150,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
11151,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
11152,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
11153,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11154,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11155,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
11156,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
11157,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Cropland
11158,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
11159,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
11160,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Built-up
11161,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
11162,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11163,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11164,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
11165,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
11166,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
11167,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11168,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11169,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11170,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11171,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
11172,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
11173,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11174,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11175,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
11176,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
11177,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
11178,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
11179,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11180,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11181,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11182,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
11183,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11184,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
11185,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
11186,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11187,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
11188,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11189,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
11190,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
11191,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11192,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11193,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11194,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11195,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11196,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
11197,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
11198,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
11199,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
11200,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
11201,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
11202,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
11203,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11204,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11205,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
11206,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11207,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11208,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
11209,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
11210,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
11211,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
11212,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11213,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
11214,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11215,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11216,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
11217,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
11218,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11219,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11220,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
11221,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
11222,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
11223,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11224,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11225,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11226,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11227,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
11228,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
11229,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Built-up
11230,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
11231,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11232,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
11233,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
11234,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Forest
11235,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
11236,Water,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
11237,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
11238,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
11239,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11240,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
11241,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
11242,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11243,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11244,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
11245,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
11246,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11247,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Grassland
11248,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11249,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11250,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11251,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11252,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11253,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11254,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11255,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
11256,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11257,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
11258,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11259,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11260,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11261,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11262,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11263,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11264,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11265,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11266,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11267,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11268,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11269,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11270,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11271,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11272,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11273,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11274,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11275,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11276,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11277,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
11278,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11279,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11280,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
11281,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11282,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11283,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11284,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
11285,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11286,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11287,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11288,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11289,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11290,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11291,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11292,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11293,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11294,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11295,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11296,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11297,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11298,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11299,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
11300,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11301,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11302,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11303,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11304,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11305,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11306,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
11307,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
11308,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11309,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11310,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11311,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11312,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11313,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
11314,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11315,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
11316,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
11317,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11318,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11319,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11320,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11321,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11322,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11323,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11324,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11325,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
11326,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
11327,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11328,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
11329,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11330,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
11331,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11332,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11333,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11334,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11335,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
11336,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11337,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11338,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11339,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11340,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11341,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11342,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11343,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11344,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11345,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11346,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
11347,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11348,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11349,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
11350,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11351,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11352,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11354,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
11355,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
11356,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
11357,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
11358,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11359,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11360,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
11361,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11362,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11363,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11364,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
11365,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11366,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11367,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11368,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
11369,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
11370,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
11371,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11372,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
11373,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11374,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
11375,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11376,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
11377,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11378,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
11379,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11380,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11381,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11382,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
