Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWJ_M_R
1085,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1087,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1089,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1090,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1091,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1092,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1093,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1094,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1095,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1096,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1097,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1098,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
1099,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1100,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1101,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1102,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1103,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1104,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1105,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1106,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1107,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1108,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1109,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1110,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1111,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1112,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1113,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1115,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1118,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1119,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1120,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
1121,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1122,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
1123,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1124,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1125,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1126,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1127,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1128,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1129,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1130,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1131,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1132,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
1133,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1134,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1135,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1136,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1137,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1138,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
1139,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1140,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1141,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1142,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1143,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1144,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1145,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1146,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1147,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
1148,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1149,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
1150,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1151,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1152,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1153,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1154,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1155,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1156,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1157,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1158,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1159,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1160,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1161,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1162,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1163,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1164,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1165,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1166,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1167,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1168,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1169,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1170,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1171,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1172,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1173,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
1174,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1175,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
1176,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1177,Wetland,Water,Water,Water,Water,Water,Water,Water
1178,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1179,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1180,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1181,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1182,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
1184,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1185,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1186,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1187,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1188,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1189,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1190,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1191,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1192,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1193,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1194,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1195,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1196,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1197,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
1198,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1199,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1200,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1201,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1202,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1203,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1204,Wetland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1205,Wetland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1206,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1207,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1208,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1209,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1210,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1211,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1212,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1213,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1214,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1215,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1216,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1217,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1218,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1219,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1220,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1223,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1224,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1225,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1226,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1227,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1228,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1229,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1230,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1231,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1232,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1233,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1234,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1235,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1236,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1237,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1238,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
1239,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1240,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1241,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1242,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1243,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1244,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1245,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1246,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Wetland
1247,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
1248,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Water
1249,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1250,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1251,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1252,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1253,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1254,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1255,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Water
1256,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1257,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1258,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1259,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1260,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1261,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1262,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1263,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1264,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1265,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1266,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1267,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1268,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1269,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1270,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1271,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1272,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
1273,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1274,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1275,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1276,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1277,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1278,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1279,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1280,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1282,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1283,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1284,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1285,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1286,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1287,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1288,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1289,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1290,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1291,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1292,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1293,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1294,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1295,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1299,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1300,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1301,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1302,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1303,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1304,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1305,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1306,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1307,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1308,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1309,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1310,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1311,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Bareland
1312,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1313,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1314,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1315,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1316,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1317,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1318,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
1319,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Wetland
1320,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
1321,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Water
1322,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland,Built-up,Bareland
1323,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1324,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1325,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1326,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1327,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1328,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1329,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1330,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1331,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
1332,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Water
1333,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1334,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1335,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1336,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1337,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1338,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1339,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1340,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1341,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1342,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1343,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1344,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1345,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1346,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1347,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1348,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1349,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1350,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1351,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1352,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1353,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1354,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
1355,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1356,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1357,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1358,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1359,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1360,Bareland,Bareland,Water,Non_Water,NULL,Bareland,Bareland,Bareland
1361,Bareland,Bareland,Water,Non_Water,NULL,Bareland,Bareland,Water
1362,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
1363,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Water
1364,Bareland,Bareland,Water,Water,NULL,Bareland,Water,Water
1365,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1366,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1367,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1368,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1369,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1370,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1371,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1372,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1373,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1374,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1375,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1376,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1377,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1378,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1379,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1380,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1381,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1382,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1383,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1384,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1385,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1386,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
1387,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
1388,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1389,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1390,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1391,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1392,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1393,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1394,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1395,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1396,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1397,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1398,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1399,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1400,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1401,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1402,Bareland,Built-up,Wetland,NULL,NULL,Bareland,NULL,Grassland
1403,Bareland,Built-up,Wetland,NULL,NULL,Bareland,NULL,Bareland
1404,Bareland,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Bareland
1405,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1406,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1407,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1408,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1409,Bareland,Built-up,Wetland,Non_Water,NULL,Bareland,NULL,Bareland
1410,Bareland,Built-up,Wetland,Non_Water,NULL,Bareland,Built-up,Bareland
1411,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1412,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
